"";"Symbol";"Chromosome";"Description";"Cluster";"WT_00Hr_1";"WT_00Hr_2";"WT_00Hr_3";"WT_02Hr_1";"WT_02Hr_2";"WT_02Hr_3";"WT_04Hr_1";"WT_04Hr_2";"WT_04Hr_3";"WT_06Hr_1";"WT_06Hr_2";"WT_06Hr_3";"WT_08Hr_1";"WT_08Hr_2";"WT_08Hr_3";"WT_10Hr_1";"WT_10Hr_2";"WT_10Hr_3";"WT_12Hr_1";"WT_12Hr_2";"WT_12Hr_3";"WT_14Hr_1";"WT_14Hr_2";"WT_14Hr_3";"WT_16Hr_1";"WT_16Hr_2";"WT_16Hr_3";"WT_18Hr_1";"WT_18Hr_2";"WT_18Hr_3";"WT_20Hr_1";"WT_20Hr_2";"WT_20Hr_3";"WT_22Hr_1";"WT_22Hr_2";"WT_22Hr_3"
"70208";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=70208"" target=""_blank"">Med23</a>";"10";"mediator complex subunit 23";"Cluster_1";-0,1731;-0,0502;0,2233;0,638;0,2853;0,7891;1,0388;1,1282;0,6027;1,0736;-0,4392;1,2044;-0,4769;0,3317;0,9216;-0,2658;-0,0177;0,0144;-0,5632;0,3999;-0,5572;-2,5677;-2,2673;-1,4915;-0,5336;-1,638;-0,7768;-0,2129;-1,1918;0,2016;-0,86;1,5883;-0,9953;0,4919;-0,7652;1,5634
"70266";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=70266"" target=""_blank"">Ccbl1</a>";"2";"cysteine conjugate-beta lyase 1";"Cluster_1";-0,2365;-0,5234;0,76;-0,5696;-1,1379;-0,0177;-0,7816;-2,2546;-1,8822;-0,878;-0,8776;-0,2923;-0,5054;-1,5579;-1,5466;-1,197;-2,089;-1,8932;-1,5575;-3,8675;-2,7935;-2,1434;-2,2455;-1,473;-2,8127;-2,3159;-2,7822;-0,057;-2,1123;-1,5626;0,4383;-1,5888;-1,9698;-1,373;-1,0337;-0,6491
"70789";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=70789"" target=""_blank"">Kynu</a>";"2";"kynureninase (L-kynurenine hydrolase)";"Cluster_1";-0,1348;-0,2564;0,3911;0,5216;0,7192;0,244;0,7729;0,3581;0,0438;0,1871;0,4446;0,1404;-0,5455;-0,4244;-0,6094;-0,5903;-1,066;-0,5597;-2,5379;-0,7372;-1,5264;-2,2996;-2,7723;-1,336;-1,3542;-1,5417;-1,3078;-0,9926;-1,4934;-0,0156;-0,8486;1,7473;0,6003;-0,1294;0,5605;0,0389
"71839";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=71839"" target=""_blank"">Osgin1</a>";"8";"oxidative stress induced growth inhibitor 1";"Cluster_1";1,1033;-0,453;-0,6503;1,3404;-0,8141;0,7631;0,8294;0,8259;0,3246;0,4505;0,9071;0,2861;0,1495;-0,0406;-0,2624;-1,9015;-1,5538;-1,6864;-1,0536;-1,1717;-2,3396;-1,7343;-1,4689;-2,1612;-1,0195;-1,244;-1,309;-0,8198;0,0333;-1,0148;-0,68;0,1585;-0,4817;0,8052;0,3414;-0,0093
"72475";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=72475"" target=""_blank"">Ssbp3</a>";"4";"single-stranded DNA binding protein 3";"Cluster_1";-0,5802;0,4408;0,1394;-0,2193;-0,6834;-0,3579;-0,9995;0,7504;1,0664;0,6094;-0,4895;-0,2004;-0,9405;0,5149;0,7565;-1,5144;-0,235;-0,9569;-1,0646;-0,9835;-0,5165;-2,442;-1,7506;-1,1993;-0,8212;-2,1549;-2,1808;-0,5692;-0,5406;-0,1486;1,3723;1,2818;-0,1145;1,7119;-0,992;-0,1159
"74032";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=74032"" target=""_blank"">Sdr42e1</a>";"8";"short chain dehydrogenase/reductase family 42E, member 1";"Cluster_1";0,6097;-0,2794;-0,3303;-0,1441;0,3098;0,3747;0,9921;0,8098;1,7837;1,1062;-0,5606;1,2782;1,0523;-0,1312;0,6716;-1,4017;-0,6441;-0,6349;-0,3998;-2,5587;-0,3582;-1,0464;-1,8652;-0,3835;-0,4416;-0,9457;-1,4191;-0,7336;-1,2693;-0,6708;0,4008;-2,3943;-0,7512;0,5828;-0,0928;0,319
"74157";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=74157"" target=""_blank"">Cmtr1</a>";"17";"cap methyltransferase 1";"Cluster_1";-1,0096;0,1666;0,843;-0,2649;-1,2705;-0,3511;-0,3074;-0,6538;0,0995;0,4242;-0,8992;0,6602;-0,6207;-0,798;-0,3593;-1,3712;-2,0062;-1,6992;-1,1746;-2,0561;-2,1748;-2,8893;-3,4053;-1,8826;-2,617;-1,8029;-2,6621;-1,2284;-1,1007;-1,0243;-1,0947;-1,125;-1,4119;-1,4719;-0,4231;0,0537
"74411";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=74411"" target=""_blank"">Ppapdc2</a>";"19";"phosphatidic acid phosphatase type 2 domain containing 2";"Cluster_1";0,5068;0,3138;-0,8205;0,023;-1,1944;0,9873;0,2444;0,551;1,356;1,1427;0,7856;0,5422;-0,2126;0,505;0,9408;0,1402;1,0569;-0,1213;-0,9962;-1,9506;-0,8638;-2,5064;-0,774;-1,6523;-1,8162;-1,286;-1,3436;-0,4253;-0,6471;-0,5023;0,2653;-0,2346;0,4224;1,015;0,7228;0,9274
"75221";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=75221"" target=""_blank"">Dpp3</a>";"19";"dipeptidylpeptidase 3";"Cluster_1";0,1272;0,2899;-0,4171;0,0735;-0,3463;0,5584;0,6878;-0,5524;-0,002;-2e-04;-0,6391;-0,0375;0,2479;-0,2626;-1,4388;-0,6325;-0,7096;-0,7858;-1,0062;-3,1808;-1,8105;-2,6612;-1,8005;-1,3116;-0,9628;-1,587;-2,0531;-0,5464;-1,9378;-2,4882;-0,3925;-2,1866;-2,7946;-0,1797;-0,9026;-0,7165
"77862";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=77862"" target=""_blank"">Thyn1</a>";"9";"thymocyte nuclear protein 1";"Cluster_1";-0,576;0,9745;-0,3984;-0,7793;0,3037;0,4856;-0,5573;-0,2305;0,3506;0,2047;-0,9999;0,3246;-1,4572;-1,0315;-0,576;-1,5171;-1,3103;-1,9465;-1,9706;-1,5963;-2,117;-2,3358;-2,5145;-1,0374;-1,6215;-2,4339;-2,2983;-2,5087;-1,5532;-1,2871;-0,6557;-1,222;-1,8234;0,634;0,1425;-0,0365
"80861";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=80861"" target=""_blank"">Dhx58</a>";"11";"DEXH (Asp-Glu-X-His) box polypeptide 58";"Cluster_1";0,4023;-0,7752;0,3729;0,0399;-0,7083;2,4339;0,3784;-0,2491;1,492;0,067;0,4767;1,3906;1,1544;-0,1719;0,5333;0,4164;-0,5681;0,0734;-0,9052;-0,807;-0,2194;-1,6433;-1,803;-1,2958;-1,5941;-1,2903;-1,8198;-0,6009;-0,9612;-0,9114;0,3041;-0,0455;-1,3371;0,5231;-0,2514;1,0995
"98845";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=98845"" target=""_blank"">Eps8l2</a>";"7";"EPS8-like 2";"Cluster_1";0,3263;-0,0531;-0,2732;-0,0986;0,2585;-0,4967;0,2013;0,466;0,3094;0,9366;0,3776;0,6018;-0,2936;-0,5038;-0,6588;-1,7898;-1,5152;-1,5809;-1,9361;-2,3385;-2,528;-2,2398;-2,2908;-1,9966;-1,8277;-2,0548;-1,867;-0,8697;-0,9253;-1,2059;-0,2002;0,1913;-0,7905;-0,2737;-0,1089;-0,4124
"100689";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=100689"" target=""_blank"">Spon2</a>";"5";"spondin 2, extracellular matrix protein";"Cluster_1";0,3317;-0,0015;-0,3302;0,4141;0,2778;-0,2426;0,4806;0,8313;0,1398;0,2387;0,3087;0,0345;-0,3032;-0,2734;-0,8704;-0,9578;-0,9989;-1,4766;-1,3278;-1,9664;-2,1402;-2,262;-2,2455;-2,391;-1,8854;-2,258;-2,1406;-1,166;-1,1983;-2,0421;-0,2244;-1,6628;-1,7856;-0,1382;0,0278;-0,1808
"105663";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=105663"" target=""_blank"">Thtpa</a>";"14";"thiamine triphosphatase";"Cluster_1";0,1737;0,68;-0,8537;-0,4876;-0,0232;0,541;1,527;1,889;1,4534;1,4381;1,1895;1,2276;0,8486;0,3832;0,4717;-0,3904;0,8044;-0,4183;-0,1561;-2,1933;-1,3291;-1,4749;-1,0805;-1,9895;-0,0884;-0,4319;-0,9863;0,2155;0,2693;-0,127;0,395;1,0092;0,3611;0,5765;1,214;0,8352
"107503";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=107503"" target=""_blank"">Atf5</a>";"7";"activating transcription factor 5";"Cluster_1";0,0964;-0,0227;-0,0737;0,5098;0,7653;-0,0648;-0,1682;0,3971;-0,1449;-0,1206;-0,2073;-0,5814;-1,0096;-0,7608;-1,0255;-2,4137;-1,392;-0,7516;-1,8128;-1,9799;-2,5786;-2,1649;-2,7462;-2,0908;-2,3922;-2,684;-1,9898;-1,6208;-1,782;-1,4308;-0,8605;-0,8352;-1,3897;-0,5061;-0,2265;-0,1022
"109801";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=109801"" target=""_blank"">Glo1</a>";"17";"glyoxalase 1";"Cluster_1";-0,441;0,3393;0,1017;0,1017;0,5571;-1,2464;-0,0795;-0,0795;-0,1834;-0,1621;-0,9557;0,1908;-0,9272;-0,3314;-0,6848;-0,8912;-1,5832;-1,2925;-1,0121;-2,6956;-1,6302;-2,2032;-2,2801;-2,8816;-2,2255;-3,1742;-2,3038;-1,6549;-2,0751;-2,0329;-1,2464;-2,4086;-1,9722;-1,0368;-0,7161;-1,0121
"170770";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=170770"" target=""_blank"">Bbc3</a>";"7";"BCL2 binding component 3";"Cluster_1";-0,414;-0,6155;1,0295;1,4531;0,8568;1,5279;1,6101;0,5609;1,3143;1,2022;1,7435;0,0398;0,3366;1,174;0,4573;-0,8153;0,3946;-0,4083;-0,3826;-1,1117;-1,6958;-1,6349;-1,8535;-1,414;-0,7435;-0,1764;-0,5298;-0,4057;-0,2282;-0,769;0,6479;1,1325;0,2413;-0,6962;0,4374;-0,2086
"208659";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=208659"" target=""_blank"">Fam20a</a>";"11";"family with sequence similarity 20, member A";"Cluster_1";-0,2903;-0,4634;0,7537;1,3601;0,5706;-0,9532;0,6867;0,3145;0,1191;1,4122;1,2703;0,0404;1,0626;0,0125;0,3655;-0,8208;-1,2551;-0,7928;-0,3006;-1,4579;-2,7837;-2,0713;-1,8593;-2,3431;-0,7464;-0,6971;-0,4161;-0,2981;-0,302;-0,6827;0,2042;-1,012;-0,4112;-0,9997;0,1028;-0,3728
"208715";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=208715"" target=""_blank"">Hmgcs1</a>";"13";"3-hydroxy-3-methylglutaryl-Coenzyme A synthase 1";"Cluster_1";-0,4494;-0,0432;0,4926;-0,7803;-0,1672;1,7375;-1,2229;-0,0798;-0,5372;-0,5968;0,2743;0,0407;-0,2843;-0,1294;-0,7611;-0,6661;0,0803;-0,0693;-0,6744;0,1381;-1,6829;-2,179;-2,1034;-2,0933;-2,9641;-1,6389;-2,5192;-1,4988;-0,8588;-1,2586;-0,9651;-0,824;-1,4484;-0,4089;-0,0798;1,294
"218454";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=218454"" target=""_blank"">Lhfpl2</a>";"13";"lipoma HMGIC fusion partner-like 2";"Cluster_1";-0,0898;0,0341;0,0557;1,262;-0,5674;0,1664;1,5901;1,3592;2,085;0,5409;0,9809;0,88;0,1076;0,2208;-0,1279;-0,9299;0,1522;-0,3148;1,0739;-0,1866;-1,3685;-1,2729;-1,3892;-2,2272;-0,7256;-1,2488;-1,5275;-1,2562;0,0243;-0,7889;0,4883;0,4862;-0,6468;-0,3547;0,5021;1,3574
"230696";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=230696"" target=""_blank"">AU022252</a>";"4";"expressed sequence AU022252";"Cluster_1";-1,0144;-0,2013;1,2157;0,1949;-0,2348;0,808;0,284;-0,8636;-1,0388;0,3802;0,7955;0,1107;-1,1991;-1,5311;-1,2288;-1,6949;-2,5905;-1,9793;-2,0921;-1,2496;-2,3643;-2,5151;-2,1468;-2,3419;-1,1677;-2,1201;-1,573;-0,6346;-1,5272;-0,4276;-0,7417;-1,7622;-0,9724;-0,6346;-1,0672;-0,6381
"231326";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=231326"" target=""_blank"">Aasdh</a>";"5";"aminoadipate-semialdehyde dehydrogenase";"Cluster_1";-0,3971;-0,6542;1,0513;-0,2109;-0,9766;-0,3824;0,0019;-0,3174;-0,6021;0,2503;-1,3574;1,3935;-1,3851;-1,9564;-1,1668;-2,2861;-2,0906;-1,1922;-2,8005;-2,0488;-1,6244;-2,7814;-2,3755;-1,5837;-2,4928;-2,0992;-0,9484;-0,6586;-1,0965;-0,963;-0,9866;-1,1107;-1,402;-1,9172;0,209;-0,3597
"231549";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=231549"" target=""_blank"">Lrrc8d</a>";"5";"leucine rich repeat containing 8D";"Cluster_1";-0,3144;-0,0932;0,4075;0,1014;0,7987;1,8196;1,0552;1,2328;0,7015;1,1818;1,3104;0,585;0,5404;0,5363;0,9373;-0,3053;-0,6228;-0,4916;-0,4747;-0,0249;-0,9565;-1,8457;-1,6917;-1,8545;-1,3165;-1,1164;-1,8289;-1,4393;-0,862;-1,0421;0,0599;-0,2756;-0,637;-0,1656;0,9895;0,2881
"268822";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=268822"" target=""_blank"">Adck5</a>";"15";"aarF domain containing kinase 5";"Cluster_1";0,4386;0,2376;-0,6762;1,1904;-0,1281;-0,9872;1,5886;0,996;0,1671;1,1757;-0,3089;0,4956;-0,258;-0,6145;-0,5048;-1,2695;-1,2409;-0,195;-0,8486;-1,2716;-0,2824;-1,8716;-1,9814;-1,6141;-1,1257;-1,4701;-2,2056;-1,4817;-1,747;-1,5306;0,0893;-1,5838;-1,7357;0,4179;-0,1402;-1,236
"320751";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=320751"" target=""_blank"">D830014E11Rik</a>";"5";"RIKEN cDNA D830014E11 gene";"Cluster_1";-0,1027;0,2115;-0,1088;1,1698;0,8679;4,5835;1,5095;0,1756;1,4492;0,3047;1,0828;1,5084;0,6325;0,1483;0,1719;-0,4185;-0,2635;-0,2065;-0,206;-0,3961;0,0342;-0,5913;-0,2721;-0,5201;-0,6043;-0,5459;-0,7843;-0,8332;-0,0661;-0,6105;-0,4146;0,0942;-0,7841;-0,2366;0,4245;0,28
"328949";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=328949"" target=""_blank"">Mcc</a>";"18";"mutated in colorectal cancers";"Cluster_1";-0,4667;0,1826;0,2841;0,4169;0,1976;1,3178;0,6818;0,8304;0,2803;1,0008;1,552;0,6191;1,3914;1,5109;0,7531;-0,7604;-0,2853;-0,1325;0,6335;-0,2508;-0,9688;-2,3353;-1,6167;-2,2645;-0,9716;-0,6383;-1,1138;-0,6929;-0,3795;-0,9416;0,9988;-0,4844;1,1469;-0,3233;0,218;0,9118
"380712";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=380712"" target=""_blank"">Tlcd2</a>";"11";"TLC domain containing 2";"Cluster_1";0,1381;-0,632;0,4939;0,9005;-0,1098;2,6528;-0,3057;-0,9699;-0,1943;-0,0883;-0,282;0,1795;-0,3212;-0,8389;-0,6248;-1,2257;-1,1446;-0,632;-1,3193;-1,986;-1,3389;-1,7312;-1,2067;-1,1;-1,34;-1,559;-1,7567;-1,0746;-0,8991;-0,5286;-0,1241;-3,6272;-1,1818;0,0878;-0,8948;-0,428
"433256";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=433256"" target=""_blank"">Acsl5</a>";"19";"acyl-CoA synthetase long-chain family member 5";"Cluster_1";-0,1607;-0,5977;0,7584;0,3261;-0,1864;0,7584;-0,5256;-0,7181;-0,3934;-0,0385;-0,0385;0,8251;-1,3126;-0,4455;-0,4455;-0,5732;-1,132;-1,3567;-0,8691;-2,2295;-1,9301;-1,5291;-2,3214;-1,5291;-2,2456;-2,8389;-2,1064;-1,6315;-1,7955;-1,5291;-0,4187;-0,6767;-2,8657;0,2072;-0,8009;0,2072
"11607";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=11607"" target=""_blank"">Agtr1a</a>";"13";"angiotensin II receptor, type 1a";"Cluster_2";-0,4152;-0,1717;0,587;0,0083;0,1331;0,1105;-0,1583;0,4845;0,2499;1,3714;0,9866;1,2279;0,8413;0,9474;1,3403;0,0853;-0,2038;0,3876;-0,4152;-0,1464;-0,2173;-1,3429;-1,4147;-1,2579;-2,5673;-2,151;-1,7769;-1,3429;-1,5941;-1,169;-0,2091;-1,6508;-0,1169;-0,0334;-0,0935;0,291
"12827";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=12827"" target=""_blank"">Col4a2</a>";"8";"collagen, type IV, alpha 2";"Cluster_2";-0,1442;0,3459;-0,2017;1,1488;0,4334;2,0459;1,3408;0,6283;1,5588;0,7317;1,4627;1,1076;1,6402;-0,3041;0,8504;1,2431;-0,1121;1,3226;0,1401;1,0301;-0,7216;-1,3829;-0,823;-0,1704;-0,2057;-0,784;-0,7415;-0,5946;-1,3152;-1,3287;-0,8207;-0,8085;-1,6975;0,252;-0,8638;0,005
"12831";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=12831"" target=""_blank"">Col5a1</a>";"2";"collagen, type V, alpha 1";"Cluster_2";-0,1059;0,4574;-0,3515;0,0272;0,1068;0,3211;1,0506;1,2939;0,4326;0,968;1,5159;1,0506;0,6837;0,9748;0,8179;-0,0647;-0,0719;0,1012;0,6031;2,4012;-0,4671;-1,6934;-2,0797;-0,8059;-1,6196;-1,0362;-1,5133;-1,0015;-0,4424;-1,5434;-0,138;0,5409;-0,8224;-0,3671;-0,5384;0,0643
"13009";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=13009"" target=""_blank"">Csrp3</a>";"7";"cysteine and glycine-rich protein 3";"Cluster_2";0,2515;-0,589;0,3375;-1,1424;-1,0764;0,2651;0,0616;0,9348;0,2645;0,0271;0,398;1,1808;1,2605;-0,1153;1,0593;-0,2099;0,7537;0,4258;0,1215;0,4803;0,3223;-0,3495;-1,1738;-1,2641;-1,48;-1,9603;-1,7458;-1,2825;-1,4222;-1,5505;-0,9662;-2,8117;-1,4113;-0,8352;-1,2981;-0,8087
"13549";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=13549"" target=""_blank"">Dyrk1b</a>";"7";"dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b";"Cluster_2";0,4454;0,1263;-0,5717;0,2812;0,0916;0,9312;0,5166;2,1658;0,8539;2,6387;1,6316;1,7369;2,1393;2,1799;1,7963;1,0404;0,8937;0,0644;1,1281;0,1359;-0,1358;-0,9863;-0,658;-0,6614;-0,8077;-0,7786;-0,7979;-0,5855;-0,4417;-0,7786;0,7482;-0,0162;0,2311;0,8695;0,1208;0,7038
"13859";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=13859"" target=""_blank"">Eps15l1</a>";"8";"epidermal growth factor receptor pathway substrate 15-like 1";"Cluster_2";-0,4258;1,0472;-0,6214;0,9;0,9938;1,5137;0,1026;0,62;1,0499;1,0417;1,6051;1,5918;1,5102;0,434;3,0572;0,8576;1,3315;1,9739;0,9502;-0,2695;0,7912;-0,9472;-1,0635;0,0193;-1,0704;0,0913;-1,0124;0,8312;-1,1624;0,1917;0,5817;0,1052;-0,1331;0,7822;-1,2355;1
"14062";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=14062"" target=""_blank"">F2r</a>";"13";"coagulation factor II (thrombin) receptor";"Cluster_2";0,2998;0,1516;-0,4514;0,5665;0,3489;1,5012;0,5665;1,4174;0,838;2,0635;0,8946;2,1341;1,6315;1,2977;1,974;0,5573;1,0327;1,3836;0,7402;3,4109;0,6112;-0,647;0,0042;0,8784;-0,6988;-0,813;-0,3764;0,259;0,2182;-0,0721;-0,03;-1,8853;0,1757;0,1178;-0,3605;0,8016
"14693";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=14693"" target=""_blank"">Gnb2</a>";"5";"guanine nucleotide binding protein (G protein), beta 2";"Cluster_2";-0,3335;1,0966;-0,7632;0,6286;0,1245;0,9918;-0,0288;0,9387;-0,1143;1,3332;-0,2264;0,858;1,7113;1,6606;1,8708;-0,1143;1,4932;0,9971;1,5892;2,597;0,3082;-0,6504;-0,6292;-0,3966;-0,6913;-0,7279;-1,3381;-0,846;-1,2256;-1,1053;0,1919;0,5559;-0,47;0,5335;-0,7844;0,5992
"15959";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=15959"" target=""_blank"">Ifit3</a>";"19";"interferon-induced protein with tetratricopeptide repeats 3";"Cluster_2";0,0208;-1,2657;1,2449;-0,4068;-0,4644;0,9413;-0,1762;-0,3191;0,5179;-0,0916;0,3307;2,2217;0,9512;0,8777;1,6137;0,8004;0,142;0,8812;0,3837;0,7585;0,2665;-0,8262;-1,0195;-0,5384;-1,5507;-1,8324;-1,0519;-1,1214;-1,3843;-0,8056;-0,3108;-0,6156;-1,2595;-0,5751;-0,6749;1,8007
"17997";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=17997"" target=""_blank"">Nedd1</a>";"10";"neural precursor cell expressed, developmentally down-regulated gene 1";"Cluster_2";0,3604;-0,3716;0,0112;0,2082;-0,2099;0,6458;0,3393;0,5043;0,7516;1,406;1,0859;1,4805;1,8763;1,1216;2,3909;1,2241;0,9662;1,5304;1,058;2,2529;1,1216;-0,5868;-1,157;-0,8485;-1,7126;-0,8253;-1,0513;-0,6729;-0,1606;-0,1669;-0,8464;0,961;1,0883;0,0812;0,2763;-0,233
"18633";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=18633"" target=""_blank"">Pex16</a>";"2";"peroxisomal biogenesis factor 16";"Cluster_2";0,6089;-0,2911;-0,3178;-0,8845;0,0861;0,0591;0,4346;0,1359;0,5863;1,5443;0,3451;1,8603;2,349;0,9945;1,0105;1,4144;0,9689;0,9088;1,4095;-0,8907;0,8277;-0,3396;-0,6788;-0,3963;-0,4132;-1,3054;-1,3672;0,7273;-0,6364;-0,811;0,9183;-1,5615;-1,7389;0,7116;-0,2377;0,8734
"18816";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=18816"" target=""_blank"">Serpinf2</a>";"11";"serine (or cysteine) peptidase inhibitor, clade F, member 2";"Cluster_2";-0,1161;0,0747;0,0414;0,5986;-0,0942;0,0126;0,5785;0,5497;0,9453;0,7919;0,3502;1,2768;1,1609;0,5183;0,9922;0,7791;0,3755;0,277;0,2064;1,3606;-0,3877;-0,5166;-1,3851;-0,5844;-1,3752;-2,1116;-2,0174;-1,4245;-2,0206;-2,0257;-0,9177;-1,1312;-0,453;-0,5788;-0,8569;-0,5489
"19084";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=19084"" target=""_blank"">Prkar1a</a>";"11";"protein kinase, cAMP dependent regulatory, type I, alpha";"Cluster_2";-0,058;1,3098;-1,2519;0,9476;0,842;0,46;1,6394;2,0043;1,1709;0,6629;0,7765;1,0532;1,627;0,9121;0,6104;0,476;1,8993;1,511;1,3159;-0,6203;0,1478;0,4661;0,0366;-1,1368;-0,2574;-1,3941;-0,4776;-1,1319;-1,3893;-0,6095;-0,4211;-1,2519;-0,12;0,8902;0,9892;1,0931
"19166";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=19166"" target=""_blank"">Psma2</a>";"13";"proteasome (prosome, macropain) subunit, alpha type 2";"Cluster_2";-1,0079;0,6986;0,3092;-1,5902;-0,5474;-0,8733;-0,8733;-0,3993;-0,2139;-0,103;-0,2139;0,7867;0,5293;1,4994;0,4176;-0,5829;-0,3993;-0,6481;-0,7505;1,2378;-1,6901;-1,1365;-0,103;-0,3993;-2,2133;-1,0079;-2,5129;-1,8146;-1,3456;-1,8933;-1,84;-1,3456;-2,2691;-1,6901;-0,5135;-1,6605
"19272";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=19272"" target=""_blank"">Ptprk</a>";"10";"protein tyrosine phosphatase, receptor type, K";"Cluster_2";0,2878;0,2166;-0,5044;1,01;-0,3665;0,279;-0,304;0,3214;-0,0851;0,518;-0,6194;0,9681;0,2742;0,6824;0,6292;-0,1914;0,2027;-0,2888;0,2621;1,7328;-0,5772;-0,4373;-0,9911;-0,3959;-1,4961;-2,7724;-2,5691;-1,0785;-1,4831;-2,0461;-1,2639;0,1652;-0,0897;-0,2801;-1,3145;-1,799
"19352";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=19352"" target=""_blank"">Rabggtb</a>";"3";"Rab geranylgeranyl transferase, b subunit";"Cluster_2";0,4254;0,6624;-1,0878;0,9737;-0,6654;-0,2452;0,4973;0,8533;0,5781;0,3541;-0,6412;0,9812;0,5658;0,8661;-0,2732;-0,0475;0,287;0,2424;0,4047;-0,5209;0,2944;0,2289;-0,3126;-0,7112;-2,683;-1,2358;-2,0185;-1,4548;-1,0439;-1,523;-1,8024;-2,6696;-1,1115;-1,2087;-0,1128;-0,4451
"20615";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=20615"" target=""_blank"">Snapin</a>";"3";"SNAP-associated protein";"Cluster_2";-0,2038;-0,5962;0,8;-0,8154;0,0303;-0,3071;1,8769;1,5537;0,7668;1,1023;1,2453;1,5685;2,1412;1,1718;2,247;0,6072;1,2233;2,0674;0,7537;0,1768;1,1951;-1,2434;-0,7571;0,4257;-1,0949;-0,6221;-0,3317;-0,0685;0,2451;-1,5935;0,1561;-0,2594;-0,6931;0,2109;0,511;0,3713
"20661";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=20661"" target=""_blank"">Sort1</a>";"3";"sortilin 1";"Cluster_2";0,1523;0,3615;-0,5138;-0,1934;-0,0507;0,5397;-0,3707;0,7406;-0,0837;1,084;0,4445;0,2389;1,27;0,7456;1,198;0,1948;0,8576;0,5441;0,7231;0,075;-0,748;-1,3609;-0,8657;-0,471;-1,0827;-2,206;-2,0982;-0,9029;-0,6535;-2,4866;-0,3105;-0,6194;-2,5459;-0,902;-0,7706;-0,7444
"22592";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=22592"" target=""_blank"">Ercc5</a>";"1";"excision repair cross-complementing rodent repair deficiency, complementation group 5";"Cluster_2";-0,1888;0,2043;-0,0155;0,0261;0,7036;0,5082;0,4187;1,3361;0,248;1,9702;0,8947;2,1446;1,348;1,8765;1,7324;1,7517;1,2245;1,2238;1,1497;2,712;0,7566;-0,2849;-0,4266;0,6182;-1,2843;-0,5392;-0,3162;-0,5853;0,248;-0,7006;-0,4647;0,5924;0,0475;-1,8153;0,404;-0,1175
