"";"Symbol";"Chromosome";"Description";"Cluster";"Mean_WT_00Hr";"Mean_WT_02Hr";"Mean_WT_04Hr";"Mean_WT_06Hr";"Mean_WT_08Hr";"Mean_WT_10Hr";"Mean_WT_12Hr";"Mean_WT_14Hr";"Mean_WT_16Hr";"Mean_WT_18Hr";"Mean_WT_20Hr";"Mean_WT_22Hr";"Min";"Max";"Range";"pANOVA";"FDR"
"105559";"Mbnl2";"14";"muscleblind-like 2";"Cluster_7";8,2906;8,4465;8,4006;8,2276;8,2285;8,3723;8,5251;8,6916;8,6923;8,6421;8,5112;8,3348;8,1809;8,9943;0,8134;0,002;0,0086
"108707";"Fam207a";"10";"family with sequence similarity 207, member A";"Cluster_7";7,5317;7,4008;7,3975;7,4205;7,3505;7,3567;7,3091;7,6189;7,6309;7,6087;7,4485;7,4146;7,253;7,7179;0,4649;5e-05;0,00046
"117109";"Pop5";"5";"processing of precursor 5, ribonuclease P/MRP family (S. cerevisiae)";"Cluster_7";9,7677;9,682;9,6989;9,5991;9,5762;9,6743;9,6456;9,7533;9,9395;9,8923;9,82;9,7705;9,5082;10,0735;0,5653;7,4e-05;0,00064
"192185";"Nadk";"4";"NAD kinase";"Cluster_7";10,0739;10,1322;10,0829;9,9825;10,0224;10,2104;10,103;10,2325;10,3087;10,3169;10,4337;10,2283;9,8672;10,62;0,7528;0,0028;0,011
"209815";"Tbc1d25";"X";"TBC1 domain family, member 25";"Cluster_7";7,0703;7,0402;6,9387;6,9293;6,8415;6,8809;6,8982;7,069;7,1042;7,1228;7,1179;7,0314;6,8069;7,2031;0,3962;0,00023;0,0015
"211548";"Nomo1";"7";"nodal modulator 1";"Cluster_7";7,8531;7,7822;7,6735;7,7126;7,5517;7,6147;7,6256;7,7787;7,9438;7,9947;7,9799;7,8911;7,4358;8,1892;0,7534;0,004;0,015
"214597";"Sidt2";"9";"SID1 transmembrane family, member 2";"Cluster_7";7,7807;7,6392;7,665;7,6353;7,714;7,7232;7,8081;7,8852;7,8471;7,9006;7,9949;7,7668;7,5193;8,1068;0,5875;0,0071;0,024
"235582";"Glyctk";"9";"glycerate kinase";"Cluster_7";7,7155;7,7398;7,5797;7,6672;7,5579;7,6463;7,6517;7,7199;7,8616;7,8547;7,8086;7,6874;7,454;7,9106;0,4566;6,8e-05;0,00059
"272359";"Irf2bp1";"7";"interferon regulatory factor 2 binding protein 1";"Cluster_7";7,3703;7,2652;7,2259;7,2948;7,247;7,3177;7,293;7,4169;7,5566;7,5479;7,5196;7,362;7,1474;7,739;0,5916;0,00081;0,0041
"319475";"Zfp672";"11";"zinc finger protein 672";"Cluster_7";7,9658;7,7738;7,7743;7,7506;7,532;7,7369;7,7969;8,0045;8,0486;7,9569;7,8622;7,9233;7,3643;8,1978;0,8334;0,0033;0,013
"328099";"Prps1l3";"12";"phosphoribosyl pyrophosphate synthetase 1-like 3";"Cluster_7";7,9678;7,8839;7,8084;7,7099;7,8078;7,8112;7,8528;8,2217;8,0775;8,0421;8,0644;7,8559;7,5511;8,2785;0,7273;0,0046;0,017
"329554";"Gm826";"2";"predicted gene 826";"Cluster_7";6,7365;6,728;6,6801;6,7158;6,7208;6,82;6,8123;6,9675;6,8852;6,9057;6,8871;6,785;6,6281;7,0015;0,3734;0,0015;0,0069
"329575";"Gm14325";"2";"predicted gene 14325";"Cluster_7";7,1253;7,1755;7,1742;7,1162;7,0549;7,1859;7,2567;7,3377;7,348;7,3767;7,2017;7,267;6,9322;7,5563;0,624;0,0075;0,025
"330189";"Tmem120b";"5";"transmembrane protein 120B";"Cluster_7";6,9836;6,8833;6,8707;6,8025;6,8148;6,8945;6,8891;7,1405;7,0561;6,9723;6,9947;6,9552;6,7349;7,2394;0,5046;0,0022;0,0091
"381801";"Tatdn2";"6";"TatD DNase domain containing 2";"Cluster_7";7,5107;7,3458;7,2893;7,3465;7,3358;7,4357;7,5457;7,6821;7,6982;7,6313;7,6616;7,4646;7,245;7,8817;0,6367;0,00032;0,0019
"433224";"Gm5512";"19";"required for meiotic nuclear division 1 pseudogene";"Cluster_7";8,4299;8,3888;8,2674;8,2241;8,2056;8,3006;8,3075;8,3549;8,4954;8,5044;8,5235;8,3663;8,1227;8,6476;0,525;0,0047;0,017
"53412";"Ppp1r3c";"19";"protein phosphatase 1, regulatory (inhibitor) subunit 3C";"Cluster_8";11,3515;10,8785;10,43;10,0794;10,1089;8,9578;9,4095;9,7627;9,6534;10,3633;10,6154;11,3282;8,2083;11,7696;3,5613;0,00059;0,0032
"241041";"Gm4956";"1";"predicted gene 4956";"Cluster_8";9,6171;9,3412;8,9842;9,0213;8,6196;8,4683;8,2453;8,9102;9,0012;9,3422;9,6082;9,5731;7,5332;9,8404;2,3072;0,00016;0,0011
"104112";"Acly";"11";"ATP citrate lyase";"Cluster_8";11,7743;11,9436;11,4033;11,2638;10,8343;11,3412;10,9502;11,0808;11,1709;11,4952;11,9303;12,1752;10,7427;12,7138;1,9711;0,00066;0,0035
"227613";"Tubb4b";"2";"tubulin, beta 4B class IVB";"Cluster_8";10,1164;10,2583;10,069;9,8132;9,3772;9,1969;8,7509;9,2131;9,5103;9,8557;9,9131;10,1725;8,5144;10,3495;1,8351;4,1e-10;4,6e-08
"233067";"Lrfn3";"7";"leucine rich repeat and fibronectin type III domain containing 3";"Cluster_8";8,3913;8,3263;8,4989;8,0551;7,2116;6,9665;7,001;7,0775;7,9105;8,0455;8,1976;8,4618;6,9088;8,7311;1,8223;9,7e-16;1,2e-12
"319278";"A230050P20Rik";"9";"RIKEN cDNA A230050P20 gene";"Cluster_8";10,0269;9,955;9,981;10,0238;9,6347;9,3567;9,1649;9,1103;9,4947;10,0271;10,1069;10,1005;8,8699;10,6225;1,7526;0,0029;0,012
"216227";"Slc17a8";"10";"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 8";"Cluster_8";8,0148;7,7437;7,6156;7,4588;7,3235;7,3615;7,1364;7,1652;7,3213;7,9854;7,9317;8,1744;6,8838;8,5743;1,6906;0,0034;0,013
"23831";"Car14";"3";"carbonic anhydrase 14";"Cluster_8";9,0108;9,0651;8,7738;8,7881;8,6671;8,4142;8,0385;8,4462;8,6531;8,8859;8,9329;9,1385;7,546;9,2232;1,6772;3,3e-05;0,00033
"226781";"Slc30a10";"1";"solute carrier family 30, member 10";"Cluster_8";8,2227;8,2293;7,8883;7,8985;7,3173;7,1117;6,9917;7,2425;7,6172;7,9639;8,0994;8,3137;6,885;8,535;1,6501;7,1e-09;3,6e-07
"104174";"Gldc";"19";"glycine decarboxylase";"Cluster_8";10,2781;10,2512;10,1217;10,1011;9,7152;9,4565;9,2429;9,6485;10,0866;10,2398;10,4561;10,3105;9,0767;10,6423;1,5656;2e-08;8,7e-07
"54140";"Avpr1a";"10";"arginine vasopressin receptor 1A";"Cluster_8";8,7572;8,6486;8,5591;8,3789;8,1903;7,6879;7,6543;7,4927;8,0615;8,3979;8,5583;8,6608;7,3778;8,9168;1,5389;1,7e-12;5,4e-10
"212980";"Slc45a3";"1";"solute carrier family 45, member 3";"Cluster_8";7,8861;8,0141;8,0336;7,6101;7,0417;7,1441;7,3597;7,5753;8,1678;8,1229;8,1474;8,1578;7,0072;8,535;1,5278;4,7e-07;1,1e-05
"68337";"Crip2";"12";"cysteine rich protein 2";"Cluster_8";9,7475;9,6547;9,6704;9,5049;9,1645;8,8474;8,836;8,6851;9,2178;9,3797;9,6558;9,9569;8,5513;10,0461;1,4948;3,4e-09;1,9e-07
"83814";"Nedd4l";"18";"neural precursor cell expressed, developmentally down-regulated gene 4-like";"Cluster_8";8,4694;8,6105;8,476;8,3821;7,8885;7,5511;7,8935;7,8958;8,5648;8,4559;8,5906;8,4955;7,3963;8,8755;1,4791;1,7e-07;5,2e-06
"233752";"Insc";"7";"inscuteable homolog (Drosophila)";"Cluster_8";8,1456;8,0621;7,8107;7,6741;7,1769;7,0882;7,5399;7,349;7,9033;8,1241;8,0827;8,1305;7,0283;8,4502;1,4219;1,6e-06;3e-05
"22143";"Tuba1b";"15";"tubulin, alpha 1B";"Cluster_8";10,9394;11,1651;10,8457;10,7317;10,3879;10,3156;10,1425;10,6541;11,0447;10,997;11,0139;11,0315;10,0821;11,4955;1,4134;1,1e-06;2,1e-05
"77037";"Mrap";"16";"melanocortin 2 receptor accessory protein";"Cluster_8";9,2105;9,1517;8,8708;8,889;8,3514;8,3829;8,5536;8,6975;9,0319;9,173;9,1698;9,347;8,22;9,5475;1,3275;4,3e-06;6,5e-05
"75552";"Paqr9";"9";"progestin and adipoQ receptor family member IX";"Cluster_8";8,7272;8,7163;8,711;8,4415;8,1717;8,0254;7,9544;7,999;8,3205;8,5056;8,6496;8,8596;7,8022;9,0666;1,2644;1,7e-06;3e-05
"20500";"Slc13a2";"11";"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2";"Cluster_8";7,4681;7,5201;7,3798;7,2592;7,0601;6,8822;6,7916;6,9185;7,1427;7,495;7,7034;7,555;6,6463;7,9089;1,2627;3,5e-06;5,5e-05
"67512";"Agpat2";"2";"1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)";"Cluster_8";9,9549;9,9766;9,9206;9,5797;9,1929;9,1112;9,2878;9,4831;9,8394;9,873;10,0305;10,1381;9,0864;10,3362;1,2498;1,8e-09;1,3e-07
"142688";"Asb13";"13";"ankyrin repeat and SOCS box-containing 13";"Cluster_8";9,9425;9,9786;9,7923;9,8612;9,5576;9,3715;9,2272;9,1517;9,5112;9,818;10,0881;9,9744;9,0262;10,2384;1,2122;6e-05;0,00053
"211949";"Spsb4";"9";"splA/ryanodine receptor domain and SOCS box containing 4";"Cluster_8";7,5986;7,5465;7,5042;7,4753;7,1604;7,1108;7,0268;6,9373;7,3602;7,5331;7,5829;7,5306;6,8572;8,0525;1,1953;0,00085;0,0043
"319182";"Hist1h2bh";"13";"histone cluster 1, H2bh";"Cluster_8";9,9529;9,8085;9,7655;9,673;9,5147;9,3374;9,3441;9,5082;9,652;9,7432;10,0057;9,8346;9,1731;10,3114;1,1383;0,0099;0,031
"192156";"Mvd";"8";"mevalonate (diphospho) decarboxylase";"Cluster_8";7,7413;7,5385;7,0922;7,2217;7,0949;7,2414;6,9756;7,0132;7,3162;7,5868;7,2953;7,6739;6,922;8,0483;1,1263;0,00013;0,00094
"319186";"Hist1h2bm";"13";"histone cluster 1, H2bm";"Cluster_8";9,1066;8,9631;8,8879;8,7565;8,642;8,5331;8,4604;8,5879;8,813;8,871;9,1603;8,9989;8,2571;9,3766;1,1196;0,00081;0,0041
"66890";"Lman2";"13";"lectin, mannose-binding 2";"Cluster_8";9,1357;9,1244;8,9781;8,7677;8,7151;8,6993;8,6358;8,7311;9,0345;9,1094;9,3309;9,2026;8,464;9,5813;1,1173;4,8e-05;0,00044
"319187";"Hist1h2bn";"13";"histone cluster 1, H2bn";"Cluster_8";8,7246;8,669;8,7249;8,5124;8,4411;8,2608;8,2542;8,4258;8,6127;8,5701;8,8324;8,8346;8,0211;9,1365;1,1154;0,0019;0,0082
"213649";"Arhgef19";"4";"Rho guanine nucleotide exchange factor (GEF) 19";"Cluster_8";8,1882;8,183;8,3108;8,1863;7,8889;7,581;7,5982;7,7963;8,2286;8,2351;8,4357;8,2486;7,492;8,5787;1,0867;3,8e-08;1,6e-06
"232086";"Tmem150a";"6";"transmembrane protein 150A";"Cluster_8";8,7146;8,5873;8,6345;8,4617;8,3536;8,1784;8,047;8,4046;8,7438;8,7633;8,7432;8,8114;7,8903;8,972;1,0817;4e-06;6,2e-05
"319184";"Hist1h2bk";"13";"histone cluster 1, H2bk";"Cluster_8";8,738;8,6712;8,7201;8,4312;8,3477;8,2486;8,1687;8,2887;8,5213;8,5458;8,9019;8,7802;7,9656;9,0317;1,0661;4,4e-06;6,6e-05
"59038";"Pxmp4";"2";"peroxisomal membrane protein 4";"Cluster_8";8,3305;8,3505;8,5198;8,2151;7,8133;7,7907;7,9372;7,9793;8,0286;8,0754;8,2096;8,4373;7,7017;8,7184;1,0166;0,00012;0,00089
"11772";"Ap2a2";"7";"adaptor-related protein complex 2, alpha 2 subunit";"Cluster_8";7,8324;7,8139;7,7203;7,6612;7,5974;7,4477;7,4493;7,5641;7,6078;7,705;8,0042;7,8509;7,2895;8,1813;0,8918;1e-04;0,00079
"12036";"Bcat2";"7";"branched chain aminotransferase 2, mitochondrial";"Cluster_8";7,2604;7,2588;7,2389;7,2589;7,248;7,1103;7,0719;6,9967;7,2328;7,2962;7,3493;7,2122;6,9489;7,3958;0,4469;0,00027;0,0017
"12153";"Bmp1";"14";"bone morphogenetic protein 1";"Cluster_8";8,2112;8,1294;8,1086;8,0763;7,9784;7,9288;7,9981;7,9652;8,102;8,2237;8,2748;8,2222;7,8896;8,483;0,5934;0,00024;0,0015
"12575";"Cdkn1a";"17";"cyclin-dependent kinase inhibitor 1A (P21)";"Cluster_8";6,9573;7,0501;6,8288;6,7259;6,7122;6,6772;6,7629;6,7719;6,9905;7,0893;7,1183;7,2513;6,6611;7,3962;0,7351;2,1e-05;0,00024
"13052";"Cxadr";"16";"coxsackie virus and adenovirus receptor";"Cluster_8";8,1822;8,3615;8,1958;8,131;8,0128;7,8804;7,9078;7,914;8,0654;8,1951;8,249;8,2571;7,6805;8,4618;0,7813;2e-04;0,0013
"13641";"Efnb1";"X";"ephrin B1";"Cluster_8";7,4369;7,4108;7,4457;7,5387;7,2141;7,0917;7,1324;7,2186;7,4672;7,3899;7,3348;7,4639;6,9978;7,5896;0,5918;2,7e-05;0,00029
"14287";"Fpgs";"2";"folylpolyglutamyl synthetase";"Cluster_8";8,7081;8,8537;8,8832;8,792;8,4441;8,2653;8,3845;8,3419;8,5539;8,6137;8,6763;8,8052;8,2623;9,0131;0,7508;4,9e-09;2,6e-07
"16157";"Il11ra1";"4";"interleukin 11 receptor, alpha chain 1";"Cluster_8";10,261;10,2175;10,062;10,05;9,805;9,7227;9,7351;9,6908;9,899;10,0501;10,2174;10,1985;9,4962;10,4562;0,96;9,5e-05;0,00075
"16402";"Itga5";"15";"integrin alpha 5 (fibronectin receptor alpha)";"Cluster_8";7,123;6,9813;6,968;6,8796;6,837;6,8375;6,7804;6,9257;6,9293;7,0368;7,1222;7,0564;6,7429;7,2013;0,4584;1,9e-06;3,3e-05
"16661";"Krt10";"11";"keratin 10";"Cluster_8";7,6788;7,6109;7,5652;7,5519;7,4216;7,4267;7,3286;7,3882;7,514;7,7041;7,8438;7,6887;7,2157;8,1085;0,8928;0,00074;0,0038
"16768";"Lag3";"6";"lymphocyte-activation gene 3";"Cluster_8";7,021;7,0059;6,872;6,8012;6,7314;6,6618;6,7397;6,7029;6,8429;7,0096;6,976;7,0807;6,638;7,1705;0,5325;7,3e-07;1,6e-05
"18747";"Prkaca";"8";"protein kinase, cAMP dependent, catalytic, alpha";"Cluster_8";8,3942;8,3477;8,3512;8,2475;8,2031;8,178;8,117;8,1465;8,1935;8,2544;8,3583;8,5;8,0119;8,6644;0,6525;0,0018;0,008
"18971";"Pold1";"7";"polymerase (DNA directed), delta 1, catalytic subunit";"Cluster_8";7,0109;7,0648;7,0959;6,9628;6,8985;6,93;6,8299;6,85;6,974;7,0359;7,0278;7,0678;6,7796;7,1941;0,4145;0,00044;0,0025
"19116";"Prlr";"15";"prolactin receptor";"Cluster_8";7,4575;7,4265;7,2846;7,3163;7,2103;7,2222;7,1098;7,0897;7,1776;7,3684;7,5034;7,4685;6,9672;7,6831;0,7159;0,0057;0,02
"20397";"Sgpl1";"10";"sphingosine phosphate lyase 1";"Cluster_8";7,5314;7,439;7,4027;7,3476;7,3134;7,2857;7,1569;7,2107;7,3369;7,4961;7,6017;7,5929;7,112;7,724;0,6119;0,00011;0,00086
"20969";"Sdc1";"12";"syndecan 1";"Cluster_8";7,2453;7,2948;7,1689;7,1653;7,0914;7,0811;7,0964;7,1444;7,2422;7,2566;7,5025;7,3861;7,0231;7,7394;0,7163;0,00013;0,00094
"21415";"Tcf7l1";"6";"transcription factor 7 like 1 (T cell specific, HMG box)";"Cluster_8";7,6245;7,5569;7,6258;7,6209;7,5388;7,4712;7,4768;7,4411;7,6846;7,6693;7,7658;7,7131;7,3753;7,9111;0,5358;0,00035;0,0021
"21991";"Tpi1";"6";"triosephosphate isomerase 1";"Cluster_8";9,5772;9,5475;9,4549;9,4694;9,4479;9,3786;9,2818;9,3643;9,4663;9,5063;9,5365;9,6062;9,1969;9,643;0,4461;0,00031;0,0019
"22142";"Tuba1a";"15";"tubulin, alpha 1A";"Cluster_8";7,2275;7,3606;7,1999;7,148;7,0675;7,0522;7,016;7,0527;7,3047;7,198;7,2031;7,249;6,9237;7,3871;0,4634;0,002;0,0087
"22145";"Tuba4a";"1";"tubulin, alpha 4A";"Cluster_8";6,9221;6,9269;6,8924;6,8172;6,7519;6,7363;6,7324;6,7453;6,8741;6,8578;6,9052;6,9741;6,6817;7,0364;0,3547;0,0067;0,023
"23956";"Neu2";"1";"neuraminidase 2";"Cluster_8";7,7912;7,6872;7,5105;7,4757;7,369;7,3217;7,3647;7,3807;7,9007;8,0416;7,9919;7,9165;7,2644;8,1743;0,9099;7,8e-10;7,7e-08
"23971";"Papss1";"3";"3'-phosphoadenosine 5'-phosphosulfate synthase 1";"Cluster_8";7,5862;7,6165;7,5508;7,5318;7,3739;7,3379;7,2927;7,3954;7,4552;7,6448;7,5424;7,5776;7,1345;7,7738;0,6394;0,003;0,012
"23989";"Med24";"11";"mediator complex subunit 24";"Cluster_8";7,7726;7,8952;7,8162;7,7568;7,5009;7,4158;7,5035;7,3828;7,5982;7,8055;7,7563;7,807;7,3298;7,9973;0,6675;2,5e-07;6,9e-06
"23991";"Cib1";"7";"calcium and integrin binding 1 (calmyrin)";"Cluster_8";9,2593;9,1858;9,2156;9,1874;9,0914;9,0656;9,0943;9,1479;9,2677;9,2825;9,3333;9,2502;9,0262;9,529;0,5028;0,0048;0,018
"27395";"Mrpl15";"1";"mitochondrial ribosomal protein L15";"Cluster_8";7,2216;7,1435;7,0542;7,0459;6,9505;6,9724;6,8964;6,9252;7,0051;7,1292;7,2494;7,2776;6,8387;7,3567;0,518;2e-07;6e-06
"53860";"Sept9";"11";"septin 9";"Cluster_8";7,4316;7,5969;7,5696;7,3481;7,2503;7,2044;7,0637;7,0127;7,3772;7,4941;7,6182;7,5708;6,9474;7,8248;0,8774;5,9e-06;8,4e-05
"55963";"Slc1a4";"11";"solute carrier family 1 (glutamate/neutral amino acid transporter), member 4";"Cluster_8";6,8952;6,9233;6,7416;6,7947;6,6582;6,6477;6,7097;6,6854;6,7326;6,8735;6,8788;6,824;6,6101;7,0491;0,4389;0,0014;0,0065
"56367";"Scoc";"8";"short coiled-coil protein";"Cluster_8";7,8321;7,8731;7,7694;7,8082;7,5677;7,5715;7,6572;7,7002;7,7692;8,0028;7,9193;7,8657;7,5095;8,0669;0,5574;0,00098;0,0047
"56513";"Pard6a";"8";"par-6 family cell polarity regulator alpha";"Cluster_8";7,3921;7,3377;7,2729;7,2828;7,1124;7,1964;7,2099;7,205;7,2721;7,4127;7,4372;7,3339;7,096;7,5697;0,4736;0,00037;0,0021
"57376";"Smarce1";"11";"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1";"Cluster_8";7,4515;7,4207;7,4215;7,3344;7,2943;7,2114;7,2253;7,2232;7,3435;7,3698;7,437;7,4814;7,1748;7,5528;0,378;3,2e-05;0,00032
"60595";"Actn4";"7";"actinin alpha 4";"Cluster_8";7,7926;7,8258;7,7765;7,6772;7,6933;7,5925;7,5641;7,6763;7,7522;7,8722;7,9073;7,8515;7,4924;7,9488;0,4563;5,7e-08;2,2e-06
"66124";"Josd2";"7";"Josephin domain containing 2";"Cluster_8";8,4764;8,5034;8,5067;8,4274;8,1025;8,1602;8,0384;8,2094;8,4144;8,5331;8,6175;8,4459;7,8753;8,7376;0,8624;0,00065;0,0034
"66379";"Cox14";"15";"cytochrome c oxidase assembly protein 14";"Cluster_8";9,4278;9,3479;9,3424;9,3079;9,2817;9,1529;9,086;9,15;9,1755;9,3619;9,397;9,3269;8,9299;9,5741;0,6441;0,0013;0,0062
"66469";"Fam213b";"4";"family with sequence similarity 213, member B";"Cluster_8";7,583;7,5494;7,3679;7,3276;7,2705;7,2601;7,2619;7,2813;7,473;7,4279;7,5378;7,621;7,1679;7,7832;0,6153;0,0015;0,0068
"66471";"Anp32e";"3";"acidic (leucine-rich) nuclear phosphoprotein 32 family, member E";"Cluster_8";7,4521;7,4836;7,4212;7,3861;7,2785;7,1967;7,2313;7,3231;7,4521;7,6164;7,5602;7,5427;7,1014;7,6897;0,5882;1,7e-05;2e-04
"66612";"Ormdl3";"11";"ORM1-like 3 (S. cerevisiae)";"Cluster_8";9,6979;9,6153;9,5233;9,4263;9,153;9,1186;9,2017;9,3707;9,6263;9,5789;9,5279;9,807;8,9752;9,9321;0,9569;0,0032;0,013
"67669";"l7Rn6";"7";"lethal, Chr 7, Rinchik 6";"Cluster_8";8,768;8,6637;8,819;8,5721;8,5388;8,4818;8,3543;8,6153;8,9239;9,0296;8,9296;8,949;8,2622;9,2214;0,9591;6,6e-06;9,2e-05
"67895";"Ppa1";"10";"pyrophosphatase (inorganic) 1";"Cluster_8";12,0237;11,9894;11,8977;11,8494;11,5635;11,607;11,6145;11,7193;11,8549;12,0523;12,0753;12,077;11,3441;12,2957;0,9516;0,0019;0,0084
"67951";"Tubb6";"18";"tubulin, beta 6 class V";"Cluster_8";7,1842;7,2113;7,3277;7,2254;7,0493;7,0288;7,0457;6,9788;7,3187;7,3257;7,3718;7,4492;6,9481;7,5923;0,6442;0,0017;0,0076
"67991";"Nacc2";"2";"nucleus accumbens associated 2, BEN and BTB (POZ) domain containing";"Cluster_8";8,6049;8,5668;8,655;8,6604;8,4563;8,4363;8,3868;8,1781;8,5832;8,727;8,7547;8,6015;8,0386;8,9228;0,8842;0,0014;0,0065
"68192";"Leprotl1";"8";"leptin receptor overlapping transcript-like 1";"Cluster_8";8,2599;8,216;8,2224;8,0717;7,7821;7,6013;7,7766;7,7076;7,9102;7,9473;8,0188;8,1566;7,5661;8,3797;0,8136;3,7e-07;9e-06
"69635";"Dapk1";"13";"death associated protein kinase 1";"Cluster_8";7,2363;7,331;7,2469;7,1351;6,9365;6,9786;6,9921;6,9237;7,0936;7,1618;7,3206;7,2216;6,8905;7,5283;0,6378;9,3e-05;0,00075
"69672";"Txndc15";"13";"thioredoxin domain containing 15";"Cluster_8";11,4111;11,3852;11,3998;11,3348;11,2197;11,1411;11,0954;11,1333;11,2775;11,3497;11,3082;11,4539;10,9846;11,4908;0,5062;8,2e-05;0,00067
"69674";"Mif4gd";"11";"MIF4G domain containing";"Cluster_8";8,188;8,1476;8,1018;7,9817;7,8661;7,776;8,0272;8,0046;8,1893;8,1415;8,2368;8,2099;7,7004;8,3655;0,6651;0,0018;0,0079
"70061";"Sdr9c7";"10";"4short chain dehydrogenase/reductase family 9C, member 7";"Cluster_8";7,2924;7,2729;7,2744;7,1887;7,0854;7,0237;6,9218;6,9849;7,1114;7,2416;7,1546;7,2621;6,7624;7,4384;0,676;0,00017;0,0012
"70575";"Gfod2";"8";"glucose-fructose oxidoreductase domain containing 2";"Cluster_8";7,166;7,1214;7,1863;7,0374;6,8525;6,81;6,8823;6,8857;7,0621;7,2493;7,1881;7,2103;6,7753;7,3704;0,5951;1,2e-07;3,9e-06
"71916";"Dus4l";"12";"dihydrouridine synthase 4-like (S. cerevisiae)";"Cluster_8";7,6403;7,5017;7,4806;7,4641;7,4555;7,3343;7,3945;7,4306;7,5195;7,5217;7,6256;7,5015;7,2791;7,742;0,463;0,007;0,023
"73710";"Tubb2b";"13";"tubulin, beta 2B class IIB";"Cluster_8";7,0876;7,1486;7,0397;6,9885;6,779;6,7136;6,7103;6,7373;6,9335;6,9961;7,0715;7,1381;6,6724;7,1732;0,5007;1,9e-12;5,5e-10
"75646";"Rai14";"15";"retinoic acid induced 14";"Cluster_8";7,3327;7,2977;7,3734;7,2445;7,1966;7,0719;7,1088;7,1249;7,2486;7,3082;7,3154;7,3379;7,0383;7,4543;0,4161;8,2e-07;1,7e-05
"76813";"Armc6";"8";"armadillo repeat containing 6";"Cluster_8";7,1274;7,2289;7,1217;7,1192;6,9716;6,993;6,9808;6,9885;7,0568;7,1485;7,1811;7,1518;6,8102;7,282;0,4718;0,0036;0,014
"78088";"Sowahb";"5";"sosondowah ankyrin repeat domain family member B";"Cluster_8";7,6929;7,4918;7,5852;7,5255;7,2716;7,0676;7,0763;7,3532;7,4686;7,4474;7,458;7,6932;7,0099;7,8466;0,8367;0,00033;0,002
"79043";"Spsb3";"17";"splA/ryanodine receptor domain and SOCS box containing 3";"Cluster_8";7,6623;7,6078;7,5987;7,5238;7,3958;7,3161;7,2831;7,3044;7,5657;7,6364;7,6469;7,6401;7,1406;7,7161;0,5755;7,2e-07;1,6e-05
"80890";"Trim2";"3";"tripartite motif-containing 2";"Cluster_8";7,5724;7,6131;7,5537;7,5032;7,3111;7,2224;7,1339;7,1197;7,4218;7,5851;7,5999;7,6669;7,0186;7,8292;0,8106;1,4e-09;1,1e-07
"94066";"Mrpl36";"13";"mitochondrial ribosomal protein L36";"Cluster_8";9,4657;9,5216;9,515;9,3173;9,2684;9,2419;9,1179;9,3075;9,5546;9,5529;9,6184;9,7314;9,0135;9,8535;0,8399;4,2e-08;1,7e-06
"102098";"Arhgef18";"8";"rho/rac guanine nucleotide exchange factor (GEF) 18";"Cluster_8";7,9824;7,919;8,0278;8,0434;7,8997;7,8986;7,8555;7,6522;8,0372;8,1247;8,1349;8,0527;7,5239;8,3259;0,8019;0,00012;9e-04
"107338";"Gbf1";"19";"golgi-specific brefeldin A-resistance factor 1";"Cluster_8";8,3263;8,5233;8,5773;8,3663;7,9863;8,1181;8,0909;8,0339;8,3097;8,4112;8,251;8,473;7,9137;8,7756;0,8619;1,5e-05;0,00018
"140887";"Lnx2";"5";"ligand of numb-protein X 2";"Cluster_8";7,4039;7,3637;7,3147;7,2753;7,0591;7,0749;7,1114;7,1301;7,3033;7,3022;7,3897;7,4397;7,0109;7,5319;0,521;2,9e-05;3e-04
"217214";"Nags";"11";"N-acetylglutamate synthase";"Cluster_8";8,156;8,1645;8,0672;8,0154;7,9168;7,8843;7,7901;8,0965;8,146;8,2213;8,2432;8,1972;7,7339;8,3175;0,5836;3,1e-07;7,9e-06
"217866";"Cdc42bpb";"12";"CDC42 binding protein kinase beta";"Cluster_8";8,1836;8,163;8,1362;8,1162;8,0136;7,937;8,0206;7,9686;8,0857;8,1969;8,3978;8,1325;7,8904;8,5262;0,6359;0,00034;0,002
"224897";"Dpp9";"17";"dipeptidylpeptidase 9";"Cluster_8";7,1948;7,2472;7,1372;7,1251;7,0418;7,0421;6,9518;6,9757;7,0723;7,1751;7,364;7,2514;6,9246;7,5627;0,6381;0,00018;0,0013
"226105";"Cyp2c70";"19";"cytochrome P450, family 2, subfamily c, polypeptide 70";"Cluster_8";13,1785;12,9709;12,8528;12,8146;12,6967;12,5873;12,6065;12,7839;12,8053;13,0507;12,8516;12,9265;12,4679;13,3189;0,851;0,005;0,018
"228410";"Cstf3";"2";"cleavage stimulation factor, 3' pre-RNA, subunit 3";"Cluster_8";7,915;7,7464;7,6811;7,6203;7,5214;7,5352;7,3156;7,5003;7,6055;7,8346;7,8193;7,8148;7,2413;8,0717;0,8304;9,4e-06;0,00012
"228869";"Ncoa5";"2";"nuclear receptor coactivator 5";"Cluster_8";7,7479;7,5296;7,5091;7,2928;7,0523;7,1559;7,1863;7,3165;7,4608;7,6178;7,5931;7,5774;6,9932;7,8015;0,8084;2,5e-07;7e-06
