"","ND410-B","ND422-B","ND426-B","SLE1077-B","SLE1169-B","SLE985-B","ND410-T","ND422-T","ND426-T","SLE1077-T","SLE1169-T","SLE985-T"
"55741",24,38,89,33,34,22,8,18,39,17,38,29
"55742",0,1,0,0,0,0,3,4,1,1,2,0
"55743",82,96,139,126,138,86,66,60,19,64,110,68
"55744",375,236,488,369,753,391,1317,1133,469,240,832,329
"55745",169,128,157,184,198,136,144,77,44,126,320,130
"55746",242,113,263,341,317,343,189,108,140,149,393,155
"55748",365,465,296,202,243,140,105,137,100,109,239,88
"55749",569,486,604,518,638,475,493,357,273,323,658,304
"55750",91,106,172,68,138,55,111,79,56,97,162,92
"55751",233,171,258,231,259,326,181,146,119,340,509,272
"55752",226,358,345,128,193,87,230,186,166,101,124,114
"55753",0,0,0,0,0,0,0,0,0,0,0,0
"55754",240,240,229,185,226,162,228,127,118,173,364,192
"55755",447,260,262,233,319,267,338,266,222,148,315,239
"55756",52,48,55,31,61,29,34,27,46,17,28,33
"55757",29,25,1,6,5,1,3,6,3,3,0,5
"55758",175,213,199,201,248,180,201,159,117,124,196,96
"55759",38,56,62,19,49,29,38,22,88,8,51,19
"55760",59,45,62,48,52,36,24,24,19,41,49,42
"55761",578,465,476,417,454,366,457,393,345,236,523,267
"55762",43,33,52,81,104,63,35,23,41,63,151,51
"55763",142,149,208,156,225,133,82,63,24,131,232,119
"55764",42,17,46,25,25,34,25,16,16,16,33,18
"55765",0,0,0,0,0,0,0,0,0,0,1,0
"55766",24,35,42,16,9,23,55,56,134,18,25,14
"55768",981,381,718,684,669,725,209,120,173,227,324,167
"55769",121,80,120,74,113,94,156,108,128,70,181,78
"55770",203,162,289,69,132,83,156,163,171,69,177,87
"55771",19,56,32,6,8,9,2,6,31,7,2,10
"55773",397,374,277,267,300,248,243,181,85,335,427,253
"55775",87,67,88,94,126,102,73,53,39,96,180,62
"55776",22,14,37,25,51,24,19,12,5,54,102,37
"55777",216,187,288,74,89,85,277,187,218,77,136,111
"55778",27,21,55,23,44,42,48,28,27,26,86,37
"55779",120,65,116,48,42,65,144,125,90,37,117,57
"55780",81,63,36,87,124,84,64,40,50,49,115,64
"55781",86,62,96,73,105,82,93,36,21,101,149,88
"55783",72,39,46,100,172,75,43,27,5,83,112,63
"55784",322,354,340,174,235,190,115,103,68,85,37,106
"55785",221,265,184,51,46,39,170,128,83,56,53,52
"55786",6,1,2,9,6,10,0,0,4,3,6,2
"55787",1112,492,978,570,984,934,1087,539,331,456,1374,624
"55788",211,165,231,283,249,175,68,69,60,121,133,71
"55789",4,3,5,3,4,5,1,2,9,1,1,3
"55790",275,91,161,86,126,94,231,114,27,73,318,68
"55791",144,194,240,105,98,100,65,75,86,73,102,50
"55793",28,62,70,24,26,14,23,27,23,27,5,17
"55794",22,25,39,26,42,16,18,7,7,16,40,22
"55795",194,160,79,116,121,94,79,75,49,98,189,106
"55796",1004,517,639,499,424,569,239,148,141,335,297,326
"55798",31,18,21,39,66,27,21,26,13,9,44,18
"55799",26,80,13,2,2,0,3,14,5,3,0,1
"55800",1,6,14,2,2,3,4,9,1,1,5,1
"55801",1,0,0,1,0,1,6,4,1,1,0,0
"55802",1670,1200,1167,1070,1034,1046,880,660,430,815,1348,703
"55803",50,56,46,29,38,17,2,8,21,17,3,6
"55805",125,45,57,84,246,86,148,84,36,69,117,42
"55806",3,2,3,1,4,1,6,2,1,0,2,0
"55808",0,0,2,0,0,0,0,7,1,4,23,16
"55809",141,318,381,22,18,20,247,289,303,74,101,132
"55810",254,242,192,112,101,87,304,174,107,139,286,115
"55811",2,2,1,1,2,2,3,3,1,2,0,1
"55812",7,11,7,6,4,1,8,0,0,7,11,8
"55813",136,99,76,202,278,126,99,73,30,86,263,101
"55814",1291,937,1208,1128,1404,994,1549,904,744,673,1179,637
"55815",1,0,1,1,0,0,4,0,0,0,0,0
"55816",0,0,1,0,0,0,0,0,0,0,0,0
"55818",1115,1240,1314,905,533,685,1778,1018,664,966,1290,839
"55819",284,401,228,81,56,40,66,83,64,124,157,102
"55821",0,0,0,0,0,0,0,0,0,0,0,0
"55823",199,174,313,214,237,235,176,128,82,150,386,169
"55824",1146,1911,2754,343,525,354,1096,801,824,514,1112,569
"55825",17,16,12,2,5,6,13,8,9,4,13,6
"55827",164,147,115,81,98,57,129,87,75,52,69,41
"55829",133,137,152,113,109,106,66,52,38,82,146,82
"55830",29,34,71,31,46,44,58,34,17,31,86,44
"55831",132,101,151,108,87,115,41,48,98,78,95,70
"55832",834,572,628,547,666,569,768,392,391,463,869,435
"55833",294,427,209,233,290,218,327,298,123,171,405,171
"55835",87,57,59,63,81,28,79,52,29,45,51,46
"55837",74,46,127,100,118,129,35,30,30,128,192,97
"55839",82,107,32,46,56,33,44,42,25,21,36,40
"55840",103,98,116,30,24,28,37,34,51,14,21,7
"55841",227,133,251,106,108,140,57,59,44,29,52,51
"55843",486,348,507,189,244,264,671,460,486,297,524,321
"55844",158,115,92,91,146,89,169,117,103,56,178,85
"55845",171,198,254,195,189,184,87,53,61,160,193,148
"55846",67,40,103,61,115,88,62,36,25,34,121,43
"55847",23,31,19,9,31,6,11,13,31,14,30,15
"55848",19,27,18,18,15,20,6,5,11,26,23,22
"55850",47,34,29,34,51,55,30,25,5,32,49,25
"55851",1,4,6,2,1,0,1,0,0,0,0,0
"55852",165,225,349,88,58,55,187,132,351,90,126,66
"55853",188,101,115,146,99,188,152,90,137,96,102,75
"55854",677,503,510,566,507,666,238,148,171,498,522,434
"55855",1,0,4,1,0,0,1,2,0,0,5,1
"55856",176,200,360,77,142,76,521,621,1156,75,177,76
"55857",73,74,53,42,39,37,89,67,31,53,95,50
"55858",92,135,94,40,86,46,51,53,43,26,51,28
"55859",8,4,0,9,4,6,1,2,0,7,2,10
"55860",56,57,74,112,140,121,37,31,20,43,130,71
"55861",0,0,0,0,1,4,4,0,2,1,3,0
"55862",98,114,104,51,84,70,41,38,25,73,138,57
"55863",45,46,35,42,62,60,35,20,56,51,93,45
"55867",0,0,1,0,0,0,0,0,0,0,0,1
"55869",61,60,50,34,42,18,22,22,9,22,36,24
"55870",2330,1613,1847,1122,1676,1085,2597,1747,1238,948,1590,876
"55871",82,58,21,35,37,31,37,24,11,30,78,34
"55872",3,1,4,1,0,1,0,0,0,2,1,2
"55876",125,48,94,18,46,42,225,177,37,43,98,57
"55879",0,0,0,0,0,0,0,0,0,1,0,0
"55884",94,94,122,63,51,39,51,42,45,48,67,53
"55885",0,0,0,0,0,0,0,0,0,0,0,0
"55888",3,1,5,5,23,13,5,3,1,15,14,12
"55889",0,1,1,0,1,1,1,0,0,0,0,0
"55890",1,3,0,0,0,0,0,0,1,0,0,0
"55891",0,0,1,0,0,0,0,1,0,0,0,0
"55892",222,159,307,208,225,182,308,229,222,180,276,201
"55893",405,89,244,328,305,351,75,58,55,74,175,90
"55897",0,0,0,0,0,0,0,0,0,1,0,0
"55898",67,39,23,18,55,9,54,53,36,13,26,19
"55900",18,19,0,29,52,30,42,17,9,35,60,23
"55901",0,0,14,3,1,0,5,5,9,1,3,2
"55902",29,53,29,5,9,5,31,32,17,13,20,13
"55904",6780,4893,5412,5009,4620,5042,5507,3751,2731,2867,4412,2559
"55905",690,617,818,258,427,302,300,319,138,281,818,265
"55906",41,21,47,54,58,22,30,25,32,21,44,17
"55907",65,65,126,63,115,50,34,26,16,40,123,49
"55908",0,0,1,0,0,0,0,0,0,0,0,0
"55909",49,30,64,43,44,51,24,17,17,31,40,26
"55911",68,169,106,42,25,16,22,38,77,42,16,37
"55914",2146,2208,1638,1396,1057,1255,1383,961,733,892,1150,916
"55915",120,142,155,198,196,196,127,84,77,179,148,156
"55916",62,98,43,29,30,25,13,23,7,23,44,27
"55917",172,111,55,95,165,58,45,29,22,35,13,30
"55920",759,951,635,358,456,343,424,468,287,177,248,226
"55922",357,265,318,112,207,130,314,203,246,98,258,115
"55924",119,48,83,54,130,55,31,36,27,17,79,24
"55929",44,43,37,57,60,44,58,36,34,28,91,30
"55930",89,27,12,66,88,52,11,10,9,21,7,5
"55937",9,7,1,22,21,20,1,2,6,11,9,7
"55954",5,13,4,5,1,2,3,0,0,0,4,2
"55957",8,6,17,16,6,4,14,15,10,9,12,3
"55958",112,82,66,99,104,103,143,112,47,174,323,131
"55959",408,1025,842,106,90,38,47,150,147,114,12,51
"55964",2,15,3,1,1,1,1,0,1,0,2,0
"55966",0,5,8,0,0,0,2,3,0,1,0,0
"55967",58,71,76,46,62,43,45,9,7,40,81,62
"55968",64,72,91,81,118,106,71,46,51,51,104,78
"55969",3,2,2,0,0,1,2,0,1,1,2,1
"55970",0,3,0,9,4,6,1,3,0,1,6,1
"55971",30,47,31,55,48,32,20,23,4,20,9,10
"55972",98,122,69,35,58,32,50,42,9,21,80,38
"55973",78,109,104,120,99,50,63,43,17,48,53,54
"55974",166,172,207,239,227,239,28,61,22,52,33,47
"55975",126,110,143,70,95,71,113,68,83,55,130,61
"55998",0,0,0,0,0,1,0,0,0,0,0,0
"55999",0,0,0,0,0,0,0,0,0,0,0,0
"56000",0,0,0,0,0,0,0,0,0,0,0,0
"56005",26,51,52,28,25,20,10,16,9,20,43,15
"56006",79,44,54,33,59,38,49,51,9,20,43,26
"56033",0,0,0,1,0,4,0,0,0,1,0,0
"56034",23,23,5,3,4,5,3,3,0,8,1,11
"56052",15,13,23,22,54,14,13,11,4,10,54,23
"56061",54,55,51,71,109,51,102,64,24,68,191,57
"56062",0,0,0,0,0,0,2,0,0,0,0,0
"56063",27,19,15,56,80,38,17,17,15,17,37,17
"56097",3,0,2,1,2,2,2,0,2,3,0,2
"56098",0,0,0,1,2,1,4,2,0,0,0,1
"56099",3,2,7,1,4,1,6,0,6,2,0,2
"56100",3,0,2,2,6,1,0,0,3,5,2,3
"56101",1,0,0,1,4,1,4,1,6,1,1,4
"56102",4,1,0,5,5,3,2,1,7,2,1,5
"56103",2,1,8,6,6,0,2,1,3,3,0,2
"56104",0,1,0,1,1,0,1,0,0,1,0,1
"56105",2,0,0,0,4,1,0,0,0,1,0,0
"56106",2,3,5,4,9,3,2,2,12,0,1,4
"56107",0,0,1,3,2,1,1,0,1,1,0,0
"56108",5,0,0,0,1,0,1,1,1,0,1,3
"56109",2,0,0,3,2,1,0,0,0,0,1,1
"56110",2,1,4,0,3,0,0,2,1,1,0,1
"56111",0,0,8,0,0,0,0,0,1,0,1,4
"56112",1,0,0,0,0,0,3,2,2,3,0,3
"56113",0,0,0,0,1,1,0,0,2,0,0,1
"56114",0,0,0,1,1,0,0,0,3,0,1,1
"56120",3,2,1,3,0,0,1,0,9,0,1,2
"56121",0,0,2,0,3,0,1,0,0,2,0,3
"56122",0,0,1,0,0,1,0,0,0,3,0,1
"56123",0,0,1,0,0,2,0,0,0,1,0,1
"56124",0,0,0,1,1,0,0,0,1,2,0,2
"56125",0,0,0,1,0,0,0,0,0,0,0,2
"56126",0,0,0,0,0,0,0,0,1,2,0,0
"56127",1,0,1,0,1,2,0,0,0,2,0,1
"56128",0,0,1,0,0,0,0,0,0,1,0,1
"56129",0,0,0,1,0,0,0,0,0,0,0,0
"56130",0,0,0,0,0,0,0,0,1,2,0,2
"56131",0,1,3,2,0,0,0,1,1,0,1,2
"56132",0,0,1,0,0,0,0,0,0,0,0,1
"56133",0,1,3,1,1,0,0,1,1,2,0,4
"56134",0,0,0,1,0,0,0,0,2,0,0,0
"56135",0,0,0,0,0,0,0,0,0,0,0,1
"56136",0,0,1,0,0,0,0,0,0,1,0,3
"56137",0,0,1,0,0,0,0,0,1,1,0,2
"56138",0,0,3,0,0,0,0,0,0,0,0,2
"56139",0,0,1,1,0,0,0,0,0,0,0,0
"56140",0,0,1,0,0,0,0,0,1,1,0,1
"56141",0,0,3,0,0,0,0,0,1,1,0,0
"56142",0,0,0,0,0,0,0,0,1,1,0,1
"56143",0,0,0,1,0,0,0,0,1,2,0,1
"56144",0,0,0,0,0,0,0,0,0,2,0,2
"56145",0,0,4,1,0,0,0,0,1,1,0,3
"56146",0,0,1,0,0,0,0,0,0,0,0,1
"56147",0,0,2,1,0,0,0,0,1,0,0,0
"56154",0,1,0,0,0,0,0,0,2,4,0,0
"56155",29,22,18,69,36,33,44,23,37,14,9,5
"56156",0,0,0,0,0,0,1,0,0,0,0,0
"56158",0,0,0,2,0,1,0,0,0,1,0,1
"56160",150,88,139,74,79,111,60,36,22,100,228,112
"56163",0,0,1,1,1,0,1,0,0,0,11,0
"56164",4,2,0,0,1,1,2,1,0,1,0,1
"56165",0,1,6,3,2,1,1,0,0,1,4,0
"56169",0,0,0,0,1,0,0,0,0,0,1,0
"56171",2,4,4,0,5,0,5,7,11,2,2,3
"56172",346,326,414,194,363,134,736,466,182,262,675,253
"56180",18,14,17,14,18,18,6,6,9,14,35,12
"56181",56,53,103,21,40,36,45,35,72,37,43,35
"56203",18,34,13,9,13,3,130,128,41,6,31,4
"56204",501,364,356,476,706,373,968,408,206,318,720,276
"56241",1,9,9,0,1,1,8,9,0,0,3,1
"56242",50,11,78,38,98,43,68,40,41,43,117,33
"56243",0,2,0,1,0,0,0,1,0,1,3,5
"56244",2,0,0,0,0,1,0,1,0,0,0,0
"56245",1,0,0,0,2,1,1,2,3,3,4,1
"56246",3,1,6,1,1,1,2,3,0,0,2,3
"56252",960,738,817,631,1111,714,1253,838,408,502,1221,513
"56253",31,66,35,6,0,4,60,71,17,89,12,92
"56254",187,191,151,188,346,155,151,106,96,151,414,171
"56255",320,293,315,272,253,175,137,75,133,142,222,157
"56256",0,0,0,0,0,0,0,0,0,0,0,0
"56257",441,266,502,156,179,136,216,241,365,65,135,53
"56259",230,193,162,69,72,42,19,41,21,50,50,57
"56260",4,3,6,2,14,1,15,14,1,4,15,6
"56261",1935,1240,1000,1227,950,865,944,659,622,1727,2446,1285
"56262",144,207,372,114,79,73,200,164,236,58,115,63
"56265",1,4,0,6,4,2,0,0,0,1,1,2
"56267",54,57,28,59,59,55,37,40,29,43,80,45
"56269",0,0,0,0,1,1,1,1,1,0,0,0
"56270",507,231,311,191,205,198,150,117,89,110,180,125
"56271",66,86,67,110,81,113,39,38,6,79,159,84
"56287",0,0,0,0,0,0,0,0,0,0,0,0
"56288",6,2,0,11,8,9,4,2,1,21,0,14
"56300",1,1,0,0,0,0,0,3,0,0,0,0
"56301",0,0,0,0,0,0,0,0,0,1,0,0
"56302",0,0,0,0,0,0,0,0,0,0,0,0
"56311",0,0,0,0,0,0,1,0,0,0,0,1
"56339",75,48,49,95,130,71,84,72,67,46,125,62
"56341",0,0,0,0,0,0,0,0,0,0,0,0
"56342",4,4,15,21,12,14,5,3,0,6,11,10
"56344",2,0,0,2,3,4,1,1,0,8,1,4
"56413",4,2,7,5,3,3,3,4,25,2,4,3
"56474",47,30,41,73,114,77,26,20,8,10,59,23
"56475",0,0,2,1,0,1,0,0,0,0,0,0
"56477",11,7,19,73,27,49,12,8,45,19,39,21
"56478",81,53,73,122,142,81,67,64,26,51,80,43
"56479",85,43,96,28,59,37,29,32,18,16,11,19
"56521",0,1,0,0,0,0,0,0,0,0,0,0
"56547",0,0,0,0,0,0,0,0,0,0,0,0
"56548",71,101,15,19,5,10,16,21,2,18,2,20
"56603",1,3,0,0,0,5,1,3,1,1,1,3
"56605",384,362,519,162,164,172,510,338,277,146,163,72
"56606",39,31,23,2,1,1,3,14,7,4,0,3
"56616",90,50,109,80,99,95,58,37,45,62,110,62
"56623",31,19,33,22,45,26,49,24,47,17,22,20
"56624",0,2,0,0,0,0,1,1,0,0,0,0
"56647",175,148,181,173,200,168,111,71,36,131,242,136
"56648",48,43,110,49,63,30,39,37,28,38,119,56
"56649",0,0,0,0,0,0,1,0,0,0,0,0
"56650",683,594,683,321,297,257,709,348,195,477,662,429
"56652",41,22,18,48,101,67,39,21,2,19,71,58
"56654",1,1,2,0,0,2,19,14,8,4,3,19
"56655",100,64,148,35,110,60,47,31,19,27,122,53
"56658",1046,471,375,442,368,518,776,505,430,155,340,192
"56659",1,4,0,2,0,0,0,0,0,0,0,1
"56660",0,0,0,0,1,0,0,0,0,0,0,1
"56664",0,0,0,0,0,0,0,0,0,0,0,0
"56666",13,10,22,7,1,4,3,3,0,2,0,2
"56667",0,0,2,0,0,0,0,2,0,0,1,2
"56670",1,6,1,4,0,0,0,1,12,3,0,4
"56672",15,4,11,1,9,2,16,9,1,6,26,4
"56673",1,0,0,1,0,0,1,0,0,0,1,0
"56674",221,283,177,303,321,284,81,53,51,191,240,171
"56675",249,415,107,133,38,28,131,174,170,142,48,84
"56676",0,0,0,0,0,0,0,0,0,0,0,0
"56681",554,507,1168,389,361,521,263,209,404,487,594,392
"56683",114,105,92,50,50,47,65,45,20,29,62,48
"56704",0,2,0,0,0,0,0,0,0,0,0,2
"56729",3,5,2,2,1,0,0,1,3,4,0,3
"56731",21,29,84,15,16,6,39,30,19,16,40,28
"56751",0,0,1,0,0,0,0,0,0,2,1,0
"56776",0,0,1,0,0,0,1,0,0,0,0,3
"56829",2371,2606,4213,1033,826,1073,3036,2593,2337,1349,2941,1253
"56832",17,6,5,4,9,4,1,8,3,4,10,0
"56833",3,17,10,6,1,1,4,4,13,1,0,1
"56834",13,4,0,15,16,12,7,4,22,10,6,6
"56848",7,10,10,1,11,10,10,16,0,2,10,4
"56849",0,0,2,0,0,0,0,0,0,0,0,0
"56850",117,112,69,147,186,113,128,92,59,81,116,80
"56851",255,232,333,273,295,275,109,77,98,252,360,236
"56852",146,95,168,134,222,153,214,117,53,140,194,136
"56853",8,3,20,1,4,5,21,26,42,1,6,1
"56882",1450,1458,1481,774,635,808,885,594,501,832,1484,814
"56884",0,1,0,0,0,0,0,0,0,0,1,0
"56886",334,402,435,319,489,319,265,216,265,199,631,246
"56888",436,362,413,328,357,259,326,241,99,182,315,170
"56889",526,549,435,387,467,390,508,290,243,492,908,562
"56890",74,62,29,52,65,59,62,20,35,25,47,44
"56891",0,0,0,0,0,0,0,0,0,0,1,1
"56892",0,0,1,0,0,0,0,0,0,0,0,1
"56893",73,42,87,30,42,18,92,61,68,22,20,20
"56894",121,197,135,89,136,65,120,96,98,58,133,48
"56895",329,250,77,94,116,55,216,155,260,133,104,107
"56897",174,183,258,167,184,154,165,92,57,100,203,120
"56898",22,16,8,47,43,41,22,1,12,29,97,35
"56899",25,41,27,5,19,10,4,11,3,1,20,3
"56900",359,340,347,308,244,249,138,84,41,256,351,232
"56901",0,0,0,0,0,0,0,1,0,0,0,0
"56902",113,106,221,123,179,192,67,70,139,97,156,134
"56903",1,1,0,0,0,1,1,0,0,2,1,0
"56904",32,31,27,16,18,15,26,19,13,5,17,17
"56905",251,430,171,250,144,212,68,113,110,170,75,153
"56906",1,3,6,0,0,0,0,1,0,0,0,1
"56907",51,45,54,56,31,9,26,10,29,64,17,29
"56910",1129,954,1056,867,1168,995,662,471,350,887,1492,843
"56911",70,34,18,50,83,32,27,26,1,195,9,54
"56912",12,23,30,12,10,7,12,9,11,8,17,9
"56913",250,245,298,181,208,179,230,126,186,150,171,131
"56914",0,0,1,1,0,0,0,0,0,0,0,0
"56915",1,2,4,2,2,8,2,0,0,1,10,1
"56916",172,147,220,199,287,187,179,120,113,186,402,176
"56917",0,0,0,0,0,0,0,0,0,0,0,0
"56918",0,0,0,0,0,0,1,0,0,1,0,0
"56919",72,36,130,80,131,88,54,42,62,29,74,46
"56920",0,1,1,0,0,0,7,3,36,0,4,4
"56922",46,80,73,29,28,23,36,39,54,34,62,36
"56924",3,5,17,6,1,3,1,2,0,0,0,7
"56925",6,9,15,2,6,2,8,3,1,7,12,5
"56926",55,56,71,34,35,38,36,32,34,22,83,24
"56927",127,97,141,37,41,48,48,34,53,35,31,36
"56928",41,20,42,62,133,58,23,14,83,24,14,13
"56929",760,1037,567,470,343,374,305,258,200,312,294,299
"56931",13,15,25,28,24,34,19,10,5,21,16,20
"56934",0,0,0,0,0,0,0,0,0,0,0,0
"56935",21,32,11,4,6,0,3,6,24,3,0,3
"56936",0,0,0,0,1,0,0,0,0,0,0,0
"56937",685,445,535,1179,1154,1117,544,255,58,354,771,207
"56938",27,10,1,19,19,23,2,2,1,2,4,9
"56940",338,206,153,140,255,125,76,72,39,55,70,93
"56941",127,142,211,98,69,52,167,136,64,85,232,87
"56942",171,147,130,84,80,77,68,47,53,88,163,111
"56943",454,464,632,450,388,474,257,181,268,279,574,291
"56944",1,4,2,2,2,0,23,4,43,1,1,2
"56945",62,65,69,77,95,102,43,32,18,64,105,77
"56946",294,210,199,186,332,152,355,229,169,100,304,130
"56947",86,79,162,102,104,98,52,36,68,78,100,87
"56948",70,41,66,69,67,52,92,56,33,45,76,41
"56949",77,43,68,97,106,96,62,45,21,74,130,53
"56950",91,68,93,30,37,46,66,40,36,51,74,70
"56951",191,152,81,176,208,151,109,76,74,112,252,115
"56952",2,2,0,2,2,0,1,1,0,5,2,3
"56953",2,2,5,1,2,2,3,1,0,4,0,2
"56954",60,50,144,49,75,45,62,30,65,23,55,40
"56955",0,0,1,0,0,0,0,2,0,0,1,0
"56956",1,1,0,0,0,0,0,0,0,0,0,0
"56957",4,22,16,8,11,6,18,13,15,10,25,17
"56961",2,3,0,0,0,0,2,1,0,0,0,0
"56963",0,0,1,2,0,0,0,0,0,3,1,1
"56964",0,0,0,0,0,0,0,0,0,0,1,0
"56965",179,189,255,218,161,192,144,98,142,144,249,148
"56967",1,2,1,4,3,1,26,25,5,3,9,1
"56969",0,0,0,0,0,1,0,0,0,0,0,0
"56970",185,145,147,141,97,81,113,109,79,62,77,47
"56971",1,3,0,0,0,0,1,4,0,0,0,1
"56975",20,15,1,27,8,1,0,4,2,18,0,12
"56977",3,3,0,6,0,1,1,0,0,5,0,1
"56978",59,25,15,58,40,29,63,21,16,34,18,24
"56979",0,0,3,0,0,0,0,0,0,1,0,2
"56980",108,120,87,42,99,49,121,86,55,56,96,53
"56981",91,70,73,88,105,61,92,72,40,17,40,23
"56983",99,75,144,66,130,73,129,78,44,81,139,49
"56984",55,61,80,68,66,64,31,22,40,59,73,50
"56985",45,21,34,38,50,39,36,34,48,54,131,40
"56986",10,11,30,22,48,37,16,10,2,24,57,27
"56987",1199,829,925,611,677,638,536,426,355,587,871,550
"56990",2105,1638,2494,2804,2867,2738,1810,980,824,2947,5610,2494
"56992",16,7,29,9,25,10,9,7,3,7,6,12
"56993",165,179,249,126,158,168,125,147,157,95,194,115
"56994",165,89,435,280,247,303,17,10,16,28,29,21
"56995",610,460,716,320,490,420,586,356,346,257,660,246
"56996",76,87,69,18,25,21,36,45,17,18,28,19
"56997",128,116,200,113,143,110,218,122,67,103,278,121
"56998",15,32,21,3,8,6,5,8,6,8,12,8
"56999",0,0,0,0,0,0,0,0,0,0,0,0
"57000",5,2,2,1,10,2,2,3,2,1,5,8
"57001",14,14,19,5,13,6,4,1,4,5,21,9
"57002",11,17,18,20,31,20,9,7,4,29,38,25
"57003",589,477,508,410,515,372,236,213,188,333,622,302
"57007",8,5,5,3,11,6,2,2,5,7,14,10
"57010",50,32,43,25,51,27,39,40,22,6,67,14
"57016",0,0,0,0,0,0,0,0,0,0,0,0
"57017",14,23,21,27,38,17,18,10,1,25,51,23
"57018",3759,3258,3542,3348,1866,3323,4144,2788,2336,2038,2389,2186
"57019",34,26,29,60,69,35,19,8,10,40,79,27
"57020",118,138,128,51,54,59,76,92,130,30,98,59
"57026",17,2,33,3,13,6,8,5,2,2,5,4
"57030",0,0,1,0,0,0,0,0,2,1,2,1
"57035",855,875,1433,283,215,239,1143,1216,1158,206,488,208
"57037",44,61,43,25,15,20,52,27,26,32,24,30
"57038",84,66,113,154,187,168,127,68,91,118,273,83
"57045",74,67,68,50,38,32,42,44,29,31,32,58
"57047",0,0,0,0,1,0,0,1,0,1,1,1
"57048",0,0,0,0,0,0,0,0,0,0,0,0
"57050",328,243,159,192,284,227,222,172,85,206,404,245
"57053",16,19,4,16,14,4,21,15,11,5,11,7
"57057",1,0,0,0,0,0,0,1,0,0,0,0
"57060",7,0,5,3,2,2,5,5,4,5,1,3
"57061",26,10,14,7,19,2,3,1,2,7,1,1
"57062",811,654,790,908,825,1180,582,380,425,826,1259,871
"57082",122,85,77,126,161,81,88,42,20,63,45,49
"57084",0,0,0,0,0,0,0,0,0,1,0,0
"57085",26,47,13,8,1,3,5,5,9,6,2,9
"57088",0,1,0,1,0,0,1,1,0,1,0,1
"57089",99,221,124,60,107,49,105,72,77,67,134,62
"57091",18,73,33,8,3,5,49,29,24,48,178,62
"57092",320,243,179,399,353,349,194,142,60,193,354,226
"57093",0,0,0,1,0,0,0,0,0,0,0,0
"57094",1,0,0,0,0,0,0,0,1,0,0,0
"57095",208,139,302,140,149,151,180,99,159,124,283,84
"57096",1,2,2,0,2,1,3,0,1,1,1,1
"57097",78,95,105,65,87,79,100,82,69,61,158,83
"57099",21,21,27,7,9,13,7,14,2,10,15,6
"57101",0,0,1,0,1,2,0,0,0,0,0,1
"57102",39,53,53,63,65,73,29,25,50,101,153,114
"57103",113,134,81,123,201,60,136,93,44,68,189,63
"57104",117,108,106,73,90,77,79,74,80,43,54,61
"57105",40,109,206,16,2,5,14,16,15,28,4,27
"57106",7,8,1,4,3,2,6,3,0,5,1,5
"57107",66,66,195,11,8,8,23,28,28,3,17,12
"57109",35,22,21,37,55,46,35,20,34,28,70,33
"57110",0,0,0,0,0,0,0,0,0,1,0,0
"57111",0,0,1,2,2,0,0,1,0,3,1,3
"57113",0,0,0,0,0,0,0,0,1,0,0,0
"57116",0,0,4,3,1,2,0,0,0,0,0,1
"57117",58,43,111,87,66,72,26,19,18,63,92,79
"57118",451,312,610,259,359,268,143,141,113,54,139,63
"57120",153,124,99,229,313,181,180,110,18,145,371,150
"57121",51,34,66,32,71,34,25,19,7,15,20,24
"57122",176,172,181,327,430,386,111,85,120,179,403,200
"57124",3,6,48,2,7,3,9,24,78,3,2,10
"57125",9,40,60,3,1,1,180,110,100,45,126,77
"57126",2,11,1,2,1,0,0,0,0,3,0,0
"57127",0,0,0,0,0,0,0,0,0,0,0,0
"57128",32,24,31,14,34,21,13,23,3,15,35,12
"57129",51,53,43,53,63,58,40,20,12,56,77,45
"57130",98,110,66,83,104,76,115,94,65,53,138,80
"57132",3376,2554,2574,916,663,871,870,934,1136,491,994,371
"57134",10,30,42,1,0,0,124,77,54,20,84,18
"57136",242,363,282,140,136,150,292,160,141,163,300,234
"57139",3,0,0,2,3,0,0,0,24,0,0,0
"57140",72,91,46,39,59,49,59,50,51,47,70,54
"57142",836,1350,1125,323,285,237,513,304,602,579,587,365
"57143",8,11,10,1,6,4,15,4,8,2,4,4
"57146",41,14,23,31,26,27,7,4,8,5,15,3
"57147",47,31,75,70,137,50,80,39,56,61,154,87
"57148",733,561,911,641,890,592,859,543,397,421,1025,437
"57149",50,36,41,25,30,30,9,10,10,19,31,23
"57150",19,10,11,12,30,8,20,19,1,18,46,13
"57151",0,0,0,0,0,0,0,0,0,0,0,0
"57153",605,523,1138,509,526,414,268,213,339,213,340,260
"57154",226,188,178,202,161,156,253,196,88,105,144,86
"57156",22,33,3,3,7,3,2,6,0,1,1,3
"57157",302,216,269,87,136,139,123,109,89,65,89,60
"57158",0,0,3,0,1,0,0,1,0,0,0,0
"57159",0,0,0,0,0,0,0,0,0,0,0,0
"57161",641,811,578,255,228,251,458,274,189,350,619,334
"57162",1659,1024,1270,1557,1396,1150,446,309,272,981,822,630
"57165",12,11,3,0,2,2,7,3,0,0,0,0
"57167",0,1,2,2,0,0,0,1,2,0,0,3
"57168",24,24,18,23,31,23,12,17,14,8,14,11
"57169",1002,935,467,523,487,440,582,577,324,570,700,459
"57171",5,1,13,1,3,5,3,1,20,3,7,1
"57172",7,11,0,1,0,1,1,0,0,0,0,4
