"";"Symbol";"Type";"Title";"Cluster";"Breast";"CNS";"Colon";"Blood";"Skin";"Lung";"Ovary";"Prostate";"Kidney";"Min";"Max";"Range";"pANOVA";"FDR"
"54543";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=54543"" target=""_blank"">TOMM7</a>";"protein-coding";"translocase of outer mitochondrial membrane 7 homolog (yeast)";"Cluster_7";10,97;11,105;10,78;10,895;11,829;11,3644;10,9686;11,275;10,7475;10;12,52;2,52;0,00031;0,0013
"54763";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=54763"" target=""_blank"">ROPN1</a>";"protein-coding";"rhophilin associated tail protein 1";"Cluster_7";2,622;2,7033;2,5686;2,5567;5,248;2,7311;2,7343;2,875;2,6775;2,09;6,57;4,48;1,5e-11;1,5e-09
"54941";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=54941"" target=""_blank"">RNF125</a>";"protein-coding";"ring finger protein 125, E3 ubiquitin protein ligase";"Cluster_7";2,488;2,5417;2,7286;2,8567;3,571;2,5744;2,6914;2,65;2,58;2,29;4,88;2,59;2,3e-06;2,5e-05
"55062";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=55062"" target=""_blank"">WIPI1</a>";"protein-coding";"WD repeat domain, phosphoinositide interacting 1";"Cluster_7";3,928;3,9767;3,4629;3,245;5,025;3,5456;3,4457;3,32;3,835;2,97;6,38;3,41;1,5e-07;3e-06
"55504";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=55504"" target=""_blank"">TNFRSF19</a>";"protein-coding";"tumor necrosis factor receptor superfamily, member 19";"Cluster_7";4,676;5,1033;4,6771;4,5067;5,65;4,7856;4,6214;4,58;4,8925;4,22;7,43;3,21;0,00014;0,00069
"55619";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=55619"" target=""_blank"">DOCK10</a>";"protein-coding";"dedicator of cytokinesis 10";"Cluster_7";3,79;4,08;3,3171;3,8867;4,729;3,76;3,2643;3,705;4,0525;2,97;5,61;2,64;2,6e-06;2,7e-05
"55686";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=55686"" target=""_blank"">MREG</a>";"protein-coding";"melanoregulin";"Cluster_7";4,916;4,5883;5,0157;4,615;6,191;4,6689;4,7214;4,725;4,4375;3,94;7,07;3,13;1,1e-08;3,4e-07
"55909";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=55909"" target=""_blank"">BIN3</a>";"protein-coding";"bridging integrator 3";"Cluster_7";7,02;7,2517;7,1386;7,0867;8,101;6,8267;6,7243;6,825;6,8475;6,48;8,81;2,33;2,4e-10;1,4e-08
"56255";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=56255"" target=""_blank"">TMX4</a>";"protein-coding";"thioredoxin-related transmembrane protein 4";"Cluster_7";4,682;5,0267;4,5386;4,735;5,572;4,77;4,3229;4,27;4,45;3,35;6,47;3,12;0,00012;6e-04
"57406";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=57406"" target=""_blank"">ABHD6</a>";"protein-coding";"abhydrolase domain containing 6";"Cluster_7";5,112;5,2033;5,2314;4,9483;6,015;5,2278;5,1657;5,635;5,05;4,21;6,61;2,4;0,00054;0,0021
"64780";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=64780"" target=""_blank"">MICAL1</a>";"protein-coding";"microtubule associated monooxygenase, calponin and LIM domain containing 1";"Cluster_7";4,786;5,0167;4,7986;4,975;6,018;4,98;4,7071;4,895;4,9813;3,96;7,89;3,93;4e-04;0,0016
"79158";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=79158"" target=""_blank"">GNPTAB</a>";"protein-coding";"N-acetylglucosamine-1-phosphate transferase, alpha and beta subunits";"Cluster_7";2,322;2,5983;2,6843;3,2633;4,067;2,3244;2,66;2,54;3,0038;2;5,37;3,37;1,8e-05;0,00012
"80115";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=80115"" target=""_blank"">BAIAP2L2</a>";"protein-coding";"BAI1-associated protein 2-like 2";"Cluster_7";6,634;6,3633;6,64;6,3467;7,495;6,5133;6,7986;6,625;6,5325;6,16;8,52;2,36;1,1e-06;1,4e-05
"80349";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=80349"" target=""_blank"">WDR61</a>";"protein-coding";"WD repeat domain 61";"Cluster_7";5,806;6,6417;6,53;6,79;7,384;6,6522;6,2843;6,145;6,1338;5,17;7,92;2,75;2,5e-06;2,7e-05
"81550";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=81550"" target=""_blank"">TDRD3</a>";"protein-coding";"tudor domain containing 3";"Cluster_7";5,636;5,6367;5,9171;5,8767;6,995;5,67;5,4843;5,5;5,275;4,46;8,84;4,38;0,0013;0,0042
"81575";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=81575"" target=""_blank"">APOLD1</a>";"protein-coding";"apolipoprotein L domain containing 1";"Cluster_7";4,612;5,05;4,1986;4,2983;6,118;4,4456;4,3829;4,255;4,2488;3,74;8,87;5,13;0,0011;0,0035
"83872";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=83872"" target=""_blank"">HMCN1</a>";"protein-coding";"hemicentin 1";"Cluster_7";2,938;3,2567;2,65;2,665;3,664;2,6211;2,6557;2,61;2,66;2,43;4,92;2,49;1,6e-05;0,00012
"83882";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=83882"" target=""_blank"">TSPAN10</a>";"protein-coding";"tetraspanin 10";"Cluster_7";5,956;6,1717;5,9743;5,8417;6,852;5,9733;6,18;5,96;5,955;5,66;9,37;3,71;0,0074;0,016
"83938";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=83938"" target=""_blank"">C10orf11</a>";"protein-coding";"chromosome 10 open reading frame 11";"Cluster_7";3,934;4,2467;3,7957;4,0033;5,004;4,1689;4,01;4,295;4,3062;3,44;6,14;2,7;0,0087;0,019
"84303";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=84303"" target=""_blank"">CHCHD6</a>";"protein-coding";"coiled-coil-helix-coiled-coil-helix domain containing 6";"Cluster_7";6,52;6,73;6,8629;6,705;7,899;6,6767;7,0129;6,605;6,6675;6,16;9,44;3,28;1,4e-08;4,2e-07
"84676";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=84676"" target=""_blank"">TRIM63</a>";"protein-coding";"tripartite motif containing 63, E3 ubiquitin protein ligase";"Cluster_7";3,928;3,8617;3,97;3,9067;5,134;3,9578;3,8457;3,955;4,0025;3,57;7,06;3,49;1,9e-07;3,6e-06
"84734";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=84734"" target=""_blank"">FAM167B</a>";"protein-coding";"family with sequence similarity 167, member B";"Cluster_7";4,45;4,5067;4,5129;4,4083;5,846;4,3989;4,5529;4,63;4,5213;4,17;8;3,83;1,1e-07;2,4e-06
"90874";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=90874"" target=""_blank"">ZNF697</a>";"protein-coding";"zinc finger protein 697";"Cluster_7";3,592;4,2083;3,6186;3,405;5,226;3,51;3,4071;3,525;3,7075;3,08;6,49;3,41;2,3e-11;2,1e-09
"91694";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=91694"" target=""_blank"">LONRF1</a>";"protein-coding";"LON peptidase N-terminal domain and ring finger 1";"Cluster_7";4,218;4,2467;4,3871;4,3367;5,487;4,3833;4,1971;4,105;4,1475;3,65;7,07;3,42;6,9e-06;5,8e-05
"92609";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=92609"" target=""_blank"">TIMM50</a>";"protein-coding";"translocase of inner mitochondrial membrane 50 homolog (S. cerevisiae)";"Cluster_7";7,678;7,8883;7,8929;8,1167;8,929;8,04;8,3171;8,09;7,8513;7,28;10,4;3,12;0,00043;0,0017
"93185";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=93185"" target=""_blank"">IGSF8</a>";"protein-coding";"immunoglobulin superfamily, member 8";"Cluster_7";8,114;8,3317;8,1114;8,19;9,073;8,0711;8,2043;8,025;8,0887;7,6;10,44;2,84;1,8e-05;0,00013
"115908";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=115908"" target=""_blank"">CTHRC1</a>";"protein-coding";"collagen triple helix repeat containing 1";"Cluster_7";3,434;3,32;2,8857;3,0133;4,769;2,89;3,17;3,495;3,6237;2,33;6,52;4,19;0,00029;0,0013
"116151";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=116151"" target=""_blank"">FAM210B</a>";"protein-coding";"family with sequence similarity 210, member B";"Cluster_7";7,098;7,31;7,0814;7,1333;8,757;7,3556;7,06;7,42;6,9037;6,48;9,79;3,31;4,5e-08;1,1e-06
"117145";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=117145"" target=""_blank"">THEM4</a>";"protein-coding";"thioesterase superfamily member 4";"Cluster_7";4,024;3,655;4,3157;4,2833;5,237;3,7378;3,7371;3,7;3,705;2,76;7,12;4,36;8e-04;0,0028
"118611";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=118611"" target=""_blank"">C10orf90</a>";"protein-coding";"chromosome 10 open reading frame 90";"Cluster_7";4,402;4,435;4,28;4,3567;5,615;4,4044;4,2843;4,33;4,3738;3,96;6,33;2,37;1,3e-09;6,7e-08
"125058";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=125058"" target=""_blank"">TBC1D16</a>";"protein-coding";"TBC1 domain family, member 16";"Cluster_7";5,784;5,575;5,6429;5,5283;6,769;5,6722;5,5557;5,775;5,645;5,2;8,51;3,31;4,9e-09;1,9e-07
"126321";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=126321"" target=""_blank"">MFSD12</a>";"protein-coding";"major facilitator superfamily domain containing 12";"Cluster_7";7,786;7,9783;7,9014;7,9633;9,192;7,9456;7,97;7,935;7,9725;7,46;10,39;2,93;9e-12;9,7e-10
"140462";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=140462"" target=""_blank"">ASB9</a>";"protein-coding";"ankyrin repeat and SOCS box containing 9";"Cluster_7";3,158;3,4417;3,2743;3,4833;4,137;3,5022;3,2657;3,96;3,375;2,79;4,8;2,01;0,0036;0,0095
"203190";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=203190"" target=""_blank"">LGI3</a>";"protein-coding";"leucine-rich repeat LGI family, member 3";"Cluster_7";5,64;5,5267;5,75;5,5933;6,477;5,5522;5,5486;5,685;5,585;5,27;8,78;3,51;0,0012;0,004
"220323";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=220323"" target=""_blank"">OAF</a>";"protein-coding";"out at first homolog";"Cluster_7";7,78;8,37;8,2;7,7733;8,991;7,8333;7,9529;8,485;7,9862;7,03;9,91;2,88;5,9e-07;8,7e-06
"221409";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=221409"" target=""_blank"">SPATS1</a>";"protein-coding";"spermatogenesis associated, serine-rich 1";"Cluster_7";4,37;4,3883;4,2886;4,3767;5,271;4,4433;4,3057;4,705;4,45;3,89;7,72;3,83;0,0015;0,0046
"221718";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=221718"" target=""_blank"">LINC00518</a>";"ncRNA";"long intergenic non-protein coding RNA 518";"Cluster_7";3,026;3,0117;3,0243;2,9733;4,56;2,9233;3,04;3,275;3,0337;2,57;5,96;3,39;2,2e-10;1,3e-08
"283349";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=283349"" target=""_blank"">RASSF3</a>";"protein-coding";"Ras association (RalGDS/AF-6) domain family member 3";"Cluster_7";5,528;5,3133;6,5271;5,7533;7,26;6,0444;5,7871;5,68;5,9575;4,48;7,77;3,29;2,1e-08;5,9e-07
"283352";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=283352"" target=""_blank"">LOC283352</a>";"ncRNA";"uncharacterized LOC283352";"Cluster_7";5,27;5,4317;5,5114;5,74;6,641;5,3144;5,3571;5,37;5,49;4,88;9,22;4,34;0,00047;0,0019
"283652";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=283652"" target=""_blank"">SLC24A5</a>";"protein-coding";"solute carrier family 24 (sodium/potassium/calcium exchanger), member 5";"Cluster_7";3,226;3,17;2,9743;3,125;6,441;3,1778;3,18;3,12;3,0375;2,85;8,61;5,76;1,6e-15;4,9e-13
"340273";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=340273"" target=""_blank"">ABCB5</a>";"protein-coding";"ATP-binding cassette, sub-family B (MDR/TAP), member 5";"Cluster_7";4,12;4,05;4,1086;4,0967;5,793;4,0489;4,0814;3,875;4,055;3,66;8,73;5,07;1,4e-06;1,6e-05
"347734";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=347734"" target=""_blank"">SLC35B2</a>";"protein-coding";"solute carrier family 35 (adenosine 3'-phospho 5'-phosphosulfate transporter), member B2";"Cluster_7";9,256;8,9683;8,86;8,495;9,724;8,7844;8,4843;9,22;8,665;7,99;10,24;2,25;4e-10;2,3e-08
"375061";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=375061"" target=""_blank"">FAM89A</a>";"protein-coding";"family with sequence similarity 89, member A";"Cluster_7";4,038;4,285;5,17;5,3467;6,184;4,4156;4,1414;4,085;3,9712;3,15;6,94;3,79;1,5e-06;1,7e-05
"401548";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=401548"" target=""_blank"">SNX30</a>";"protein-coding";"sorting nexin family member 30";"Cluster_7";3,772;4,3467;3,9671;3,3483;5,048;3,6411;3,5814;4,09;3,7687;2,86;5,84;2,98;2,1e-10;1,3e-08
"440957";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=440957"" target=""_blank"">SMIM4</a>";"protein-coding";"small integral membrane protein 4";"Cluster_7";7,782;8,025;7,5043;7,8883;8,662;7,7133;7,7557;8,005;7,2925;6,79;9,44;2,65;0,00025;0,0011
"214";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=214"" target=""_blank"">ALCAM</a>";"protein-coding";"activated leukocyte cell adhesion molecule";"Cluster_8";5,602;5,4867;4,3971;3,7183;4,144;5,3144;6,1829;5,815;6,0062;3,07;7,37;4,3;3,9e-05;0,00024
"558";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=558"" target=""_blank"">AXL</a>";"protein-coding";"AXL receptor tyrosine kinase";"Cluster_8";6,91;7,7133;5,3557;4,865;5,15;6,5378;6,9543;7,795;8,345;4,6;10,89;6,29;2,8e-06;2,8e-05
"857";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=857"" target=""_blank"">CAV1</a>";"protein-coding";"caveolin 1, caveolae protein, 22kDa";"Cluster_8";6,654;8,7483;4,9814;3,91;6,692;7,4956;7,4357;8,115;8,615;2,69;9,34;6,65;9,9e-06;7,8e-05
"858";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=858"" target=""_blank"">CAV2</a>";"protein-coding";"caveolin 2";"Cluster_8";5,868;5,98;5,34;4,59;4,924;6,0311;5,7086;6,175;7,4512;4;8,42;4,42;2,1e-07;3,9e-06
"960";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=960"" target=""_blank"">CD44</a>";"protein-coding";"CD44 molecule (Indian blood group)";"Cluster_8";6,186;7,7117;5,45;4,825;7,025;6,2622;5,9971;5,945;7,5388;3,61;8,84;5,23;0,00067;0,0025
"1000";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1000"" target=""_blank"">CDH2</a>";"protein-coding";"cadherin 2, type 1, N-cadherin (neuronal)";"Cluster_8";4,474;4,8817;2,9129;3,4417;3,703;3,9822;4,1186;3,525;5,6975;2,63;7,22;4,59;0,00012;6e-04
"1073";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1073"" target=""_blank"">CFL2</a>";"protein-coding";"cofilin 2 (muscle)";"Cluster_8";5,368;5,8333;4,2086;3,9817;5,213;5,3322;5,6471;6,46;5,71;3,55;6,9;3,35;1,2e-06;1,4e-05
"1266";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1266"" target=""_blank"">CNN3</a>";"protein-coding";"calponin 3, acidic";"Cluster_8";6,816;8,01;5,3371;3,6383;6,556;6,8389;7,8357;5,45;7,7062;2,46;8,74;6,28;9,1e-07;1,2e-05
"1282";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1282"" target=""_blank"">COL4A1</a>";"protein-coding";"collagen, type IV, alpha 1";"Cluster_8";6,39;7,345;4,6657;4,755;4,927;6,2344;7,0043;5,03;7,7588;4,38;9,63;5,25;3,2e-06;3,1e-05
"1490";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1490"" target=""_blank"">CTGF</a>";"protein-coding";"connective tissue growth factor";"Cluster_8";7,926;9,2517;5,1586;4,675;6,759;7,53;8,16;6,51;7,64;4,29;10,73;6,44;2,2e-05;0,00014
"1687";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1687"" target=""_blank"">DFNA5</a>";"protein-coding";"deafness, autosomal dominant 5";"Cluster_8";4,642;5,6867;3,3229;3,435;4,657;5,2044;4,3129;4,31;5,88;2,55;8,05;5,5;1,8e-05;0,00012
"2131";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2131"" target=""_blank"">EXT1</a>";"protein-coding";"exostosin glycosyltransferase 1";"Cluster_8";7,63;7,1983;6,5629;5,76;6,842;7,27;7,7329;7,08;8,0088;5,33;9,11;3,78;0,00031;0,0013
"2247";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2247"" target=""_blank"">FGF2</a>";"protein-coding";"fibroblast growth factor 2 (basic)";"Cluster_8";3,966;4,2183;3,51;3,5867;3,78;4,0056;3,9671;3,565;4,6325;3,39;5,65;2,26;0,0016;0,0049
"2316";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2316"" target=""_blank"">FLNA</a>";"protein-coding";"filamin A, alpha";"Cluster_8";9,96;10,735;8,9571;8,915;9,67;9,9833;10,1857;10,31;10,4575;7,4;11,08;3,68;1,9e-05;0,00013
"3491";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3491"" target=""_blank"">CYR61</a>";"protein-coding";"cysteine-rich, angiogenic inducer, 61";"Cluster_8";7,412;7,9533;3,7686;3,4117;4,395;6,9211;8,2729;6,15;8,0887;3,03;10,05;7,02;4,6e-09;1,8e-07
"3569";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3569"" target=""_blank"">IL6</a>";"protein-coding";"interleukin 6";"Cluster_8";4,678;5,43;3,3257;3,6233;3,839;4,9444;4,7029;3,89;6,2988;2,97;10,25;7,28;0,0048;0,012
"3675";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3675"" target=""_blank"">ITGA3</a>";"protein-coding";"integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)";"Cluster_8";6,92;7,5817;6,6414;6,0383;6,334;7,3744;7,5671;8,22;8,5938;5,47;9,41;3,94;2,7e-05;0,00017
"3956";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3956"" target=""_blank"">LGALS1</a>";"protein-coding";"lectin, galactoside-binding, soluble, 1";"Cluster_8";10,818;11,4083;8,1043;8,825;11,287;9,9733;10,7029;11,06;11,0663;5,72;11,84;6,12;1,8e-05;0,00012
"4017";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4017"" target=""_blank"">LOXL2</a>";"protein-coding";"lysyl oxidase-like 2";"Cluster_8";6,272;7,0133;3,6657;3,5583;4,587;5,3489;5,1886;5,375;6,9313;3,35;8,76;5,41;1,2e-07;2,5e-06
"4489";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4489"" target=""_blank"">MT1A</a>";"protein-coding";"metallothionein 1A";"Cluster_8";9,196;9,6783;9,2614;8,7867;9,206;9,4378;9,7743;9,485;10,4362;8,41;11,68;3,27;0,0052;0,012
"4494";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4494"" target=""_blank"">MT1F</a>";"protein-coding";"metallothionein 1F";"Cluster_8";8,556;9,095;8,2286;7,72;8,479;8,6744;9,3457;8,565;9,7513;7,31;11,08;3,77;0,00062;0,0023
"4627";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4627"" target=""_blank"">MYH9</a>";"protein-coding";"myosin, heavy chain 9, non-muscle";"Cluster_8";9,76;10,42;9,19;8,86;8,789;9,7378;9,7186;9,775;10,3325;7,41;11,29;3,88;8,2e-05;0,00044
"4638";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4638"" target=""_blank"">MYLK</a>";"protein-coding";"myosin light chain kinase";"Cluster_8";5,212;7,2717;2,9757;3,585;4,311;5,16;4,9643;4,27;6,9175;2,69;9,06;6,37;1,7e-06;1,9e-05
"4837";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4837"" target=""_blank"">NNMT</a>";"protein-coding";"nicotinamide N-methyltransferase";"Cluster_8";6,966;7,545;4,8143;4,8517;5,549;6,4667;7,6971;6,62;9,055;4,24;10,08;5,84;3,3e-05;0,00021
"5054";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5054"" target=""_blank"">SERPINE1</a>";"protein-coding";"serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1";"Cluster_8";7,654;8,91;4,96;4,9317;5,466;7,3789;6,6514;5,02;8,1875;4,44;11,36;6,92;0,00053;0,0021
"5328";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5328"" target=""_blank"">PLAU</a>";"protein-coding";"plasminogen activator, urokinase";"Cluster_8";6,142;7,5933;5,1071;4,7667;4,496;6,5678;6,6171;8,64;7,5725;4;9,81;5,81;1,9e-06;2,1e-05
"5768";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5768"" target=""_blank"">QSOX1</a>";"protein-coding";"quiescin Q6 sulfhydryl oxidase 1";"Cluster_8";7,916;8,0433;7,3757;7,2317;7,423;7,6944;7,9171;8,34;7,9125;6,82;8,95;2,13;0,0084;0,018
"5784";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5784"" target=""_blank"">PTPN14</a>";"protein-coding";"protein tyrosine phosphatase, non-receptor type 14";"Cluster_8";4,004;4,2317;3,2186;2,9883;3,638;3,8289;3,5786;3,765;4,3412;2,76;5,37;2,61;1,1e-05;8,4e-05
"6617";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6617"" target=""_blank"">SNAPC1</a>";"protein-coding";"small nuclear RNA activating complex, polypeptide 1, 43kDa";"Cluster_8";4,626;4,9267;3,6929;3,9183;4,14;4,5256;5,75;5,155;4,965;3,25;7,74;4,49;0,00012;6e-04
"6769";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6769"" target=""_blank"">STAC</a>";"protein-coding";"SH3 and cysteine rich domain";"Cluster_8";4,84;4,805;3,94;4,2317;4,084;4,5778;4,1871;3,84;5,4088;3,73;6,25;2,52;9,6e-08;2,1e-06
"7041";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7041"" target=""_blank"">TGFB1I1</a>";"protein-coding";"transforming growth factor beta 1 induced transcript 1";"Cluster_8";6,79;6,815;5,9143;5,7567;6,309;6,21;6,4557;6,105;6,93;5,36;8,27;2,91;0,00084;0,003
"7042";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7042"" target=""_blank"">TGFB2</a>";"protein-coding";"transforming growth factor, beta 2";"Cluster_8";5,388;6,1833;3,5757;3,3567;3,649;5,7633;4,5771;4,465;6,3362;3,14;8,52;5,38;2,3e-07;4,2e-06
"7045";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7045"" target=""_blank"">TGFBI</a>";"protein-coding";"transforming growth factor, beta-induced, 68kDa";"Cluster_8";6,868;10,3333;6,75;4,1917;6,87;8,9022;7,6729;5,91;9,5638;3,54;11,38;7,84;0,00022;0,00098
"7077";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7077"" target=""_blank"">TIMP2</a>";"protein-coding";"TIMP metallopeptidase inhibitor 2";"Cluster_8";7,714;8,6283;6,2129;6,2017;8,928;7,7411;8,0429;7,875;8,435;4,93;9,96;5,03;6,1e-07;8,9e-06
"7126";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7126"" target=""_blank"">TNFAIP1</a>";"protein-coding";"tumor necrosis factor, alpha-induced protein 1 (endothelial)";"Cluster_8";6,214;6,485;5,9757;5,355;5,996;6,4378;6,6057;6,055;6,6238;5,01;7,86;2,85;0,0025;0,007
"7168";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7168"" target=""_blank"">TPM1</a>";"protein-coding";"tropomyosin 1 (alpha)";"Cluster_8";8,26;9,2217;7,0986;4,9633;6,531;8,0833;8,9571;7,125;9,4;4,27;10,75;6,48;6,4e-09;2,2e-07
"7204";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7204"" target=""_blank"">TRIO</a>";"protein-coding";"trio Rho guanine nucleotide exchange factor";"Cluster_8";6,302;6,2833;5,6114;5,3083;5,902;6,3411;6,1929;6,11;6,5825;4,68;7,39;2,71;9,6e-05;5e-04
"7280";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7280"" target=""_blank"">TUBB2A</a>";"protein-coding";"tubulin, beta 2A class IIa";"Cluster_8";7,766;9,1217;6,8271;6,405;8,494;8,1689;8,3014;7,44;8,465;4,09;9,79;5,7;0,00031;0,0013
"7357";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7357"" target=""_blank"">UGCG</a>";"protein-coding";"UDP-glucose ceramide glucosyltransferase";"Cluster_8";4,794;4,4167;3,9171;3,9617;4,887;4,2989;4,9914;4,305;5,9713;3,55;6,99;3,44;2e-05;0,00014
"7414";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7414"" target=""_blank"">VCL</a>";"protein-coding";"vinculin";"Cluster_8";7,388;7,6233;6,9314;6,0467;6,781;7,7478;8,3057;8,19;7,97;5,2;9;3,8;4,1e-07;6,9e-06
"7791";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=7791"" target=""_blank"">ZYX</a>";"protein-coding";"zyxin";"Cluster_8";8,228;8,6467;7,85;7,6233;8,319;8,2978;8,8729;9,39;9,1425;6,36;10,36;4;0,002;0,0058
"8412";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8412"" target=""_blank"">BCAR3</a>";"protein-coding";"breast cancer anti-estrogen resistance 3";"Cluster_8";5,546;5,5233;4,5357;4,32;5,06;5,0733;5,2629;5,775;5,6738;4,15;6,38;2,23;0,00017;0,00081
"8560";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8560"" target=""_blank"">DEGS1</a>";"protein-coding";"delta(4)-desaturase, sphingolipid 1";"Cluster_8";7,018;7,455;5,8971;6,515;6,859;7,2589;7,5057;7,025;7,5362;4,91;8,52;3,61;0,00034;0,0014
"8682";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8682"" target=""_blank"">PEA15</a>";"protein-coding";"phosphoprotein enriched in astrocytes 15";"Cluster_8";8,48;9,3067;6,92;7,2033;8,491;8,3111;8,66;7,95;8,9638;6,68;10,05;3,37;5,6e-09;2e-07
"8829";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=8829"" target=""_blank"">NRP1</a>";"protein-coding";"neuropilin 1";"Cluster_8";3,294;3,7767;2,76;2,695;2,775;3,4078;3,08;4,19;3,92;2,26;5,17;2,91;0,0023;0,0064
