"";"Symbol";"Type";"Title";"Cluster";"Breast_GSM133995";"Breast_GSM134000";"Breast_GSM134005";"Breast_GSM134010";"Breast_GSM134015";"CNS_GSM134020";"CNS_GSM134025";"CNS_GSM134030";"CNS_GSM134035";"CNS_GSM134040";"CNS_GSM134045";"Colon_GSM134050";"Colon_GSM134055";"Colon_GSM134060";"Colon_GSM134065";"Colon_GSM134070";"Colon_GSM134075";"Colon_GSM134080";"Blood_GSM134085";"Blood_GSM134090";"Blood_GSM134095";"Blood_GSM134100";"Blood_GSM134105";"Blood_GSM134110";"Skin_GSM134115";"Skin_GSM134120";"Skin_GSM134125";"Skin_GSM134130";"Skin_GSM134135";"Skin_GSM134140";"Skin_GSM134145";"Skin_GSM134150";"Skin_GSM134155";"Skin_GSM134160";"Lung_GSM134165";"Lung_GSM134170";"Lung_GSM134175";"Lung_GSM134180";"Lung_GSM134185";"Lung_GSM134190";"Lung_GSM134195";"Lung_GSM134200";"Lung_GSM134209";"Ovary_GSM134214";"Ovary_GSM134219";"Ovary_GSM134224";"Ovary_GSM134229";"Ovary_GSM134234";"Ovary_GSM134239";"Ovary_GSM134244";"Prostate_GSM134249";"Prostate_GSM134254";"Kidney_GSM134259";"Kidney_GSM134264";"Kidney_GSM134269";"Kidney_GSM134274";"Kidney_GSM134279";"Kidney_GSM134284";"Kidney_GSM134289";"Kidney_GSM134294"
"999";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=999"" target=""_blank"">CDH1</a>";"protein-coding";"cadherin 1, type 1";"Cluster_2";2,0947;-0,6982;-0,6682;-0,3979;2,5601;-0,7282;-0,7883;-0,7583;-0,7433;-0,8484;-0,6231;3,1908;1,7493;0,2027;1,7793;1,3739;1,1036;0,6982;-0,7583;-0,3679;-0,5781;-0,2327;-0,0375;-0,5931;-0,7583;2,1847;-0,5481;-0,518;-0,7583;0,0676;0,6382;-0,6382;-0,4129;-0,3078;0,2928;0,7132;-0,8334;-0,473;-0,8033;-0,443;2,7253;-0,7282;-0,488;-0,518;0,518;0,7883;-0,518;-0,8334;-0,3529;-0,533;-0,2928;-0,0526;-0,5931;-0,488;-0,0976;-0,2177;-0,3378;-0,458;-0,3829;-0,473
"1015";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1015"" target=""_blank"">CDH17</a>";"protein-coding";"cadherin 17, LI cadherin (liver-intestine)";"Cluster_2";-0,2425;-0,2811;-0,178;0,2605;-0,3327;-0,3198;-0,2038;-0,5004;-0,3585;-0,3327;-0,3198;3,7684;5,187;-0,0748;0,699;-0,3585;3,3299;-0,3843;-0,2811;-0,0748;-0,2682;0,0026;0,2218;-0,2554;-0,4617;-0,3456;-0,049;-0,3585;-0,5133;0,2218;-0,3198;-0,5391;-0,2554;-0,1522;0,1058;-0,3714;-0,4101;-0,1651;-0,4488;-0,1393;-0,3069;-0,3585;-0,1651;-0,2038;-0,5133;-0,2425;-0,5778;-0,4488;-0,1651;-0,3714;-0,3714;0,0413;0,0413;0,8924;-0,3327;-0,4488;-0,178;-0,3585;-0,3585;-0,0748
"1040";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1040"" target=""_blank"">CDS1</a>";"protein-coding";"CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1";"Cluster_2";0,9572;-0,7047;-0,7526;-0,8645;1,2288;-0,5129;0,6855;-0,7207;-0,7686;-0,465;0,6855;1,3567;2,1876;1,0051;2,8907;2,4912;2,0278;-0,2253;-0,1454;-0,2093;-1,0083;-0,6248;-0,0655;-0,5289;-1,1521;-0,7367;-0,6887;-0,5289;-0,8645;-0,4011;-0,4171;-0,2413;-1,0083;-0,2093;-0,0176;-0,1934;-0,8325;-0,7367;-1,3119;0,7015;1,7242;-1,0083;-0,497;0,0304;1,9479;1,7402;-0,5928;-0,9444;0,9092;-0,433;-0,2253;-0,8485;0,8773;-0,1135;-0,0495;-0,2253;-0,2892;-0,7686;-0,0655;-0,449
"1364";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1364"" target=""_blank"">CLDN4</a>";"protein-coding";"claudin 4";"Cluster_2";0,725;0,6482;-0,9097;-0,2843;1,6465;-1,2059;-0,9206;-0,5257;-0,6902;-0,6354;-0,3721;1,0212;2,3596;1,2187;1,9318;1,7453;1,1309;0,9554;-0,9206;-0,8767;-1,2168;-0,2404;-0,8658;-0,6464;-0,7122;-0,7999;-1,2059;-0,6902;-0,8658;-0,6573;-0,7232;0,1655;-0,6683;-0,7999;-0,394;-0,0978;0,5933;1,0212;-0,6025;-0,7122;2,1402;1,46;-1,0413;-0,3282;0,352;1,1528;0,3849;-0,6464;-0,8987;-0,7012;2,0086;0,0229;-0,3392;0,9554;-0,7012;-0,8548;-0,394;-0,6793;1,6465;0,5385
"1365";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1365"" target=""_blank"">CLDN3</a>";"protein-coding";"claudin 3";"Cluster_2";2,0875;-0,5666;-0,4695;-0,7414;2,696;-0,8062;-0,6443;-0,6637;-0,4372;-0,8515;-0,7673;2,3853;3,2333;0,3785;1,602;2,1263;1,1877;0,4044;-0,7285;-0,5149;-0,6767;-0,5602;0,6568;-0,612;-0,6637;-0,7544;-0,2494;-0,6249;-0,7026;-0,3854;-0,5472;-0,5861;-0,7608;-0,6055;-0,1394;-0,23;-0,5666;-0,6314;-0,735;0,1454;-0,1329;-0,5796;-0,366;1,9839;1,3171;0,6892;-0,1653;-0,6573;0,1778;-0,5149;0,7086;0,7798;-0,612;-0,6573;0,5209;-0,8321;-0,489;-0,4242;0,0354;-0,4631
"1366";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1366"" target=""_blank"">CLDN7</a>";"protein-coding";"claudin 7";"Cluster_2";1,5427;-0,2302;-0,7641;-0,5005;1,312;-0,6191;-0,6521;-0,5598;0,1257;-0,6718;-0,6257;2,617;2,7884;1,4372;2,5511;1,5361;2,1688;-0,138;-0,5993;-0,4741;-0,2698;-0,4939;-0,2105;-0,5993;-0,685;-0,5334;-0,0259;-0,6191;-0,6784;-0,2434;-0,4675;-0,5005;-0,4939;-0,3489;-0,428;-0,5664;-0,6718;-0,4873;-0,6718;-0,5796;2,2809;-0,1512;-0,283;0,0927;1,7536;1,9645;0,0136;-0,5993;-0,4807;-0,6455;-0,4609;0,2377;-0,3884;-0,5532;-0,5861;-0,6389;-0,5466;-0,5664;-0,5202;-0,5927
"1644";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1644"" target=""_blank"">DDC</a>";"protein-coding";"dopa decarboxylase (aromatic L-amino acid decarboxylase)";"Cluster_2";-0,154;-0,2508;-0,2508;-0,1661;-0,384;-0,4204;-0,3235;-0,2872;-0,0692;-0,6141;-0,3598;3,4907;5,4643;-0,1661;-0,2508;0,0034;3,0548;0,851;0,1851;-0,384;-0,3598;0,064;0,0034;-0,2145;-0,2872;-0,4083;-0,1298;-0,2508;-0,2751;-0,2993;-0,4325;-0,2266;-0,1177;-0,263;1,2506;-0,2872;-0,4567;-0,4567;-0,602;-0,1055;-0,3356;-0,2145;-0,3114;-0,4567;-0,3235;-0,1903;0,1972;-0,4083;-0,3356;-0,1661;-0,493;-0,0087;0,0398;-0,3114;-0,4567;-0,5293;-0,3961;-0,1661;-0,1177;-0,1298
"1999";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=1999"" target=""_blank"">ELF3</a>";"protein-coding";"E74-like factor 3 (ets domain transcription factor, epithelial-specific )";"Cluster_2";0,3526;-0,7928;-0,6686;-0,7238;-0,02;-0,8066;-0,8894;-0,8894;-0,7514;-0,6548;-0,6134;3,0574;2,4502;0,6148;0,6424;1,6636;1,774;0,1732;-0,7514;-0,7652;-0,434;-0,8204;-0,641;-0,7238;-0,9722;-0,779;-0,5858;-0,7514;-0,5306;-0,5858;-0,71;-1,3448;-0,848;-0,6548;1,4428;1,1116;-0,3512;-0,503;-0,7238;0,1318;2,9194;-0,9032;-0,6686;0,2284;0,8218;1,36;0,6976;-0,3512;0,325;-0,7514;-0,0338;0,1318;0,3526;0,5596;0,3388;1,8016;0,1042;-0,4616;0,4216;-0,02
"2114";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2114"" target=""_blank"">ETS2</a>";"protein-coding";"v-ets avian erythroblastosis virus E26 oncogene homolog 2";"Cluster_2";-1,055;0,4346;-0,3028;0,0069;-1,0107;-0,0374;1,0835;-0,5683;-0,8485;-0,9812;0,7;1,4522;2,4845;-0,1701;2,8237;2,75;2,278;0,7443;-0,4945;0,7148;-0,1258;-0,0521;-0,701;1,172;-0,3323;-0,9812;-1,1287;-1,5859;-0,9812;-0,6715;-1,0992;-0,9665;-0,4356;-0,819;0,4198;0,3461;0,4198;-0,642;0,3313;-1,1287;-0,2586;-0,7453;-1,0697;-0,7158;-0,0669;0,8328;-0,2586;0,2871;0,7;0,0954;-0,0226;1,0245;0,3313;-0,3176;-0,6125;-0,7747;1,2752;-0,4356;0,6853;-0,996
"2264";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2264"" target=""_blank"">FGFR4</a>";"protein-coding";"fibroblast growth factor receptor 4";"Cluster_2";2,0322;-0,712;-1,3424;-1,1199;0,3449;-1,6205;-1,1199;-1,6391;0,1409;-1,1755;-1,1199;3,2003;1,8282;0,9197;-0,6008;0,4376;1,958;1,5315;-0,8418;-0,1187;0,2151;-0,7676;-0,063;-0,8974;-1,602;-0,8789;-0,4524;0,827;-0,8418;0,5303;-0,4153;-0,267;-0,6935;-0,2299;1,3832;-0,0074;-0,8233;-0,712;-1,0272;0,864;-0,3041;-0,9345;-0,1928;0,3634;0,6972;-0,1001;1,2534;0,7343;-0,0445;0,623;-0,4339;0,2336;0,6045;1,2534;0,382;0,8455;-0,4524;0,2707;0,419;-0,3412
"2706";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2706"" target=""_blank"">GJB2</a>";"protein-coding";"gap junction protein, beta 2, 26kDa";"Cluster_2";-0,4247;-0,2326;-0,588;-0,5496;-0,4055;-0,6168;-0,5592;-0,5688;-0,3287;-0,4535;1,2466;4,3395;1,141;0,4878;0,9008;1,7365;1,3427;-0,0021;-0,5784;-0,4631;-0,6456;-0,5112;-0,3383;-0,4439;-0,3767;-0,0885;-0,4343;-0,54;-0,5688;-0,7033;-0,4343;-0,5304;-0,6264;-0,4727;-0,3671;-0,4343;-0,6264;0,4494;-0,1942;-0,4727;0,7856;-0,2902;-0,5688;-0,5208;1,0833;3,1485;1,2466;-0,6264;-0,6168;-0,5976;0,2381;-0,4823;0,2092;-0,175;-0,3671;-0,588;2,649;-0,54;-0,3767;-0,6745
"2877";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=2877"" target=""_blank"">GPX2</a>";"protein-coding";"glutathione peroxidase 2";"Cluster_2";0,7263;-0,4855;-0,4855;-0,6529;-0,4935;-0,3739;-0,3181;-0,4536;0,1842;-0,5493;-0,4217;3,7558;3,0622;-0,8044;-0,5892;2,6954;2,3128;2,4244;-0,4775;-0,4457;-0,4297;-0,7645;-0,3022;-0,342;-0,5493;-0,5493;0,4552;-0,5971;-0,1985;-0,6131;0,0167;-0,7167;-0,342;-0,4536;2,0816;0,519;-0,3181;0,224;-0,637;-0,0151;0,9256;-0,0789;0,0725;-0,2384;0,2798;-0,5493;-0,4536;-0,0789;-0,2384;-0,0311;-0,7645;-0,4775;-0,621;-0,629;-0,4457;-0,2384;-0,1507;-0,7087;-0,6848;0,0327
"3174";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3174"" target=""_blank"">HNF4G</a>";"protein-coding";"hepatocyte nuclear factor 4, gamma";"Cluster_2";-0,4878;-0,433;-0,6797;-0,2412;0,5399;-0,94;0,1014;-0,2549;-0,5837;-0,4741;-0,5152;2,9653;3,116;-0,2001;1,1154;2,6913;3,0338;0,4303;-0,803;-0,5837;-0,3645;-0,4741;-0,433;0,2521;-0,1453;-0,4741;-0,8989;-0,7893;-0,8715;-0,1178;-0,9126;-0,3234;-0,5563;-0,666;-0,2823;-0,6523;1,1839;-0,6934;-0,666;-0,0493;-0,57;-0,5974;-0,666;-0,5563;-0,8715;-0,666;0,6769;0,0192;0,0329;0,3069;0,8277;-0,57;-0,3508;0,5125;0,9236;2,1568;-0,4878;-0,6523;0,2795;0,3892
"3728";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3728"" target=""_blank"">JUP</a>";"protein-coding";"junction plakoglobin";"Cluster_2";1,537;-0,6259;-0,8132;-0,2682;2,5418;-0,8387;-1,1964;-0,9239;-0,4556;-1,2815;-0,4641;1,6051;2,0309;1,0942;1,3411;1,7839;1,0176;0,6514;-0,8387;-0,2427;1,2219;-1,1964;0,4896;-0,8387;-1,4603;-0,5833;-0,5663;-0,5663;-1,1793;-0,8813;-1,3156;-0,7962;-0,7791;-0,7451;0,2512;0,5663;-0,2427;-0,5492;-0,6344;0,7876;2,0053;1,2049;0,8813;0,6855;1,2049;1,4774;-0,5663;-0,2342;0,3534;0,115;0,0809;-0,115;-1,2645;-0,7195;-0,2171;-0,0639;-0,5152;-1,009;0,2682;-0,2086
"3880";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3880"" target=""_blank"">KRT19</a>";"protein-coding";"keratin 19, type I";"Cluster_2";1,3713;0,3789;-1,1296;-0,9987;1,8657;-1,0496;-0,9733;-0,9333;-0,7806;-1,0932;-0,9042;1,1641;1,3131;1,1423;1,0005;1,1605;1,324;1,1314;-0,8497;-1,1514;0,0336;-0,9442;-0,6752;-0,9187;-0,926;-1,0714;-0,8679;-0,9078;-1,1914;-0,8206;-1,0496;-1,0314;-1,1368;-0,817;-0,1445;-0,0391;0,7061;0,677;1,175;-1,0751;1,4004;1,1023;-0,8642;0,9351;1,1278;0,8115;0,757;-1,0205;0,9315;-1,0569;0,8697;0,8442;0,4553;0,8297;1,2986;-0,9187;-0,1445;-0,6389;1,0551;1,2623
"3898";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3898"" target=""_blank"">LAD1</a>";"protein-coding";"ladinin 1";"Cluster_2";1,7006;-0,7732;-0,6277;-0,0721;0,3645;-0,6277;-0,7997;-0,7071;-0,0721;-0,6939;-0,5616;3,5792;2,587;0,5497;1,1979;1,9255;1,608;1,4096;-0,6277;-0,6145;-0,6145;-0,4161;-0,2838;-0,4822;-0,7203;0,0734;0,2851;-0,5616;-0,8659;-0,7336;-0,6939;-1,0378;-0,4161;-0,5748;-0,3764;-0,5484;-0,7997;-0,7071;-0,8129;-0,6013;1,436;-0,4425;-0,1912;0,801;1,608;1,5816;0,9069;-0,7336;-0,5484;-0,5748;-0,3631;-0,1118;-0,3235;-0,8659;-0,641;-0,5351;-0,4028;-0,2705;0,1925;1,6212
"3934";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3934"" target=""_blank"">LCN2</a>";"protein-coding";"lipocalin 2";"Cluster_2";-0,3809;-0,2876;-0,6922;-0,3187;-0,3083;-0,5677;-0,5573;-0,3498;-0,1734;-0,5366;-0,464;1,8601;3,6447;-0,4328;0,1586;4,0078;-0,0489;-0,3706;-0,4536;-0,5262;-0,5781;-0,3706;-0,1216;-0,3809;-0,9205;-0,7337;-0,3187;-0,2668;-0,7026;0,2416;-0,5885;-0,3187;-0,4017;-0,3083;-0,0801;1,6837;-0,2357;-0,3187;-0,2979;-0,4328;1,58;-0,4432;-0,2772;-0,5055;0,8226;2,576;1,6526;-0,713;0,75;-0,4847;-0,4017;-0,2461;-0,3602;-0,3083;-0,5988;0,7707;-0,4847;-0,4224;-0,1838;-0,4743
"3960";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3960"" target=""_blank"">LGALS4</a>";"protein-coding";"lectin, galactoside-binding, soluble, 4";"Cluster_2";-0,0847;-0,3887;-0,323;-0,4626;-0,0683;-0,5776;-0,5201;-0,5037;-0,093;-0,4462;-0,2408;4,3347;3,809;-0,093;-0,1422;3,1436;3,1847;-0,2655;-0,1915;-0,2819;-0,4873;-0,1176;-0,1915;-0,2737;-0,6433;-0,4133;-0,0437;-0,1176;-0,364;0,1863;-0,3723;0,2274;-0,2737;-0,019;-0,1176;-0,3394;-0,4133;-0,2244;-0,3723;-0,3476;-0,4215;-0,4298;-0,1012;-0,134;-0,1587;-0,4462;-0,2819;-0,4873;-0,0847;-0,4626;-0,364;0,0631;-0,2326;0,0303;-0,2901;-0,1998;-0,3312;-0,2244;-0,0437;-0,4708
"3993";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=3993"" target=""_blank"">LLGL2</a>";"protein-coding";"lethal giant larvae homolog 2 (Drosophila)";"Cluster_2";1,4683;-0,9085;-0,3918;-0,9774;2,0022;0,056;0,0043;-0,6674;-0,1335;-0,4952;0,5727;2,8462;1,9161;1,21;2,2261;0,6416;1,4855;1,6061;0,1249;-0,6846;0,5555;-0,4263;0,3488;-0,0818;-0,7535;-0,5468;-0,9258;-1,2358;-0,2713;-0,5124;-1,9764;-2,252;-0,3746;-1,7525;0,4177;0,056;0,2627;-1,0463;-0,3574;-0,5124;1,3994;-0,5813;1,0894;0,5727;-0,3057;-0,5468;-0,4263;0,2799;-0,0301;-0,1335;0,9344;-0,3746;-0,5124;-0,788;-0,0818;-0,0129;-0,4952;-0,8569;0,6416;-0,2885
"4072";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4072"" target=""_blank"">EPCAM</a>";"protein-coding";"epithelial cell adhesion molecule";"Cluster_2";1,0688;-0,5645;-0,8606;-0,8004;1,0642;-0,8189;-0,8652;-0,8374;-0,8513;-0,7727;-0,856;2,0543;2,0728;1,5083;1,9386;1,8461;1,7952;1,9016;-0,657;-0,8189;0,8883;-0,7449;0,8189;-0,8236;-0,8282;-0,7958;-0,8698;-0,856;-0,9161;-0,6801;-0,8374;-0,856;-0,731;-0,8143;-0,6154;-0,037;-0,5182;-0,4719;-0,7495;-0,6616;1,8276;-0,5737;-0,7912;0,731;1,4898;1,6055;0,6385;-0,1018;0,7125;0,0324;0,236;0,5275;-0,4164;-0,7264;0,5922;-0,5552;-0,7171;-0,7357;0,5321;0,2452
"4486";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=4486"" target=""_blank"">MST1R</a>";"protein-coding";"macrophage stimulating 1 receptor";"Cluster_2";0,0047;-0,349;-0,7586;-0,3677;1,2333;-1,0564;-0,982;-0,9447;-0,0512;-0,9447;-1,0564;0,9727;2,3502;1,0285;1,6242;2,3316;1,2333;1,103;-0,6283;-0,3118;-0,7027;-0,107;0,2094;-0,8517;-1,2054;-0,5538;-0,498;-0,4794;-0,6469;-0,6841;-1,2054;-0,7214;-0,6841;-0,3304;0,3583;1,3264;-1,075;-0,2373;-0,7027;-0,9634;3,039;-0,8144;-0,1815;0,712;-0,0326;0,0605;1,2705;-0,4794;1,4194;0,3956;1,5311;1,4381;-0,6283;-0,0884;-0,3677;-1,1123;-0,5538;-0,4421;0,3956;-0,2373
"5268";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5268"" target=""_blank"">SERPINB5</a>";"protein-coding";"serpin peptidase inhibitor, clade B (ovalbumin), member 5";"Cluster_2";-0,2635;-0,5201;-0,5476;-0,4285;-0,4285;-0,4193;-0,3827;-0,6576;-0,3643;-0,6759;-0,5201;3,7326;2,3211;0,818;-0,3827;1,5971;2,6786;-0,0985;-0,3735;-0,3827;-0,4376;-0,181;0,039;-0,3185;-0,5476;-0,5843;-0,2268;-0,511;-0,4651;-0,4743;-0,5476;-0,4285;-0,2818;-0,3093;-0,4101;0,4972;-0,0894;0,3781;-0,511;-0,4835;3,0818;1,5512;-0,4468;-0,5751;0,1948;-0,4193;-0,3368;-0,511;-0,0619;-0,5476;2,816;-0,1077;-0,4926;-0,4743;-0,4926;-0,4835;-0,4101;-0,3643;-0,3368;-0,3918
"5287";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5287"" target=""_blank"">PIK3C2B</a>";"protein-coding";"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta";"Cluster_2";1,512;-1,4995;-0,8894;-1,0075;1,512;-0,7516;-0,8106;-1,1452;-0,4563;-1,0862;-0,7319;2,0435;1,5907;-0,0036;1,4136;2,7324;0,9215;1,5514;1,0987;-0,417;-1,2633;0,0751;-0,2398;-0,6925;-2,2278;1,9647;0,3113;-0,2398;-0,0627;0,5672;-0,1611;-0,6728;-0,417;-0,2595;0,2523;2,1222;-0,85;-1,2043;-0,0036;0,5475;0,5672;0,9806;0,705;0,0751;0,1145;0,2916;-0,4563;-0,8106;-0,1217;-0,4366;0,331;-0,6532;-0,6335;-0,3776;-0,5351;-0,5154;-0,5351;-0,6925;0,272;-0,6925
"5603";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5603"" target=""_blank"">MAPK13</a>";"protein-coding";"mitogen-activated protein kinase 13";"Cluster_2";1,3635;1,9747;-0,7168;-0,7705;2,3714;-0,5238;-0,9742;-0,4809;-0,3415;-0,5346;-0,6096;1,4171;1,3956;1,3098;2,0283;1,5136;0,7951;2,7789;-0,6525;-0,5346;-0,5774;-0,8884;0,7308;-0,1807;-0,8026;-0,6096;-0,3844;-0,6632;-0,6847;-0,749;-0,7597;-0,5238;-0,7597;-0,4488;-0,7705;-0,4488;0,4305;0,7415;-0,2236;-0,8348;2,4572;-0,6311;-0,3844;-0,4702;-0,5453;-0,4488;1,342;-0,2986;-0,556;-0,3308;-0,7597;0,8595;-1,0385;-1,1458;0,8059;-0,7383;-0,3094;-0,4809;0,259;0,0123
"5646";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5646"" target=""_blank"">PRSS3</a>";"protein-coding";"protease, serine, 3";"Cluster_2";-0,247;-0,833;-0,7405;-0,247;-0,1699;-0,5092;0,8788;-0,2316;0,2311;-0,1699;-0,3704;3,3154;1,3568;0,8017;-0,0157;1,9737;3,3617;1,6499;-0,2007;-0,1699;-0,5092;-0,6788;0,1231;-0,4166;-0,3704;-0,3241;-0,7713;-0,6942;-0,4629;-0,1236;-0,5709;-0,9872;-0,4475;-0,3087;-0,2162;-0,0465;-0,1545;-0,2162;-0,7559;-0,6171;-0,4475;-0,4475;-0,2933;-0,7405;0,046;-0,3087;0,7554;-0,4938;-0,833;-0,1853;3,994;-0,1545;-0,1082;-0,3858;0,0769;0,1231;-0,1545;-0,355;-0,6634;-0,54
"5653";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5653"" target=""_blank"">KLK6</a>";"protein-coding";"kallikrein-related peptidase 6";"Cluster_2";0,2499;-0,4062;-0,493;-0,4544;-0,1746;-0,4641;-0,3772;-0,5606;-0,165;2,1988;-0,4737;3,5303;1,4656;1,0507;0,7805;4,7074;0,9542;1,4752;-0,4544;-0,3869;-0,4255;-0,329;0,3753;-0,2422;-0,522;-0,0396;0,3753;-0,2808;-0,3483;-0,2132;-0,5027;-0,7535;-0,4062;-0,3194;-0,3097;-0,5895;-0,4641;-0,4062;-0,6474;-0,165;1,7068;-0,4448;-0,1071;-0,7439;0,1052;0,3464;-0,3869;-0,6474;-0,4641;-0,3676;-0,5027;-0,5992;-0,329;-0,4834;-0,5413;-0,4834;-0,3483;-0,5316;-0,5895;-0,3772
"5655";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=5655"" target=""_blank"">KLK10</a>";"protein-coding";"kallikrein-related peptidase 10";"Cluster_2";0,3458;-0,4575;-0,3484;-0,4079;-0,2294;-0,5467;-0,4575;-0,4178;-0,0707;1,0201;-0,4773;0,8118;3,7273;0,6928;0,8118;4,0546;2,0712;-0,1005;-0,3385;-0,4773;-0,4674;-0,4476;0,0086;-0,3782;-0,398;-0,3484;0,5143;-0,4178;-0,4773;-0,4773;-0,6558;-0,7252;-0,3782;-0,4476;-0,2889;-0,4972;-0,5666;-0,517;-0,4872;0,0483;0,1772;-0,4178;-0,0707;-0,6162;2,2497;2,6861;-0,3881;-0,5666;-0,3286;-0,4575;-0,4674;-0,3881;-0,2592;-0,4674;-0,5467;-0,517;-0,3484;-0,4674;-0,3583;-0,2492
"6286";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6286"" target=""_blank"">S100P</a>";"protein-coding";"S100 calcium binding protein P";"Cluster_2";0,1026;-0,5044;-0,544;-0,2933;0,2873;-0,6099;-0,4582;-0,5968;-0,1349;-0,412;-0,5044;2,6691;3,0121;-0,478;-0,5044;3,1969;3,0187;2,3062;-0,4846;-0,1613;-0,2603;-0,4252;-0,0953;-0,4186;-0,5374;-0,5704;0,2148;-0,4186;-0,4714;-0,3065;-0,4516;-0,7419;-0,3328;-0,2603;0,4589;0,8613;-0,2273;-0,5704;-0,6165;-0,1415;0,8943;2,4249;-0,3856;-0,5242;-0,2669;-0,5836;0,3005;-0,5638;-0,4912;-0,4978;0,5644;-0,3526;-0,5704;-0,7419;-0,5176;-0,445;-0,3856;-0,511;-0,4648;-0,478
"6337";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6337"" target=""_blank"">SCNN1A</a>";"protein-coding";"sodium channel, non voltage gated 1 alpha subunit";"Cluster_2";0,1462;-0,6541;-0,6541;-0,5892;0,8166;-0,9136;-0,7947;-0,7298;-0,1566;-0,7081;0,0705;1,9846;1,1735;1,6385;2,2008;2,7632;1,5304;2,0711;-0,7081;-0,2539;-0,6649;-0,1566;0,1462;-0,5459;-0,5784;-0,7514;0,0597;-0,5027;-0,5892;-0,773;-0,7622;-0,5784;-0,4378;-0,2215;-0,3188;-0,1891;-0,4486;-0,5784;-0,7838;-0,5567;3,1417;-0,5243;-0,3296;-0,3296;0,8923;0,3841;2,6875;-0,5459;-0,4702;-0,3945;-0,4162;0,4165;-0,2756;-0,1783;-0,5784;-0,6324;-0,5676;-0,4594;-0,3945;-0,427
"6359";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6359"" target=""_blank"">CCL15</a>";"protein-coding";"chemokine (C-C motif) ligand 15";"Cluster_2";0,4741;-0,5641;-0,5641;0,2146;-0,8755;-0,4603;-0,5122;-0,3737;0,0415;-0,3045;-0,0796;5,3189;2,7062;-0,0277;-0,2699;2,9484;0,0069;0,8548;-0,5295;0,1626;-0,2007;0,2492;1,27;0,2492;-0,2526;-0,2872;0,8202;-0,3391;-0,4603;-0,0969;0,3357;-0,5641;-0,2699;-0,0623;-0,1142;-0,4083;-1,0832;-0,962;-0,4949;-0,5641;-1,1005;-0,4603;0,9067;-0,5122;-0,2526;-0,3218;-0,0277;-0,7371;-0,4603;-0,3737;-0,616;-0,2699;0,4914;-0,3045;-0,2007;-0,6506;0,0415;0,0069;0,1626;-0,2526
"6692";"<a href=""http://www.ncbi.nlm.nih.gov/gene/?term=6692"" target=""_blank"">SPINT1</a>";"protein-coding";"serine peptidase inhibitor, Kunitz type 1";"Cluster_2";0,7849;-0,7248;-0,6936;-0,5224;3,3841;-0,896;-0,538;-0,8493;-0,2734;-0,289;-0,3201;1,9834;1,4542;1,1118;2,5125;2,9172;1,5476;0,676;-0,7559;-0,3357;-0,5691;-0,6003;0,567;-0,4602;-0,5847;-0,0555;0,0067;-0,5847;-0,4602;-0,5224;-0,6781;-0,7715;-0,4602;-0,5536;-0,2578;-0,0244;-0,3512;-0,7715;-0,9427;-0,538;2,7149;-0,4135;-0,3824;0,2713;0,9873;0,5515;-0,0399;-0,8026;-0,5691;-0,6625;-0,1022;-0,0711;-0,429;-0,8493;-0,2423;-0,0711;-0,538;-0,3668;-0,2423;-0,3045
