ID	Symbol	chromosome	Length
13113	Cyp3a13	5	2955
13114	Cyp3a16	5	1730
13115	Cyp27b1	10	2421
13116	Cyp46a1	12	2118
13117	Cyp4a10	4	2086
13118	Cyp4a12b	4	2395
13119	Cyp4a14	4	2495
13120	Cyp4b1	4	1871
13121	Cyp51	5	4353
13122	Cyp7a1	4	4172
13123	Cyp7b1	3	2166
13124	Cyp8b1	9	1950
13131	Dab1	4	5881
13132	Dab2	15	4628
13134	Dach1	14	5448
13135	Dad1	14	3735
13136	Cd55	1	2526
13137	Daf2	1	1324
13138	Dag1	9	5961
13139	Dgka	10	2813
13142	Dao	5	2062
13143	Dapk2	9	1769
13144	Dapk3	10	1824
13162	Slc6a3	13	3456
13163	Daxx	17	2835
13164	Dazl	17	2964
13166	Dbh	2	2282
13167	Dbi	1	745
13168	Dbil5	11	575
13169	Dbnl	11	2369
13170	Dbp	7	1678
13171	Dbt	3	3292
13172	Dbx1	7	2077
13175	Dclk1	3	12995
13176	Dcc	18	10325
13177	Eci1	17	1091
13178	Dck	5	3057
13179	Dcn	10	2084
13180	Pcbd1	10	822
13184	Dcpp1	17	617
13185	Dscr3	16	2405
13190	Dct	14	2263
13191	Dctn1	6	4508
13193	Dcx	X	9155
13194	Ddb1	19	4163
13195	Ddc	11	2089
13196	Asap1	15	6479
13197	Gadd45a	6	1224
13198	Ddit3	10	871
13199	Ddn	15	3740
13200	Ddost	4	2095
13202	Ddt	10	609
13204	Dhx15	5	3755
13205	Ddx3x	X	4571
13206	Ddx4	13	2849
13207	Ddx5	11	3520
13209	Ddx6	9	6065
13211	Dhx9	1	4613
13214	Defb1	8	916
13215	Defb2	8	304
13218	Defa-rs1	8	507
13226	Defa-rs7	8	838
13236	Defa25	8	279
13237	Defa3	8	410
13238	Defa4	8	176
13239	Defa5	8	421
13240	Defa6	8	282
13244	Degs1	1	2005
13340	Slc29a2	19	2473
13345	Twist2	1	1312
13346	Des	1	3065
13347	Dffa	4	2672
13349	Ackr1	1	1158
13350	Dgat1	15	1755
13353	Dgcr6	16	1760
13356	Dgcr2	16	4079
13358	Slc25a1	16	1678
13360	Dhcr7	7	2816
13361	Dhfr	13	5290
13363	Dhh	15	2367
13367	Diap1	18	4377
13368	Dffb	4	2048
13370	Dio1	4	1664
13371	Dio2	12	5815
13380	Dkk1	19	2236
13382	Dld	12	2277
13383	Dlg1	16	5565
13384	Mpp3	11	2847
13385	Dlg4	11	3326
13386	Dlk1	12	4811
13388	Dll1	17	3428
13389	Dll3	7	2163
13390	Dlx1	2	2779
13392	Dlx2	2	2473
13393	Dlx3	11	2604
13394	Dlx4	11	1820
13395	Dlx5	6	1410
13396	Dlx6	6	1071
13397	Dlx6as2	6	1354
13400	Dmpk	7	2760
13401	Dmwd	7	2520
13404	Dmc1	15	2219
13405	Dmd	X	13852
13406	Dmp1	5	2760
13409	Tmc1	19	4073
13411	Dnah11	12	14072
13417	Dnah8	17	14583
13418	Dnajc1	2	8583
13419	Dnase1	16	1305
13421	Dnase1l3	14	3699
13423	Dnase2a	8	1643
13424	Dync1h1	12	14398
13426	Dync1i1	6	2802
13427	Dync1i2	2	2787
13429	Dnm1	2	3784
13430	Dnm2	9	4021
13433	Dnmt1	9	6304
13434	Trdmt1	2	2637
13435	Dnmt3a	12	9947
13436	Dnmt3b	2	4327
13437	Dnpep	1	1946
13445	Cdk2ap1	5	1250
13446	Doc2a	7	2538
13447	Doc2b	11	4245
13448	Dok1	6	1805
13449	Dok2	14	1717
13476	Reep5	18	2897
13478	Dpagt1	9	1905
13479	Dpep1	8	2244
13480	Dpm1	2	2293
13481	Dpm2	2	861
13482	Dpp4	2	6301
13483	Dpp6	5	6419
13486	Dr1	5	3080
13487	Slc26a3	12	2910
13488	Drd1a	13	3581
13489	Drd2	9	1549
13490	Drd3	16	1341
13491	Drd4	7	1336
13492	Drd5	5	2802
13494	Drg1	11	1524
13495	Drg2	11	1713
13496	Arid3a	10	5421
13497	Drp2	X	6983
13498	Atn1	6	4396
13505	Dsc1	18	5007
13506	Dsc2	18	4416
13507	Dsc3	18	5348
13508	Dscam	16	7481
13510	Dsg1a	18	5627
13511	Dsg2	18	5729
13512	Dsg3	18	4108
13516	Epyc	10	1723
13518	Dst	1	30001
13521	Slc26a2	18	3863
13522	Adam28	14	4894
13524	Adam18	8	2361
13525	Adam26a	8	2491
13526	Adam24	8	2870
13527	Dtna	18	7392
13528	Dtnb	12	2645
13529	Prl8a2	13	938
13531	Usp17la	7	2649
13532	Usp17lc	7	1697
13537	Dusp2	2	1618
13542	Dvl1	4	3348
13543	Dvl2	11	2935
13544	Dvl3	16	2953
13548	Dyrk1a	16	6085
13549	Dyrk1b	7	2635
13555	E2f1	2	3099
13557	E2f3	13	5361
13559	E2f5	3	1749
13560	E4f1	17	2574
13586	Ear1	14	713
13587	Ear2	14	716
13589	Mapre1	2	7327
13590	Lefty1	1	1604
13591	Ebf1	11	5325
13592	Ebf2	14	5532
13593	Ebf3	7	5023
13595	Ebp	X	1741
13599	Ecel1	1	2985
13601	Ecm1	3	1899
13602	Sparcl1	5	3116
13603	Opn3	1	1769
13605	Ect2	3	4117
13607	Eda	X	5111
13608	Edar	10	3680
13609	S1pr1	3	3029
13610	S1pr3	13	4484
13611	S1pr4	10	2393
13612	Edil3	13	5358
13614	Edn1	13	2344
13615	Edn2	4	1244
13616	Edn3	2	2978
13617	Ednra	8	3643
13618	Ednrb	14	4355
13619	Phc1	6	3937
13626	Eed	7	2060
13627	Eef1a1	9	1789
13628	Eef1a2	2	2046
13629	Eef2	10	3100
13631	Eef2k	7	6716
13636	Efna1	3	1642
13637	Efna2	10	2131
13638	Efna3	3	1225
13639	Efna4	3	1596
13640	Efna5	17	5259
13641	Efnb1	X	3258
13642	Efnb2	8	4319
13643	Efnb3	11	3215
13644	Efs	14	3571
13645	Egf	3	4757
13646	Klk1b22	7	799
13647	Egfbp2	7	856
13648	Klk1b9	7	870
13649	Egfr	11	6438
13650	Rhbdf1	11	2939
13653	Egr1	18	3072
13654	Egr2	10	2965
13655	Egr3	14	4006
13656	Egr4	6	2100
13660	Ehd1	19	3182
13661	Ehf	2	4387
13663	Ei24	9	2291
13664	Eif1a	18	2879
13665	Eif2s1	12	3152
13666	Eif2ak3	6	4496
13667	Eif2b4	5	2101
13669	Eif3a	19	5176
13680	Ddx19a	8	2575
13681	Eif4a1	11	1880
13682	Eif4a2	16	3185
13684	Eif4e	3	2882
13685	Eif4ebp1	8	981
13688	Eif4ebp2	10	1786
13690	Eif4g2	7	7760
13706	Cela2a	4	912
13709	Elf1	14	4329
13710	Elf3	1	2000
13711	Elf5	2	2245
13712	Elk1	X	3548
13713	Elk3	10	4234
13714	Elk4	1	3671
13716	Ell	8	3085
13717	Eln	5	3781
13722	Aimp1	3	1122
13723	Emb	13	2622
13726	Emd	X	1601
13728	Mark2	19	5101
13730	Emp1	6	3046
13731	Emp2	16	3440
13732	Emp3	7	972
13733	Emr1	17	3245
13796	Emx1	6	1173
13797	Emx2	19	2598
13798	En1	1	2554
13799	En2	5	3537
13800	Enah	1	12347
13801	Enam	5	5490
13803	Enc1	13	4743
13804	Endog	2	1032
13805	Eng	2	3572
13806	Eno1	4	1776
13807	Eno2	6	2631
13808	Eno3	11	1604
13809	Enpep	3	4208
13813	Eomes	9	3715
13819	Epas1	17	5352
13821	Epb4.1l1	2	6963
13822	Epb4.1l2	10	4463
13823	Epb4.1l3	17	4045
13824	Epb4.1l4a	18	3853
13828	Epb4.2	2	3472
13829	Dmtn	14	4917
13830	Stom	2	2816
13831	Epc1	18	4651
13835	Epha1	6	3273
13836	Epha2	4	3932
13837	Epha3	16	3978
13838	Epha4	1	6328
13839	Epha5	5	7785
13840	Epha6	16	4213
13841	Epha7	4	7985
13842	Epha8	4	4713
13844	Ephb2	4	4857
13845	Ephb3	16	4145
13846	Ephb4	5	4361
13848	Ephb6	6	3760
13849	Ephx1	1	1665
13850	Ephx2	14	2588
13852	Stx2	5	2936
13853	Epm2a	10	1079
13854	Epn1	7	2565
13855	Epn2	11	4489
13856	Epo	5	715
13857	Epor	9	1829
13858	Eps15	4	5410
13859	Eps15l1	8	4720
13860	Eps8	6	4936
13861	Epx	11	2691
13863	Lcn5	2	1176
13864	Nr2f6	8	2218
13865	Nr2f1	13	2432
13866	Erbb2	11	4998
13867	Erbb3	10	4020
13869	Erbb4	1	4257
13870	Ercc1	7	1487
13871	Ercc2	7	3547
13872	Ercc3	18	2673
13874	Ereg	5	4136
13875	Erf	7	3503
13876	Erg	16	2214
13877	Erh	12	812
13884	Ces1c	8	1839
13885	Esd	14	2121
13897	Ces1e	8	2073
13909	Ces3b	8	2065
13924	Ptprv	1	6080
13929	Amz2	11	3082
13972	Gnb1l	16	3928
13982	Esr1	10	4319
13983	Esr2	12	3362
13984	Esx1	X	1600
13990	Smarcad1	6	5098
13992	Khdrbs3	15	1893
13996	Etohd2	13	3135
13998	Fgd6	10	8044
13999	Gm14288	2	856
14000	Drosha	15	4571
14004	Chchd2	5	910
14007	Celf2	2	9517
14008	Etv2	7	1048
14009	Etv1	12	4223
14011	Etv6	6	5530
14012	Mpzl2	9	3216
14013	Mecom	3	5504
14017	Evi2a	11	2296
14020	Evi5	5	5849
14025	Bcl11a	11	7017
14026	Evl	12	2697
14027	Evpl	11	6398
14028	Evx1	6	2877
14029	Evx2	2	1428
14030	Ewsr1	11	4590
14038	Wfdc18	11	544
14042	Ext1	15	3464
14043	Ext2	2	2871
14048	Eya1	1	4345
14049	Eya2	2	2758
14050	Eya3	4	5199
14051	Eya4	10	4099
14055	Ezh1	11	4194
14056	Ezh2	6	2667
14057	Sfxn1	13	2810
14058	F10	8	2693
14060	F13b	1	2378
14061	F2	2	1988
14062	F2r	13	3296
14063	F2rl1	13	2756
14064	F2rl2	13	2464
14065	F2rl3	8	1762
14066	F3	3	1876
14067	F5	1	7406
14068	F7	8	1859
14069	F8	X	7509
14070	F8a	X	2490
14071	F9	X	2733
14073	Faah	4	3816
14077	Fabp3	4	640
14079	Fabp2	3	965
14080	Fabp1	6	492
14081	Acsl1	8	3891
14082	Fadd	7	2871
14083	Ptk2	15	4991
14084	Faf1	4	4429
14085	Fah	7	1585
14086	Fscn1	5	2667
14087	Fanca	8	4541
14088	Fancc	13	4294
14089	Fap	2	2704
14102	Fas	19	1801
14103	Fasl	1	1934
14104	Fasn	11	9938
14105	Srsf10	4	5511
14106	Foxh1	15	1366
14107	Fat1	8	14627
14109	Fau	19	815
14113	Fbl	7	1159
14114	Fbln1	15	3359
14115	Fbln2	6	4477
14118	Fbn1	2	9900
14119	Fbn2	18	10480
14120	Fbp2	13	1294
14121	Fbp1	13	1479
14123	Fbrs	7	2650
14125	Fcer1a	1	1026
14126	Ms4a2	19	2815
14127	Fcer1g	1	658
14128	Fcer2a	8	2358
14129	Fcgr1	3	2589
14130	Fcgr2b	1	1546
14131	Fcgr3	1	1353
14132	Fcgrt	7	1738
14133	Fcna	2	1317
14134	Fcnb	2	1062
14137	Fdft1	14	2863
14148	Fdx1	9	861
14149	Fdxr	11	1866
14151	Fech	18	2901
14154	Fem1a	17	6816
14155	Fem1b	9	6490
14156	Fen1	19	2222
14158	Fert2	17	3627
14159	Fes	7	2762
14160	Lgr5	10	4711
14161	Fga	3	3360
14163	Fgd1	X	4166
14164	Fgf1	18	3909
14165	Fgf10	13	4572
14166	Fgf11	11	2618
14167	Fgf12	16	7400
14168	Fgf13	X	3139
14169	Fgf14	14	3442
14170	Fgf15	7	1807
14171	Fgf17	14	1687
14172	Fgf18	11	1585
14173	Fgf2	3	695
14174	Fgf3	7	1194
14175	Fgf4	7	3030
14176	Fgf5	5	2504
14177	Fgf6	6	1232
14178	Fgf7	2	2672
14179	Fgf8	19	1319
14180	Fgf9	14	4139
14181	Fgfbp1	5	1248
14182	Fgfr1	8	5025
14183	Fgfr2	7	5346
14184	Fgfr3	5	4399
14186	Fgfr4	13	3146
14187	Akr1b8	6	1304
14190	Fgl2	5	3769
14191	Fgr	4	3342
14194	Fh1	1	1632
14198	Fhit	14	987
14199	Fhl1	X	2962
14200	Fhl2	1	1677
14201	Fhl3	4	1685
14202	Fhl4	10	2670
14204	Il4i1	7	2047
14205	Figf	X	1876
14208	Ppm1g	5	2165
14211	Smc2	4	5321
14218	Sh3pxd2a	19	10464
14219	Ctgf	10	2402
14221	Fjx1	2	2427
14225	Fkbp1a	2	1641
14226	Fkbp1b	12	980
14227	Fkbp2	19	665
14228	Fkbp4	6	2167
14229	Fkbp5	17	3884
14230	Fkbp10	11	2603
14231	Fkbp7	2	898
14232	Fkbp8	8	1894
14233	Foxi1	11	2354
14234	Foxc2	8	2724
14235	Foxm1	6	4365
14236	Foxn2	17	5084
14237	Foxd4	19	2345
14238	Foxf2	13	2366
14239	Foxs1	2	1311
14240	Foxb2	19	1515
14241	Foxl1	8	2960
14245	Lpin1	12	5725
14247	Fli1	9	3087
14248	Flii	11	4012
14251	Flot1	17	1694
14252	Flot2	11	2812
14254	Flt1	5	6280
14255	Flt3	5	3656
14256	Flt3l	7	1075
14257	Flt4	11	5839
14260	Fmn1	2	14909
14261	Fmo1	1	2326
14262	Fmo3	1	2010
14263	Fmo5	3	5319
14264	Fmod	1	2859
14265	Fmr1	X	4407
14266	Aff2	X	4486
14268	Fn1	1	8425
14269	Fnbp1	2	5619
14270	Srgap2	1	8040
14272	Fnta	8	1881
14275	Folr1	7	1407
14276	Folr2	7	1081
14281	Fos	12	2094
14282	Fosb	7	3776
14283	Fosl1	19	1705
14284	Fosl2	5	5863
14287	Fpgs	2	2263
14289	Fpr2	17	1296
14290	Fpr-rs3	17	1032
14291	Fpr-rs4	17	972
14293	Fpr1	17	1323
14294	Fpr3	17	1220
14296	Frat1	19	2614
14297	Fxn	19	1095
14299	Ncs1	2	4035
14300	Frg1	8	1088
14302	Frk	10	4803
14308	Fshb	2	1594
14309	Fshr	17	2360
14311	Cidec	6	1702
14312	Brd2	17	5025
14313	Fst	13	2337
14314	Fstl1	16	3609
14317	Ftcd	10	2710
14319	Fth1	19	1511
14325	Ftl1	7	970
14339	Aktip	8	2165
14343	Fut1	7	2580
14344	Fut2	7	3059
14345	Fut4	9	3664
14346	Fut4-ps1	17	2495
14347	Fut7	2	2064
14348	Fut9	4	11990
14349	Fv1	4	1380
14356	Timm10b	7	997
14357	Dtx1	5	3715
14359	Fxr1	3	2325
14360	Fyn	10	3685
14362	Fzd1	5	4378
14365	Fzd3	14	12742
14366	Fzd4	7	3685
14367	Fzd5	1	6914
14368	Fzd6	15	4138
14369	Fzd7	1	4809
14370	Fzd8	18	3346
14371	Fzd9	5	2110
14373	G0s2	1	843
14375	Xrcc6	15	2113
14376	Ganab	19	3843
14377	G6pc	11	2245
14378	G6pc2	2	2148
14380	G6pd2	5	1635
14381	G6pdx	X	2616
14385	Slc37a4	9	2085
14387	Gaa	11	3797
14388	Gab1	8	4859
14389	Gab2	7	6008
14390	Gabpa	16	4986
14391	Gabpb1	2	5644
14394	Gabra1	11	4687
14395	Gabra2	5	2392
14396	Gabra3	X	3727
14397	Gabra4	5	4123
14399	Gabra6	11	2489
14400	Gabrb1	5	1860
14401	Gabrb2	11	7552
14402	Gabrb3	7	5698
14403	Gabrd	4	1879
14404	Gabre	X	2791
14405	Gabrg1	5	4771
14406	Gabrg2	11	3935
14407	Gabrg3	7	1673
14408	Gabrr1	4	2251
14409	Gabrr2	4	1820
14411	Slc6a12	6	2563
14412	Slc6a13	6	2150
14415	Gad1	2	3231
14417	Gad2	2	5625
14419	Gal	19	699
14420	Galc	12	3704
14421	B4galnt1	10	3289
14422	B4galnt2	11	4086
14423	Galnt1	18	4062
14425	Galnt3	2	3684
14426	Galnt4	10	5113
14427	Galr1	18	2871
14428	Galr2	11	1940
14429	Galr3	15	1245
14430	Galt	4	2000
14431	Gamt	10	944
14432	Gap43	16	1301
14433	Gapdh	6	1496
14447	Gapdhs	7	1606
14450	Gart	16	3327
14451	Gas1	13	3131
14453	Gas2	7	2137
14455	Gas5	1	2554
14456	Gas6	8	2593
14457	Gas7	11	7372
14459	Gast	11	455
14460	Gata1	X	1902
14461	Gata2	6	3243
14462	Gata3	2	3215
14463	Gata4	14	3393
14464	Gata5	2	3302
14465	Gata6	18	3194
14466	Gba	3	1950
14467	Gbas	5	2098
14468	Gbp2b	3	2820
14469	Gbp2	3	2455
14470	Rabac1	7	875
14472	Gbx2	1	2126
14473	Gc	5	1812
14479	Usp15	10	3215
14489	Mtpn	6	4042
14525	Gcsam	16	3364
14526	Gcg	2	1091
14527	Gcgr	11	1929
14528	Gch1	14	2764
14531	Gcm1	9	2034
14533	Bloc1s1	10	550
14534	Kat2a	11	3048
14536	Nr6a1	2	6308
14537	Gcnt1	19	4723
14538	Gcnt2	13	7039
14539	Opn1mw	X	1220
14544	Gda	19	5417
14545	Gdap1	1	3937
14547	Gdap2	3	2934
14548	Mrps33	6	1052
14555	Gpd1	15	2785
14559	Gdf1	8	2728
14560	Gdf10	14	2509
14561	Gdf11	10	1811
14562	Gdf3	6	2109
14563	Gdf5	2	2315
14566	Gdf9	11	1804
14567	Gdi1	X	2657
14569	Gdi2	13	2681
14570	Arhgdig	17	1032
14571	Gpd2	2	5931
14573	Gdnf	15	3509
14579	Gem	4	2257
14580	Gfap	11	4072
14581	Gfi1	5	3107
14582	Gfi1b	2	1822
14583	Gfpt1	6	6248
14584	Gfpt2	11	2986
14585	Gfra1	19	4750
14586	Gfra2	14	3462
14587	Gfra3	18	1992
14588	Gfra4	2	1499
14590	Ggh	4	1326
14593	Ggps1	13	2371
14594	Ggta1	2	3586
14595	B4galt1	4	4535
14598	Ggt1	10	2022
14599	Gh	11	903
14600	Ghr	15	4518
14601	Ghrh	2	517
14602	Ghrhr	6	1598
14603	Gif	19	1532
14605	Tsc22d3	X	2488
14607	Gip	11	649
14608	Gpr83	9	2252
14609	Gja1	10	3105
14610	Gja10	4	1518
14611	Gja3	14	2893
14612	Gja4	4	1686
14613	Gja5	3	3180
14615	Gjc1	11	2906
14616	Gja8	3	6971
14617	Gjd2	2	2879
14618	Gjb1	X	1496
14619	Gjb2	14	2404
14620	Gjb3	4	1922
14621	Gjb4	4	1445
14622	Gjb5	4	1704
14623	Gjb6	14	2198
14625	Gykl1	18	1915
14626	Gk2	5	1848
14628	Ostm1	10	3009
14629	Gclc	9	3427
14630	Gclm	3	2072
14632	Gli1	10	3662
14633	Gli2	1	6708
14634	Gli3	13	8426
14635	Galk1	11	1506
14645	Glul	1	2807
14651	Hagh	17	1278
14652	Glp1r	17	1480
14654	Glra1	11	2413
14657	Glra4	X	1411
14658	Glrb	3	3029
14659	Glrp1	1	1957
14660	Gls	1	7487
14661	Glud1	14	3158
14663	Glycam1	15	668
14664	Slc6a9	4	3272
14667	Gm2a	11	4256
14670	Gnl1	17	2744
14672	Gna11	10	3262
14673	Gna12	5	1880
14674	Gna13	11	6197
14675	Gna14	19	3383
14676	Gna15	10	1961
14677	Gnai1	5	3193
14678	Gnai2	9	2177
14679	Gnai3	3	3273
14680	Gnal	18	6064
14681	Gnao1	8	7732
14682	Gnaq	19	5634
14683	Gnas	2	6059
14685	Gnat1	9	2208
14686	Gnat2	3	1775
14687	Gnaz	10	2435
14688	Gnb1	4	3143
14693	Gnb2	5	1577
14694	Gnb2l1	11	1254
14695	Gnb3	6	1846
14696	Gnb4	3	2751
14697	Gnb5	9	2647
14699	Gngt1	6	963
14700	Gng10	4	1120
14701	Gng12	6	4363
14702	Gng2	14	4012
14704	Gng3	19	1699
14705	Bscl2	19	2276
14706	Gng4	13	2968
14707	Gng5	3	535
14708	Gng7	10	3495
14709	Gng8	7	920
14710	Gngt2	11	850
14711	Gnmt	17	1032
14712	Gnpat	8	2984
14714	Gnrh1	14	522
14715	Gnrhr	5	1207
14718	Got1	19	2057
14719	Got2	8	2345
14723	Gp1ba	11	2729
14724	Gp1bb	16	2085
14725	Lrp2	2	15467
14726	Pdpn	4	1839
14727	Gp49a	10	1487
14728	Lilrb4	10	1500
14729	Gp5	16	2199
14731	Gpaa1	15	2036
14732	Gpam	19	3828
14733	Gpc1	1	3552
14734	Gpc3	X	2268
14735	Gpc4	X	2325
14738	Gpr12	5	2750
14739	S1pr2	9	2815
14744	Gpr65	12	2147
14745	Lpar1	4	3638
14747	Cmklr1	5	2845
14748	Gpr3	4	2143
14751	Gpi1	7	2887
14755	Pigq	17	3295
14756	Gpld1	13	4659
14758	Gpm6b	X	5142
14760	Gpr19	6	2520
14761	Gpr27	6	1140
14762	Gpr33	12	1387
14763	Gpr37	6	3205
14764	Ptgdr2	19	2644
14765	Gpr50	X	1801
14766	Gpr56	8	3864
14767	Nmur1	1	1218
14768	Lancl1	1	4461
14772	Grk4	5	4634
14773	Grk5	19	3167
14775	Gpx1	9	1047
14776	Gpx2	12	1067
14777	Gpx2-ps1	7	1018
14778	Gpx3	11	1517
14780	Gpx5	13	1629
14782	Gsr	8	2672
14783	Grb10	11	5158
14784	Grb2	11	2610
14786	Grb7	11	2397
14787	Rhpn1	15	2286
14788	Gpr162	6	2675
14789	Leprel2	6	2779
14790	Grcc10	6	567
14791	Emg1	6	1045
14792	Lpcat3	6	2502
14793	Cdca3	6	1488
14794	Spsb2	6	1179
14797	Aes	10	1505
14799	Gria1	11	5978
14800	Gria2	3	7749
14802	Gria4	9	6152
14803	Grid1	14	3428
14804	Grid2	6	3024
14805	Grik1	16	3660
14806	Grik2	10	4872
14807	Grik3	4	8842
14809	Grik5	7	3838
14810	Grin1	2	4372
14811	Grin2a	16	4512
14812	Grin2b	6	7505
14813	Grin2c	11	4895
14814	Grin2d	7	4383
14815	Nr3c1	18	6329
14816	Grm1	10	6990
14823	Grm8	6	3678
14824	Grn	11	2333
14825	Cxcl1	5	949
14827	Pdia3	2	2642
14828	Hspa5	2	2616
14829	Grpr	X	2493
14836	Gsc	12	1174
14840	Gsg1	6	1486
14841	Gsg2	11	2811
14842	Gsx1	5	1772
14843	Gsx2	5	1665
14852	Gspt1	16	6825
14853	Gspt2	X	2493
14854	Gss	2	1963
14857	Gsta1	9	861
14858	Gsta2	9	855
14859	Gsta3	1	1610
14860	Gsta4	9	958
14862	Gstm1	3	1294
14863	Gstm2	3	1047
14864	Gstm3	3	1202
14865	Gstm4	3	1672
14866	Gstm5	3	911
14867	Gstm6	3	1152
14869	Gstp2	19	752
14870	Gstp1	19	744
14871	Gstt1	10	1037
14872	Gstt2	10	1370
14873	Gsto1	19	1161
14874	Gstz1	12	2108
14884	Gtf2h1	7	2907
14885	Gtf2h4	17	1613
14886	Gtf2i	5	4469
14894	Gtl3	8	1294
14897	Trip12	1	9632
14904	Gtpbp1	15	3398
14910	Gt(ROSA)26Sor	6	1604
14911	Thumpd3	6	2061
14912	Nkx6-2	7	1907
14913	Guca1a	17	873
14915	Guca2a	4	560
14916	Guca2b	4	600
14917	Gucy2c	6	3936
14918	Gucy2d	7	3633
14919	Gucy2e	11	8331
14923	Guk1	11	1137
14924	Magi1	6	9853
14933	Gyk	X	4427
14934	Gypa	8	1827
14936	Gys1	7	3681
14938	Gzma	13	878
14939	Gzmb	14	1416
14940	Gzmc	14	934
14941	Gzmd	14	937
14942	Gzme	14	923
14943	Gzmf	14	909
14944	Gzmg	14	910
14945	Gzmk	13	792
14950	H13	2	9936
14955	H19	7	2615
14957	Hist1h1d	13	776
14958	H1f0	15	2289
14960	H2-Aa	17	1069
14961	H2-Ab1	17	1193
14962	Cfb	17	2747
14963	H2-Bl	17	1164
14964	H2-D1	17	1736
14969	H2-Eb1	17	1669
14972	H2-K1	17	1646
14976	H2-Ke2	17	719
14977	Slc39a7	17	2393
14979	H2-Ke6	17	964
14980	H2-L	17	1064
14985	H2-M10.1	17	1387
14990	H2-M2	17	1528
14991	H2-M3	17	1425
14997	H2-M9	17	1029
14998	H2-DMa	17	1658
14999	H2-DMb1	17	1284
15000	H2-DMb2	17	786
15001	H2-Oa	17	1049
15002	H2-Ob	17	2670
15006	H2-Q1	17	2024
15007	H2-Q10	17	1473
15013	H2-Q2	17	1099
15015	H2-Q4	17	1793
15016	H2-Q5	17	1181
15018	H2-Q7	17	1536
15019	H2-Q8	17	1011
15024	H2-T10	17	2897
15039	H2-T22	17	1758
15040	H2-T23	17	1317
15042	H2-T24	17	2182
15043	H2-T3	17	2178
15051	H2-T9	17	1639
15061	Ifi44l	3	1286
15064	Mr1	1	2509
15077	Hist2h3c1	3	664
15078	H3f3a	1	1076
15081	H3f3b	11	1993
15107	Hadh	3	1788
15108	Hsd17b10	X	911
15109	Hal	10	2758
15110	Hand1	11	1898
15111	Hand2	8	2235
15112	Hao1	2	2029
15114	Hap1	11	3706
15115	Hars	18	1989
15116	Has1	17	2092
15117	Has2	15	4244
15118	Has3	8	5912
15122	Hba-a1	11	1118
15126	Hba-x	11	600
15129	Hbb-b1	7	631
15130	Hbb-b2	7	630
15132	Hbb-bh1	7	610
15135	Hbb-y	7	619
15139	Hc	2	5448
15159	Hccs	X	2382
15160	Serpind1	16	2188
15161	Hcfc1	X	8138
15162	Hck	2	2092
15163	Hcls1	16	2018
15165	Hcn1	13	7911
15166	Hcn2	10	3195
15168	Hcn3	3	3262
15170	Ptpn6	6	2430
15171	Hcrt	11	584
15182	Hdac2	10	2004
15183	Hdac3	18	2005
15184	Hdac5	11	4426
15185	Hdac6	X	4142
15186	Hdc	2	2399
15191	Hdgf	3	2245
15192	Hdgfl1	13	1994
15193	Hdgfrp2	17	2251
15194	Htt	5	13219
15199	Hebp1	6	1061
15200	Hbegf	18	2375
15201	Hells	19	3019
15202	Hemt1	15	803
15203	Heph	X	5933
15204	Herc2	7	15346
15205	Hes1	16	1451
15206	Hes2	4	2521
15207	Hes3	4	1829
15208	Hes5	4	1273
15209	Hesx1	14	1137
15211	Hexa	9	1865
15212	Hexb	13	1905
15213	Hey1	3	2205
15214	Hey2	10	2532
15216	Hfe	13	1722
15218	Foxn1	11	3264
15220	Foxq1	13	2805
15221	Foxd3	4	2373
15223	Foxj1	11	2578
15227	Foxf1	8	2425
15228	Foxg1	12	3985
15229	Foxd1	13	2461
15233	Hgd	16	1708
15234	Hgf	5	3638
15235	Mst1	9	2286
15239	Hgs	11	2908
15242	Hhex	19	1771
15245	Hhip	8	9078
15247	Hiat1	3	2779
15248	Hic1	11	4492
15251	Hif1a	12	4761
15254	Hint1	11	576
15257	Hipk1	3	8049
15258	Hipk2	6	4488
15259	Hipk3	2	7496
15260	Hira	16	4533
15267	Hist2h2aa1	3	556
15270	H2afx	9	1359
15273	Hivep2	10	9768
15275	Hk1	10	4509
15277	Hk2	6	5511
15278	Tfb2m	1	2448
15284	Hlx	1	2147
15285	Mnx1	5	1456
15288	Hmbs	9	1757
15289	Hmgb1	5	2310
15312	Hmgn1	16	1200
15331	Hmgn2	4	1254
15353	Hmg20b	10	1659
15354	Hmgb3	X	1656
15356	Hmgcl	4	1413
15357	Hmgcr	13	4430
15360	Hmgcs2	3	3294
15361	Hmga1	17	2046
15364	Hmga2	10	4176
15365	Hmga2-ps1	1	1510
15366	Hmmr	11	3914
15368	Hmox1	8	1576
15369	Hmox2	16	1366
15370	Nr4a1	15	2476
15371	Hmx1	5	1508
15372	Hmx2	7	1669
15373	Hmx3	7	1367
15374	Hn1	11	1358
15375	Foxa1	12	3187
15376	Foxa2	2	2370
15377	Foxa3	7	2039
15378	Hnf4a	2	4358
15379	Onecut1	9	1823
15381	Hnrnpc	14	2844
15382	Hnrnpa1	15	2190
15384	Hnrnpab	11	2545
15387	Hnrnpk	13	1978
15388	Hnrnpl	7	2142
15394	Hoxa1	6	2474
15395	Hoxa10	6	3142
15396	Hoxa11	6	2288
15397	Hoxa11os	6	1839
15398	Hoxa13	6	1313
15399	Hoxa2	6	1775
