"","Collection","Gene_set","Size","NES_b_cell","PValue_b_cell","FDR_b_cell","SLE>Control","NES_t_cell","PValue_t_cell","FDR_t_cell","SLE>Control"
"158","C4_Cancer_gene_neighborhoods","C4_CGN_334_GNF2_CD97",38,-2.2985,0,0,"No",-0.6695,0.96,1,"No"
"159","C7_Immunologic_signatures","C7_ALL_1553_GSE37416_0H_VS_12H_F_TULARENSIS_LVS_NEUTROPHIL_UP",196,-2.297,0,0,"No",-0.9578,0.54,1,"No"
"160","C2_Chemical_and_genetic_perturbations","C2_CGP_222_TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_16D_UP",171,-2.2963,0,0,"No",1.3417,0.015,0.35,"Yes"
"161","C7_Immunologic_signatures","C7_ALL_1889_GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_UP",198,-2.2959,0,0,"No",-1.0349,0.35,1,"No"
"162","KEGG_compound","C14786__1R_2S_NAPHTHALENE_1_2_OXIDE_1R_2S_NAPHTHALENE_EPOXIDE",25,-2.2953,0,0,"No",-2.0603,0,0.012,"No"
"163","GO_BP","491808_GO_0006968_CELLULAR_DEFENSE_RESPONSE",55,-2.295,0,0.00013,"No",0.85,0.76,1,"Yes"
"164","GO_BP","515418_GO_0070486_LEUKOCYTE_AGGREGATION",225,-2.2897,0,0.00012,"No",-0.7954,0.96,1,"No"
"165","C4_Cancer_modules","C4_CM_160_MODULE_170",98,-2.2889,0,0,"No",1.2847,0.066,0.3,"Yes"
"166","GO_BP","507785_GO_0045428_REGULATION_OF_NITRIC_OXIDE_BIOSYNTHETIC_PROCESS",47,-2.2858,0,0.00011,"No",-1.2547,0.14,0.91,"No"
"167","C2_Chemical_and_genetic_perturbations","C2_CGP_2510_GOLDRATH_ANTIGEN_RESPONSE",344,-2.2846,0,0,"No",1.2193,0.034,0.47,"Yes"
"168","C7_Immunologic_signatures","C7_ALL_72_GSE11057_NAIVE_VS_MEMORY_CD4_TCELL_DN",197,-2.2823,0,0,"No",0.6563,1,1,"Yes"
"169","GO_BP","491798_GO_0006954_INFLAMMATORY_RESPONSE",413,-2.2823,0,1e-04,"No",-1.1551,0.097,0.92,"No"
"170","GO_BP","754528_GO_1901568_FATTY_ACID_DERIVATIVE_METABOLIC_PROCESS",94,-2.2793,0,9.3e-05,"No",-1.0232,0.39,0.97,"No"
"171","C2_Chemical_and_genetic_perturbations","C2_CGP_1521_GERY_CEBP_TARGETS",125,-2.2789,0,0,"No",-1.3678,0.022,0.64,"No"
"172","C7_Immunologic_signatures","C7_ALL_1895_GSE9988_LPS_VS_LPS_AND_ANTI_TREM1_MONOCYTE_UP",195,-2.277,0,0,"No",-0.8982,0.75,1,"No"
"173","C2_BioCarta_Pathways","C2_CP_BIOCARTA_6_BIOCARTA_GRANULOCYTES_PATHWAY",14,-2.2766,0,0,"No",-1.2011,0.24,1,"No"
"174","GO_BP","499914_GO_0030593_NEUTROPHIL_CHEMOTAXIS",42,-2.2763,0,8.6e-05,"No",-1.0824,0.34,0.95,"No"
"175","C7_Immunologic_signatures","C7_ALL_1822_GSE7852_LN_VS_FAT_TCONV_DN",200,-2.2758,0,0,"No",-0.7704,0.96,1,"No"
"176","GO_BP","505284_GO_0042108_POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS",58,-2.2751,0,8.1e-05,"No",-1.2102,0.15,0.88,"No"
"177","C4_Cancer_modules","C4_CM_71_MODULE_76",76,-2.2742,0,0,"No",1.2035,0.14,0.39,"Yes"
"178","KEGG_compound","C14802_1_NITRONAPHTHALENE_7_8_OXIDE",19,-2.2734,0,0,"No",-1.9333,0,0.0045,"No"
"179","C7_Immunologic_signatures","C7_ALL_1676_GSE3982_BCELL_VS_BASOPHIL_DN",197,-2.2728,0,0,"No",0.9517,0.6,0.89,"Yes"
"180","C2_Chemical_and_genetic_perturbations","C2_CGP_2549_RUTELLA_RESPONSE_TO_HGF_DN",234,-2.2712,0,2.7e-05,"No",-0.997,0.45,1,"No"
"181","C4_Cancer_gene_neighborhoods","C4_CGN_409_GNF2_SPI1",34,-2.2706,0,0,"No",0.6357,0.96,1,"Yes"
"182","C2_BioCarta_Pathways","C2_CP_BIOCARTA_47_BIOCARTA_CTL_PATHWAY",13,-2.2706,0,0,"No",1.3466,0.12,0.52,"Yes"
"183","C2_Chemical_and_genetic_perturbations","C2_CGP_2548_RUTELLA_RESPONSE_TO_HGF_UP",413,-2.2701,0,2.6e-05,"No",0.7779,1,1,"Yes"
"184","C4_Cancer_gene_neighborhoods","C4_CGN_384_GNF2_MYD88",60,-2.2689,0,0,"No",1.1115,0.26,0.35,"Yes"
"185","C2_Chemical_and_genetic_perturbations","C2_CGP_304_NAGASHIMA_EGF_SIGNALING_UP",58,-2.2686,0,2.6e-05,"No",-2.0267,0,0.075,"No"
"186","C7_Immunologic_signatures","C7_ALL_972_GSE22886_DC_VS_MONOCYTE_DN",199,-2.2661,0,0,"No",0.8456,0.89,1,"Yes"
"187","C2_Chemical_and_genetic_perturbations","C2_CGP_3063_WANG_RESPONSE_TO_GSK3_INHIBITOR_SB216763_UP",376,-2.2655,0,2.5e-05,"No",-0.9387,0.65,1,"No"
"188","KEGG_pathway","HSA04640_HEMATOPOIETIC_CELL_LINEAGE",85,-2.2636,0,0,"No",1.018,0.42,0.85,"Yes"
"189","C2_Chemical_and_genetic_perturbations","C2_CGP_1146_AMIT_SERUM_RESPONSE_40_MCF10A",32,-2.2612,0,2.5e-05,"No",-1.7411,0.008,0.35,"No"
"190","C2_Chemical_and_genetic_perturbations","C2_CGP_2983_DAZARD_UV_RESPONSE_CLUSTER_G28",20,-2.2612,0,2.4e-05,"No",-1.9245,0.002,0.1,"No"
"191","GO_BP","946597_GO_1990266_NEUTROPHIL_MIGRATION",44,-2.2604,0,7.6e-05,"No",-0.9868,0.47,1,"No"
"192","C1_Positional","C1_ALL_235_CHR11Q11",46,-2.2592,0,0.00097,"No",2.2543,0,0,"Yes"
"193","REACTOME","1127556_REACT_264075_ATTENUATION_PHASE",14,-2.259,0,0,"No",-2.0208,0,0.025,"No"
"194","C7_Immunologic_signatures","C7_ALL_1267_GSE29617_DAY3_VS_DAY7_TIV_FLU_VACCINE_PBMC_2008_UP",187,-2.2563,0,0,"No",0.8872,0.81,1,"Yes"
"195","GO_BP","516517_GO_0071593_LYMPHOCYTE_AGGREGATION",219,-2.2559,0,7.1e-05,"No",-0.7694,0.99,1,"No"
"196","GO_BP","489292_GO_0042026_PROTEIN_REFOLDING",22,-2.254,0,6.7e-05,"No",-1.8117,0,0.43,"No"
"197","C7_Immunologic_signatures","C7_ALL_17_GOLDRATH_EFF_VS_MEMORY_CD8_TCELL_UP",200,-2.2529,0,0,"No",0.9556,0.57,0.88,"Yes"
"198","C2_Chemical_and_genetic_perturbations","C2_CGP_3269_HUANG_GATA2_TARGETS_UP",147,-2.252,0,2.4e-05,"No",0.9688,0.54,0.84,"Yes"
"199","C4_Cancer_modules","C4_CM_116_MODULE_121",93,-2.2505,0,0,"No",-0.937,0.59,0.89,"No"
"200","KEGG_compound","C06790_TRICHLOROETHENE_TRICHLOROETHYLENE_TCE",19,-2.2503,0,0,"No",-1.9838,0.0019,0.0019,"No"
"201","GO_BP","503315_GO_0034109_HOMOTYPIC_CELL_CELL_ADHESION",275,-2.2489,0,6.4e-05,"No",0.9337,0.69,1,"Yes"
"202","C7_Immunologic_signatures","C7_ALL_62_GSE11057_NAIVE_VS_CENT_MEMORY_CD4_TCELL_DN",198,-2.2487,0,0,"No",-0.5612,1,1,"No"
"203","C2_Chemical_and_genetic_perturbations","C2_CGP_2518_LINDSTEDT_DENDRITIC_CELL_MATURATION_D",67,-2.2482,0,4.6e-05,"No",0.8078,0.85,0.99,"Yes"
"204","KEGG_compound","C14787__1S_2R_NAPHTHALENE_1_2_OXIDE_1S_2R_NAPHTHALENE_EPOXIDE",24,-2.2467,0,0,"No",-2.0279,0,0.0034,"No"
"205","C7_Immunologic_signatures","C7_ALL_944_GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_DN",195,-2.2427,0,0,"No",0.7947,0.96,1,"Yes"
"206","GO_BP","505286_GO_0042110_T_CELL_ACTIVATION",217,-2.2424,0,0.00018,"No",-0.7584,0.99,1,"No"
"207","GO_BP","515421_GO_0070489_T_CELL_AGGREGATION",217,-2.2394,0,0.00017,"No",-0.7625,0.98,1,"No"
"208","C2_Chemical_and_genetic_perturbations","C2_CGP_357_HAHTOLA_SEZARY_SYNDROM_DN",39,-2.2384,0,4.5e-05,"No",0.7448,0.89,1,"Yes"
"209","C2_BioCarta_Pathways","C2_CP_BIOCARTA_192_BIOCARTA_THELPER_PATHWAY",12,-2.2376,0,0,"No",1.4928,0.064,0.37,"Yes"
"210","GO_BP","491578_GO_0006690_ICOSANOID_METABOLIC_PROCESS",93,-2.2368,0,0.00016,"No",-1.041,0.37,0.98,"No"
"211","C6_Oncogenic_signatures","C6_ALL_132_RPS14_DN_V1_UP",186,-2.2323,0,0,"No",0.9318,0.64,0.91,"Yes"
"212","C7_Immunologic_signatures","C7_ALL_939_GSE22886_CD8_TCELL_VS_BCELL_NAIVE_UP",199,-2.2323,0,0,"No",1.0582,0.29,0.56,"Yes"
"213","REACTOME","105721_REACT_6959_PHASE_II_CONJUGATION",89,-2.2302,0,0,"No",-1.0309,0.39,0.97,"No"
"214","C7_Immunologic_signatures","C7_ALL_946_GSE22886_NAIVE_VS_IGM_MEMORY_BCELL_DN",196,-2.2292,0,0,"No",0.8678,0.83,1,"Yes"
"215","C6_Oncogenic_signatures","C6_ALL_70_RAF_UP_V1_UP",188,-2.228,0,0,"No",-0.7488,0.99,1,"No"
"216","C4_Cancer_modules","C4_CM_208_MODULE_223",136,-2.2274,0,0,"No",0.9338,0.63,0.81,"Yes"
"217","C2_Chemical_and_genetic_perturbations","C2_CGP_1657_LIAN_LIPA_TARGETS_6M",74,-2.2274,0,6.7e-05,"No",1.0147,0.41,0.78,"Yes"
"218","C7_Immunologic_signatures","C7_ALL_332_GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_DN",199,-2.2274,0,0,"No",-1.731,0,0.0018,"No"
"219","GO_BP","513882_GO_0060326_CELL_CHEMOTAXIS",146,-2.2271,0,0.00026,"No",1.0248,0.38,0.97,"Yes"
"220","GO_BP","505226_GO_0042035_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS",93,-2.2271,0,0.00025,"No",-1.0257,0.41,0.97,"No"
"221","GO_BP","493740_GO_0009620_RESPONSE_TO_FUNGUS",37,-2.2271,0,0.00024,"No",1.3832,0.048,0.57,"Yes"
"222","KEGG_pathway","HSA05162_MEASLES",130,-2.2256,0,0,"No",-0.8625,0.79,1,"No"
"223","C2_Chemical_and_genetic_perturbations","C2_CGP_2681_VALK_AML_CLUSTER_5",33,-2.2237,0,6.6e-05,"No",-0.7412,0.86,1,"No"
"224","KEGG_compound","C14839_BROMOBENZENE_3_4_OXIDE_BROMOBENZENE_3_4_EPOXIDE",18,-2.2234,0,0,"No",-1.8811,0,0.0087,"No"
"225","C4_Cancer_modules","C4_CM_123_MODULE_128",95,-2.2229,0,0,"No",1.3117,0.056,0.26,"Yes"
"226","C7_Immunologic_signatures","C7_ALL_937_GSE22886_TCELL_VS_BCELL_NAIVE_UP",198,-2.2211,0,0,"No",1.3752,0.0096,0.048,"Yes"
"227","C0_Hallmark","H_ALL_23_HALLMARK_COMPLEMENT",199,-2.2206,0,0,"No",0.6704,1,0.99,"Yes"
"228","C2_Chemical_and_genetic_perturbations","C2_CGP_2847_HOSHIDA_LIVER_CANCER_SUBCLASS_S1",234,-2.2203,0,6.5e-05,"No",0.9939,0.46,0.81,"Yes"
"229","C7_Immunologic_signatures","C7_ALL_1669_GSE3982_NEUTROPHIL_VS_NKCELL_UP",199,-2.2201,0,0,"No",0.8858,0.8,1,"Yes"
"230","C2_Chemical_and_genetic_perturbations","C2_CGP_263_PAPASPYRIDONOS_UNSTABLE_ATEROSCLEROTIC_PLAQUE_UP",52,-2.2187,0,6.4e-05,"No",0.8209,0.79,0.98,"Yes"
"231","C2_Chemical_and_genetic_perturbations","C2_CGP_2223_WORSCHECH_TUMOR_REJECTION_UP",53,-2.2181,0,8.3e-05,"No",-1.0149,0.4,0.98,"No"
"232","C2_Chemical_and_genetic_perturbations","C2_CGP_2500_SEKI_INFLAMMATORY_RESPONSE_LPS_UP",77,-2.2178,0,8.2e-05,"No",-1.2911,0.083,0.7,"No"
"233","KEGG_compound","C14870_2_BROMOACETALDEHYDE",17,-2.2171,0,0,"No",-1.9519,0,0.0033,"No"
"234","GO_BP","511700_GO_0050729_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE",88,-2.2146,0,0.00023,"No",-0.9662,0.53,1,"No"
"235","C7_Immunologic_signatures","C7_ALL_1756_GSE6269_E_COLI_VS_STREP_AUREUS_INF_PBMC_DN",172,-2.2138,0,0,"No",-0.807,0.92,1,"No"
"236","C2_Chemical_and_genetic_perturbations","C2_CGP_3328_BOSCO_TH1_CYTOTOXIC_MODULE",112,-2.2129,0,1e-04,"No",0.9301,0.62,0.89,"Yes"
"237","GO_BP","494734_GO_2000379_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS",74,-2.2128,0,0.00022,"No",-0.9402,0.58,1,"No"
"238","C7_Immunologic_signatures","C7_ALL_1891_GSE9988_ANTI_TREM1_VS_VEHICLE_TREATED_MONOCYTES_UP",194,-2.2126,0,0,"No",0.8912,0.79,1,"Yes"
"239","GO_BP","751072_GO_0036152_PHOSPHATIDYLETHANOLAMINE_ACYL_CHAIN_REMODELING",22,-2.2111,0,0.00022,"No",-0.9257,0.58,1,"No"
"240","GO_BP","501728_GO_0032496_RESPONSE_TO_LIPOPOLYSACCHARIDE",250,-2.2107,0,0.00021,"No",-0.8291,0.93,1,"No"
"241","GO_BP","502776_GO_0033559_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS",105,-2.2101,0,2e-04,"No",-1.0782,0.29,0.95,"No"
"242","C2_Chemical_and_genetic_perturbations","C2_CGP_251_TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_DN",183,-2.2092,0,9.9e-05,"No",0.862,0.85,0.96,"Yes"
"243","GO_MF","489730_GO_0004364_GLUTATHIONE_TRANSFERASE_ACTIVITY",21,-2.2088,0,0.0023,"No",-1.844,0.0038,0.15,"No"
"244","C2_Chemical_and_genetic_perturbations","C2_CGP_3304_GUILLAUMOND_KLF10_TARGETS_DN",30,-2.2081,0,9.8e-05,"No",-1.0169,0.43,0.99,"No"
"245","GO_BP","1047426_GO_1903426_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",54,-2.2065,0,0.00019,"No",-1.1911,0.19,0.9,"No"
"246","C7_Immunologic_signatures","C7_ALL_974_GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_DN",193,-2.2044,0,0,"No",0.959,0.57,0.87,"Yes"
"247","GO_BP","516545_GO_0071621_GRANULOCYTE_CHEMOTAXIS",49,-2.2043,0,0.00019,"No",-0.7349,0.91,1,"No"
"248","C2_Chemical_and_genetic_perturbations","C2_CGP_1979_DAZARD_UV_RESPONSE_CLUSTER_G2",30,-2.2036,0,9.6e-05,"No",-1.5571,0.023,0.43,"No"
"249","GO_BP","487587_GO_0001676_LONG_CHAIN_FATTY_ACID_METABOLIC_PROCESS",96,-2.203,0,0.00018,"No",-1.0385,0.37,0.98,"No"
"250","KEGG_compound","C14857_1_1_DICHLOROETHYLENE_EPOXIDE_2_2_DICHLOROOXIRANE",17,-2.2027,0,0,"No",-2.0077,0.0018,0.0025,"No"
"251","C2_BioCarta_Pathways","C2_CP_BIOCARTA_191_BIOCARTA_TCYTOTOXIC_PATHWAY",12,-2.2017,0,0,"No",1.6755,0.01,0.26,"Yes"
"252","C2_Chemical_and_genetic_perturbations","C2_CGP_302_NAGASHIMA_NRG1_SIGNALING_UP",174,-2.2011,0,9.5e-05,"No",-1.7127,0,0.34,"No"
"253","C2_Chemical_and_genetic_perturbations","C2_CGP_1833_BURTON_ADIPOGENESIS_PEAK_AT_2HR",51,-2.2009,0,9.3e-05,"No",-1.578,0.011,0.46,"No"
"254","GO_BP","488111_GO_0002237_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN",263,-2.1988,0,0.00018,"No",-0.8595,0.89,1,"No"
"255","C2_Chemical_and_genetic_perturbations","C2_CGP_2572_HINATA_NFKB_TARGETS_KERATINOCYTE_UP",89,-2.1988,0,9.2e-05,"No",-0.9678,0.52,1,"No"
"256","C7_Immunologic_signatures","C7_ALL_1555_GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP",193,-2.198,0,0,"No",-0.9319,0.63,1,"No"
"257","GO_BP","507786_GO_0045429_POSITIVE_REGULATION_OF_NITRIC_OXIDE_BIOSYNTHETIC_PROCESS",36,-2.1975,0,0.00017,"No",-0.8271,0.76,1,"No"
"258","KEGG_compound","C14858_2_2_DICHLOROACETALDEHYDE",17,-2.1964,0,0,"No",-1.9844,0,0.002,"No"
"259","C2_Chemical_and_genetic_perturbations","C2_CGP_1520_THEILGAARD_NEUTROPHIL_AT_SKIN_WOUND_UP",77,-2.1936,0,9.1e-05,"No",0.8752,0.73,0.95,"Yes"
"260","KEGG_compound","C13645_HYDROBROMIC_ACID_HBR",17,-2.1932,0,0.00014,"No",-1.9748,0,0.0024,"No"
"261","C4_Cancer_modules","C4_CM_87_MODULE_92",138,-2.1928,0,0.00011,"No",-1.3598,0.02,0.53,"No"
"262","KEGG_pathway","HSA00980_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450",70,-2.1924,0,0,"No",-1.3416,0.049,0.34,"No"
"263","C7_Immunologic_signatures","C7_ALL_1027_GSE24142_DN2_VS_DN3_THYMOCYTE_UP",197,-2.1922,0,0,"No",-0.7221,0.99,1,"No"
"264","KEGG_pathway","HSA04650_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY",123,-2.1907,0,0,"No",-0.7641,0.96,1,"No"
"265","C4_Cancer_modules","C4_CM_103_MODULE_108",49,-2.1883,0,2e-04,"No",1.6302,0.0066,0.063,"Yes"
"266","C2_Chemical_and_genetic_perturbations","C2_CGP_3313_PHONG_TNF_RESPONSE_VIA_P38_PARTIAL",160,-2.188,0,8.9e-05,"No",-1.5104,0.0018,0.45,"No"
"267","GO_BP","911357_GO_0097530_GRANULOCYTE_MIGRATION",53,-2.1876,0,0.00017,"No",0.8487,0.76,1,"Yes"
"268","C2_Chemical_and_genetic_perturbations","C2_CGP_2805_KUROZUMI_RESPONSE_TO_ONCOCYTIC_VIRUS",44,-2.1866,0,8.8e-05,"No",1.2716,0.12,0.42,"Yes"
"269","GO_BP","496376_GO_0016337_SINGLE_ORGANISMAL_CELL_CELL_ADHESION",437,-2.1864,0,2e-04,"No",-0.8683,0.91,1,"No"
"270","C0_Hallmark","H_ALL_10_HALLMARK_APOPTOSIS",160,-2.1858,0,0,"No",-1.0532,0.34,0.86,"No"
"271","KEGG_pathway","HSA05133_PERTUSSIS",73,-2.1849,0,0,"No",-1.3821,0.044,0.34,"No"
"272","KEGG_compound","C14859_CHLOROACETYL_CHLORIDE",17,-2.184,0,0.00013,"No",-2.0259,0,0.0028,"No"
"273","C4_Cancer_modules","C4_CM_162_MODULE_172",93,-2.1837,0,0.00018,"No",1.0103,0.45,0.7,"Yes"
"274","GO_BP","511698_GO_0050727_REGULATION_OF_INFLAMMATORY_RESPONSE",251,-2.1837,0,0.00022,"No",-0.8095,0.95,1,"No"
"275","C2_Chemical_and_genetic_perturbations","C2_CGP_519_MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN",61,-2.1833,0,8.7e-05,"No",1.0582,0.31,0.7,"Yes"
"276","C2_Chemical_and_genetic_perturbations","C2_CGP_1339_YAGI_AML_RELAPSE_PROGNOSIS",35,-2.1824,0,8.6e-05,"No",-0.6402,0.95,1,"No"
"277","GO_BP","498212_GO_0019369_ARACHIDONIC_ACID_METABOLIC_PROCESS",62,-2.1822,0,0.00022,"No",-1.1249,0.24,0.94,"No"
"278","KEGG_pathway","HSA05204_CHEMICAL_CARCINOGENESIS",77,-2.182,0,0,"No",-1.2055,0.16,0.53,"No"
"279","GO_BP","754690_GO_1901739_REGULATION_OF_MYOBLAST_FUSION",17,-2.1819,0,0.00021,"No",1.1493,0.26,0.84,"Yes"
"280","C2_Chemical_and_genetic_perturbations","C2_CGP_97_FULCHER_INFLAMMATORY_RESPONSE_LECTIN_VS_LPS_DN",454,-2.1806,0,8.4e-05,"No",-0.6357,1,1,"No"
"281","KEGG_compound","C14800_1_NITRONAPHTHALENE_5_6_OXIDE",20,-2.1801,0,0.00012,"No",-1.8882,0,0.008,"No"
"282","C7_Immunologic_signatures","C7_ALL_389_GSE15767_MED_VS_SCS_MAC_LN_UP",200,-2.18,0,0,"No",-0.9504,0.59,1,"No"
"283","GO_BP","982307_GO_0098602_SINGLE_ORGANISM_CELL_ADHESION",486,-2.1794,0,0.00021,"No",-0.9686,0.58,1,"No"
"284","GO_BP","517936_GO_2000377_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS",129,-2.1783,0,0.00026,"No",-1.0632,0.35,0.96,"No"
"285","C4_Cancer_modules","C4_CM_256_MODULE_291",65,-2.1774,0,0.00017,"No",1.0431,0.34,0.64,"Yes"
"286","GO_BP","501340_GO_0032103_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS",221,-2.1773,0,0.00028,"No",-0.9434,0.62,1,"No"
"287","KEGG_compound","C11088_1_2_DIBROMOETHANE_ETHYLENE_DIBROMIDE",17,-2.1771,0,0.00011,"No",-2.0382,0,0.011,"No"
"288","GO_BP","493739_GO_0009617_RESPONSE_TO_BACTERIUM",404,-2.1768,0,3e-04,"No",0.9107,0.81,1,"Yes"
"289","KEGG_compound","C00162_FATTY_ACID",49,-2.1751,0,1e-04,"No",-0.9373,0.56,1,"No"
"290","GO_BP","489314_GO_0042742_DEFENSE_RESPONSE_TO_BACTERIUM",161,-2.1736,0,3e-04,"No",1.0252,0.38,0.97,"Yes"
"291","C7_Immunologic_signatures","C7_ALL_194_GSE13485_CTRL_VS_DAY7_YF17D_VACCINE_PBMC_DN",200,-2.173,0,0,"No",0.9944,0.48,0.76,"Yes"
"292","GO_BP","501948_GO_0032722_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION",40,-2.1719,0,0.00029,"No",-1.0063,0.45,0.98,"No"
"293","C2_Chemical_and_genetic_perturbations","C2_CGP_114_CASORELLI_ACUTE_PROMYELOCYTIC_LEUKEMIA_UP",173,-2.1698,0,8.3e-05,"No",0.8379,0.89,0.98,"Yes"
"294","REACTOME","645317_REACT_121369_ACYL_CHAIN_REMODELLING_OF_PE",21,-2.1695,0,0.00025,"No",-0.9143,0.58,1,"No"
"295","REACTOME","771578_REACT_160274_FCGR_ACTIVATION",13,-2.1694,0,2e-04,"No",-0.6234,0.93,1,"No"
"296","C7_Immunologic_signatures","C7_ALL_1742_GSE6269_HEALTHY_VS_FLU_INF_PBMC_DN",160,-2.1683,0,0,"No",0.6809,1,1,"Yes"
"297","GO_BP","987837_GO_1903036_POSITIVE_REGULATION_OF_RESPONSE_TO_WOUNDING",134,-2.1682,0,0.00031,"No",0.8501,0.84,1,"Yes"
"298","C2_Chemical_and_genetic_perturbations","C2_CGP_1351_GOLUB_ALL_VS_AML_DN",24,-2.1679,0,8.2e-05,"No",-0.9896,0.45,1,"No"
"299","GO_BP","511837_GO_0050900_LEUKOCYTE_MIGRATION",234,-2.1676,0,0.00033,"No",0.995,0.45,0.98,"Yes"
"300","KEGG_reaction","R07084_7_8_DIHYDRO_7_HYDROXY_8_S_GLUTATHIONYL_BENZO_A_PYRENE_HYDROLASE_BENZO_A_PYRENE_7_8_DIOL_GLUTATHIONE_7_8_DIHYDRO_7_HYDROXY_8_S_GLUTATHIONYL_BENZO_A_PYRENE_H2O",16,-2.1676,0,0,"No",-2.0319,0.0019,0.0035,"No"
"301","GO_CC","507297_GO_0044291_CELL_CELL_CONTACT_ZONE",59,-2.1673,0,0.00098,"No",-1.2901,0.1,0.66,"No"
"302","C2_Chemical_and_genetic_perturbations","C2_CGP_3373_GHANDHI_DIRECT_IRRADIATION_UP",106,-2.1666,0,8.1e-05,"No",-1.3192,0.04,0.7,"No"
"303","C7_Immunologic_signatures","C7_ALL_1058_GSE24634_TREG_VS_TCONV_POST_DAY5_IL4_CONVERSION_DN",197,-2.1662,0,0,"No",-0.7294,1,1,"No"
"304","KEGG_compound","C14863_2_S_GLUTATHIONYL_ACETYL_GLUTATHIONE",16,-2.1654,0,9.6e-05,"No",-2.0129,0,0.0026,"No"
"305","C2_Chemical_and_genetic_perturbations","C2_CGP_532_KAN_RESPONSE_TO_ARSENIC_TRIOXIDE",117,-2.1652,0,9.6e-05,"No",0.8822,0.75,0.94,"Yes"
"306","C4_Cancer_modules","C4_CM_334_MODULE_399",51,-2.1649,0,0.00016,"No",0.9315,0.59,0.81,"Yes"
"307","KEGG_pathway","HSA04978_MINERAL_ABSORPTION",49,-2.1646,0,0,"No",-0.8268,0.79,1,"No"
"308","C2_Chemical_and_genetic_perturbations","C2_CGP_1976_MAHAJAN_RESPONSE_TO_IL1A_UP",77,-2.164,0,0.00011,"No",-0.9918,0.48,1,"No"
"309","C4_Cancer_modules","C4_CM_280_MODULE_321",111,-2.1637,0,0.00015,"No",0.6772,0.99,1,"Yes"
"310","KEGG_compound","C14793__1R_GLUTATHIONYL_2R_HYDROXY_1_2_DIHYDRONAPHTHALENE",16,-2.1637,0,9e-05,"No",-2.0002,0,0.0022,"No"
"311","C4_Cancer_gene_neighborhoods","C4_CGN_288_GNF2_CDC20",56,-2.163,0,3.5e-05,"No",-0.9816,0.49,0.87,"No"
"312","GO_BP","1047428_GO_1903428_POSITIVE_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS",38,-2.1622,0,0.00035,"No",-0.8028,0.82,1,"No"
"313","C2_Chemical_and_genetic_perturbations","C2_CGP_232_PEPPER_CHRONIC_LYMPHOCYTIC_LEUKEMIA_UP",32,-2.1616,0,0.00011,"No",-0.8661,0.69,1,"No"
"314","C4_Cancer_modules","C4_CM_364_MODULE_444",15,-2.1593,0,0.00014,"No",0.774,0.77,0.98,"Yes"
"315","C4_Cancer_modules","C4_CM_74_MODULE_79",97,-2.1573,0,0.00013,"No",1.3492,0.051,0.23,"Yes"
"316","GO_BP","511685_GO_0050714_POSITIVE_REGULATION_OF_PROTEIN_SECRETION",162,-2.1552,0,0.00039,"No",-0.8826,0.77,1,"No"
"317","C7_Immunologic_signatures","C7_ALL_1682_GSE3982_BCELL_VS_NKCELL_DN",193,-2.1534,0,0,"No",-0.9209,0.65,1,"No"
"318","GO_CC","495152_GO_0014704_INTERCALATED_DISC",49,-2.1523,0,0.00049,"No",-1.3735,0.048,0.62,"No"
"319","GO_BP","502880_GO_0044126_REGULATION_OF_GROWTH_OF_SYMBIONT_IN_HOST",15,-2.1522,0,4e-04,"No",-0.8022,0.72,1,"No"
"320","GO_BP","493583_GO_0009410_RESPONSE_TO_XENOBIOTIC_STIMULUS",174,-2.1505,0,4e-04,"No",-1.2979,0.023,0.89,"No"
"321","KEGG_compound","C14791__1R_HYDROXY_2R_GLUTATHIONYL_1_2_DIHYDRONAPHTHALENE",16,-2.1489,0,0.00025,"No",-2.0075,0.0018,0.0024,"No"
"322","KEGG_compound","C14874_GLUTATHIONE_EPISULFONIUM_ION",16,-2.1487,0,0.00024,"No",-1.9887,0,0.0021,"No"
