id	chromosome	start	end	transcript	gene
exon_39277	chr1	89152200	89152388	rna2944	98402
exon_39278	chr1	89153127	89155084	rna2944	98402
exon_39431	chr1	90153518	90153738	rna2971	73973
exon_39432	chr1	90154073	90154257	rna2971	73973
exon_39433	chr1	90154395	90154633	rna2971	73973
exon_39434	chr1	90159073	90159455	rna2971	73973
exon_39435	chr1	90153524	90154257	rna2972	73973
exon_39436	chr1	90154395	90154633	rna2972	73973
exon_39437	chr1	90159073	90159455	rna2972	73973
exon_39586	chr1	90703791	90703891	rna3008	102638873
exon_39587	chr1	90697436	90697526	rna3008	102638873
exon_39588	chr1	90687536	90687657	rna3008	102638873
exon_39589	chr1	90686845	90687083	rna3008	102638873
exon_39590	chr1	90703791	90703891	rna3009	102638873
exon_39591	chr1	90697436	90697526	rna3009	102638873
exon_39592	chr1	90696798	90696831	rna3009	102638873
exon_39593	chr1	90687536	90687657	rna3009	102638873
exon_39594	chr1	90686845	90687083	rna3009	102638873
exon_39595	chr1	90703791	90703891	rna3010	102638873
exon_39596	chr1	90697170	90697526	rna3010	102638873
exon_39597	chr1	90696620	90696831	rna3010	102638873
exon_39723	chr1	90951256	90951871	rna3017	623503
exon_39724	chr1	90953063	90953204	rna3017	623503
exon_39725	chr1	90953849	90954369	rna3017	623503
exon_39726	chr1	90953108	90953204	rna3018	623503
exon_39727	chr1	90953849	90954012	rna3018	623503
exon_40942	chr1	91413057	91413877	rna3112	55927
exon_40943	chr1	91412721	91412979	rna3112	55927
exon_40944	chr1	91411482	91412482	rna3112	55927
exon_40945	chr1	91413057	91413222	rna3113	55927
exon_40946	chr1	91412893	91412979	rna3113	55927
exon_40947	chr1	91412721	91412802	rna3113	55927
exon_40948	chr1	91411483	91412482	rna3113	55927
exon_41021	chr1	91478771	91478795	rna3119	102639373
exon_41022	chr1	91483009	91483321	rna3119	102639373
exon_41023	chr1	91483404	91483510	rna3119	102639373
exon_41024	chr1	91483699	91484763	rna3119	102639373
exon_41025	chr1	91479915	91480233	rna3120	102639373
exon_41026	chr1	91483009	91483321	rna3120	102639373
exon_41027	chr1	91483404	91483510	rna3120	102639373
exon_41028	chr1	91483699	91484763	rna3120	102639373
exon_41029	chr1	91482813	91483321	rna3121	102639373
exon_41030	chr1	91483404	91483510	rna3121	102639373
exon_41031	chr1	91483699	91484763	rna3121	102639373
exon_41511	chr1	92648751	92648841	rna3165	260301
exon_41512	chr1	92645684	92645876	rna3165	260301
exon_41513	chr1	92645334	92645426	rna3165	260301
exon_41514	chr1	92645182	92645208	rna3165	260301
exon_41515	chr1	92644218	92644517	rna3165	260301
exon_41516	chr1	92645684	92647599	rna3166	260301
exon_41517	chr1	92645334	92645426	rna3166	260301
exon_41518	chr1	92645182	92645208	rna3166	260301
exon_41519	chr1	92644218	92644517	rna3166	260301
exon_41712	chr1	93006334	93007009	rna3201	208760
exon_41713	chr1	93008561	93008677	rna3201	208760
exon_41714	chr1	93011975	93012269	rna3201	208760
exon_41715	chr1	93006334	93007009	rna3202	208760
exon_41716	chr1	93008564	93008677	rna3202	208760
exon_41717	chr1	93011975	93012269	rna3202	208760
exon_43724	chr1	95667149	95667649	rna3318	20452
exon_43725	chr1	95660864	95660995	rna3318	20452
exon_43726	chr1	95653513	95653770	rna3318	20452
exon_43727	chr1	95587682	95591964	rna3318	20452
exon_43728	chr1	95667149	95667594	rna3319	20452
exon_43729	chr1	95660864	95660995	rna3319	20452
exon_43730	chr1	95653513	95653770	rna3319	20452
exon_43731	chr1	95627507	95627800	rna3319	20452
exon_43732	chr1	95587682	95591964	rna3319	20452
exon_43733	chr1	95667149	95667594	rna3320	20452
exon_43734	chr1	95660864	95660995	rna3320	20452
exon_43735	chr1	95653513	95653770	rna3320	20452
exon_43736	chr1	95627243	95627800	rna3320	20452
exon_43777	chr1	96870324	96871256	rna3329	329217
exon_43778	chr1	96872190	96872668	rna3329	329217
exon_43779	chr1	96877834	96881239	rna3329	329217
exon_43780	chr1	96872233	96872390	rna3330	329217
exon_43781	chr1	96872485	96872668	rna3330	329217
exon_43782	chr1	96877834	96878494	rna3330	329217
exon_43783	chr1	96872300	96872390	rna3331	329217
exon_43784	chr1	96872490	96872668	rna3331	329217
exon_43785	chr1	96877834	96878494	rna3331	329217
exon_44988	chr1	104768819	104768898	rna3418	23836
exon_44989	chr1	104933957	104934342	rna3418	23836
exon_44990	chr1	104941032	104941326	rna3418	23836
exon_44991	chr1	104942098	104942217	rna3418	23836
exon_44992	chr1	104945192	104945359	rna3418	23836
exon_44993	chr1	104947324	104947511	rna3418	23836
exon_44994	chr1	104953829	104954082	rna3418	23836
exon_44995	chr1	104970821	104970957	rna3418	23836
exon_44996	chr1	104974994	104975115	rna3418	23836
exon_44997	chr1	104978980	104979097	rna3418	23836
exon_44998	chr1	104984671	104984922	rna3418	23836
exon_44999	chr1	104993880	104995481	rna3418	23836
exon_45005	chr1	105356343	105356710	rna3421	320311
exon_45006	chr1	105276917	105284954	rna3421	320311
exon_45007	chr1	105356343	105356710	rna3422	320311
exon_45008	chr1	105355041	105355163	rna3422	320311
exon_45009	chr1	105276917	105284954	rna3422	320311
exon_45010	chr1	105355724	105356336	rna3423	320311
exon_45011	chr1	105355041	105355163	rna3423	320311
exon_45012	chr1	105279937	105284954	rna3423	320311
exon_45797	chr1	106796421	106796725	rna3473	20479
exon_45798	chr1	106791678	106791789	rna3473	20479
exon_45799	chr1	106789929	106790085	rna3473	20479
exon_45800	chr1	106786703	106786770	rna3473	20479
exon_45801	chr1	106782666	106782785	rna3473	20479
exon_45802	chr1	106780504	106780660	rna3473	20479
exon_45803	chr1	106779962	106780110	rna3473	20479
exon_45804	chr1	106778969	106779050	rna3473	20479
exon_45805	chr1	106777270	106777489	rna3473	20479
exon_45806	chr1	106774007	106774147	rna3473	20479
exon_45807	chr1	106770788	106772548	rna3473	20479
exon_45885	chr1	107161080	107161114	rna3483	383548
exon_45886	chr1	107159616	107159802	rna3483	383548
exon_45887	chr1	107159021	107159077	rna3483	383548
exon_45888	chr1	107157668	107157790	rna3483	383548
exon_45889	chr1	107156830	107156947	rna3483	383548
exon_45890	chr1	107155845	107155987	rna3483	383548
exon_45891	chr1	107155412	107155567	rna3483	383548
exon_45892	chr1	107153961	107154773	rna3483	383548
exon_45908	chr1	107362314	107362359	rna3486	66957
exon_45909	chr1	107369378	107369563	rna3486	66957
exon_45910	chr1	107370789	107370848	rna3486	66957
exon_45911	chr1	107372154	107372273	rna3486	66957
exon_45912	chr1	107374075	107374192	rna3486	66957
exon_45913	chr1	107376773	107376915	rna3486	66957
exon_45914	chr1	107377505	107377660	rna3486	66957
exon_45915	chr1	107379606	107380475	rna3486	66957
exon_48760	chr1	120028064	120031130	rna3657	102636790
exon_48761	chr1	120027517	120027608	rna3657	102636790
exon_48762	chr1	120026288	120026609	rna3657	102636790
exon_48763	chr1	120028064	120031130	rna3658	102636790
exon_48764	chr1	120027517	120027796	rna3658	102636790
exon_48765	chr1	120026288	120026609	rna3658	102636790
exon_48766	chr1	120027517	120031130	rna3659	102636790
exon_48767	chr1	120026530	120026609	rna3659	102636790
exon_48768	chr1	120026293	120026321	rna3659	102636790
exon_48803	chr1	120073712	120073780	rna3664	170706
exon_48804	chr1	120067377	120068324	rna3664	170706
exon_48805	chr1	120073712	120074069	rna3665	170706
exon_48806	chr1	120067643	120068324	rna3665	170706
exon_48807	chr1	120067507	120067606	rna3665	170706
exon_48808	chr1	120088571	120088838	rna3666	105246689
exon_48809	chr1	120088267	120088483	rna3666	105246689
exon_48810	chr1	120086124	120087202	rna3666	105246689
exon_48811	chr1	120076237	120076266	rna3666	105246689
exon_48812	chr1	120089551	120090089	rna3667	105246689
exon_48813	chr1	120088571	120088667	rna3667	105246689
exon_48814	chr1	120088272	120088483	rna3667	105246689
exon_48815	chr1	120086507	120087202	rna3667	105246689
exon_48816	chr1	120089254	120089317	rna3668	105246689
exon_48817	chr1	120088571	120088667	rna3668	105246689
exon_48818	chr1	120088062	120088483	rna3668	105246689
exon_48822	chr1	120120945	120121096	rna3670	13167
exon_48823	chr1	120119895	120120012	rna3670	13167
exon_48824	chr1	120116386	120116448	rna3670	13167
exon_48825	chr1	120113280	120113533	rna3670	13167
exon_48826	chr1	120120762	120120919	rna3671	13167
exon_48827	chr1	120119895	120120012	rna3671	13167
exon_48828	chr1	120116386	120116448	rna3671	13167
exon_48829	chr1	120113280	120113533	rna3671	13167
exon_49072	chr1	121087405	121087556	rna3710	98452
exon_49073	chr1	121099039	121099087	rna3710	98452
exon_49074	chr1	121113758	121113861	rna3710	98452
exon_49075	chr1	121117309	121117465	rna3710	98452
exon_49076	chr1	121119858	121120975	rna3710	98452
exon_49077	chr1	121087405	121087556	rna3711	98452
exon_49078	chr1	121099039	121099087	rna3711	98452
exon_49079	chr1	121119858	121120975	rna3711	98452
exon_49080	chr1	121244117	121244519	rna3712	105246693
exon_49081	chr1	121243671	121243776	rna3712	105246693
exon_49082	chr1	121221797	121222017	rna3712	105246693
exon_49083	chr1	121244117	121244519	rna3713	105246693
exon_49084	chr1	121243671	121243776	rna3713	105246693
exon_49085	chr1	121236765	121236954	rna3713	105246693
exon_49086	chr1	121221797	121222017	rna3713	105246693
exon_49444	chr1	125913048	125913186	rna3757	72585
exon_49445	chr1	125910391	125910528	rna3757	72585
exon_49446	chr1	125867635	125873571	rna3757	72585
exon_49447	chr1	125911464	125911832	rna3758	72585
exon_49448	chr1	125910391	125910528	rna3758	72585
exon_49449	chr1	125867635	125873571	rna3758	72585
exon_49450	chr1	125911303	125911416	rna3759	72585
exon_49451	chr1	125910391	125910528	rna3759	72585
exon_49452	chr1	125867635	125873571	rna3759	72585
exon_49453	chr1	125911839	125912214	rna3760	72585
exon_49454	chr1	125910391	125910528	rna3760	72585
exon_49455	chr1	125872039	125873571	rna3760	72585
exon_50738	chr1	128592195	128592315	rna3861	12767
exon_50739	chr1	128588199	128589901	rna3861	12767
exon_50740	chr1	128592189	128592299	rna3862	12767
exon_50741	chr1	128588199	128589901	rna3862	12767
exon_50742	chr1	128590699	128590725	rna3863	12767
exon_50743	chr1	128588199	128589901	rna3863	12767
exon_50871	chr1	130422865	130423062	rna3872	102640368
exon_50872	chr1	130425914	130425981	rna3872	102640368
exon_50873	chr1	130435347	130435490	rna3872	102640368
exon_50874	chr1	130435928	130439289	rna3872	102640368
exon_50875	chr1	130423002	130423062	rna3873	102640368
exon_50876	chr1	130425914	130425981	rna3873	102640368
exon_50877	chr1	130435347	130435663	rna3873	102640368
exon_51170	chr1	131019845	131020076	rna3916	16153
exon_51171	chr1	131020964	131021023	rna3916	16153
exon_51172	chr1	131021329	131021481	rna3916	16153
exon_51173	chr1	131022489	131022554	rna3916	16153
exon_51174	chr1	131024176	131024970	rna3916	16153
exon_51339	chr1	131245280	131245366	rna3933	102631674
exon_51340	chr1	131251610	131251784	rna3933	102631674
exon_51341	chr1	131263308	131263394	rna3933	102631674
exon_51342	chr1	131266451	131267058	rna3933	102631674
exon_51343	chr1	131245281	131245366	rna3934	102631674
exon_51344	chr1	131263308	131263394	rna3934	102631674
exon_51345	chr1	131266451	131267058	rna3934	102631674
exon_51346	chr1	131245375	131251784	rna3935	102631674
exon_51347	chr1	131263308	131263394	rna3935	102631674
exon_51348	chr1	131266451	131267058	rna3935	102631674
exon_51751	chr1	131828012	131828393	rna3966	98396
exon_51752	chr1	131830011	131830990	rna3966	98396
exon_51753	chr1	131839115	131839222	rna3966	98396
exon_51754	chr1	131840177	131840248	rna3966	98396
exon_51755	chr1	131840855	131840999	rna3966	98396
exon_51756	chr1	131841128	131841274	rna3966	98396
exon_51757	chr1	131841985	131842132	rna3966	98396
exon_51758	chr1	131842949	131843028	rna3966	98396
exon_51759	chr1	131843919	131844053	rna3966	98396
exon_51760	chr1	131844338	131844486	rna3966	98396
exon_51761	chr1	131846550	131848863	rna3966	98396
exon_54316	chr1	133610164	133610280	rna4149	20643
exon_54317	chr1	133609718	133609744	rna4149	20643
exon_54318	chr1	133608897	133608959	rna4149	20643
exon_54319	chr1	133606501	133606579	rna4149	20643
exon_54320	chr1	133603871	133604076	rna4149	20643
exon_55237	chr1	134385940	134386227	rna4238	240755
exon_55238	chr1	134387875	134388005	rna4238	240755
exon_55239	chr1	134388684	134388840	rna4238	240755
exon_55240	chr1	134389790	134390983	rna4238	240755
exon_55241	chr1	134385949	134386006	rna4239	240755
exon_55242	chr1	134386115	134386227	rna4239	240755
exon_55243	chr1	134387875	134388005	rna4239	240755
exon_55244	chr1	134388684	134388840	rna4239	240755
exon_55245	chr1	134389790	134391515	rna4239	240755
exon_55246	chr1	134387314	134387738	rna4240	240755
exon_55247	chr1	134387875	134388005	rna4240	240755
exon_55248	chr1	134388684	134388840	rna4240	240755
exon_55249	chr1	134389790	134391516	rna4240	240755
exon_55329	chr1	134513535	134513567	rna4250	102634941
exon_55330	chr1	134520052	134521515	rna4250	102634941
exon_55331	chr1	134518066	134519166	rna4251	102634941
exon_55332	chr1	134520052	134520248	rna4251	102634941
exon_55333	chr1	134526749	134527148	rna4251	102634941
exon_55334	chr1	134527930	134528065	rna4251	102634941
exon_55335	chr1	134518066	134519166	rna4252	102634941
exon_55336	chr1	134520052	134521515	rna4252	102634941
exon_55337	chr1	134524327	134524413	rna4253	102634941
exon_55338	chr1	134526749	134527571	rna4253	102634941
exon_55860	chr1	135375202	135375277	rna4297	77552
exon_55861	chr1	135374889	135374993	rna4297	77552
exon_55862	chr1	135374378	135374549	rna4297	77552
exon_55863	chr1	135373152	135373285	rna4297	77552
exon_55864	chr1	135372197	135372364	rna4297	77552
exon_55865	chr1	135371057	135371996	rna4297	77552
exon_55866	chr1	135374889	135375063	rna4298	77552
exon_55867	chr1	135374378	135374549	rna4298	77552
exon_55868	chr1	135373152	135373285	rna4298	77552
exon_55869	chr1	135372197	135372364	rna4298	77552
exon_55870	chr1	135371456	135371996	rna4298	77552
exon_58501	chr1	136662102	136662264	rna4446	105246714
exon_58502	chr1	136667264	136667325	rna4446	105246714
exon_58503	chr1	136669624	136669714	rna4446	105246714
exon_58504	chr1	136673128	136673210	rna4446	105246714
exon_58505	chr1	136675142	136676686	rna4446	105246714
exon_58506	chr1	136677123	136677266	rna4446	105246714
exon_58507	chr1	136681469	136681562	rna4446	105246714
exon_58508	chr1	136682421	136682575	rna4446	105246714
exon_58509	chr1	136683396	136683473	rna4447	100503460
exon_58510	chr1	136688744	136688810	rna4447	100503460
exon_58511	chr1	136690537	136690805	rna4447	100503460
exon_58512	chr1	136683629	136683703	rna4448	100503460
exon_58513	chr1	136688744	136688810	rna4448	100503460
exon_58514	chr1	136690537	136690805	rna4448	100503460
exon_58515	chr1	136696211	136696391	rna4449	100503474
exon_58516	chr1	136705539	136705642	rna4449	100503474
exon_58517	chr1	136724571	136724678	rna4449	100503474
exon_58518	chr1	136724792	136724839	rna4449	100503474
exon_58519	chr1	136724971	136725728	rna4449	100503474
exon_58587	chr1	137995762	137997352	rna4466	102637582
exon_58588	chr1	138000192	138000514	rna4466	102637582
exon_58589	chr1	138000823	138000978	rna4466	102637582
exon_58590	chr1	138009384	138009778	rna4466	102637582
exon_58591	chr1	137995762	137997352	rna4467	102637582
exon_58592	chr1	138000192	138000514	rna4467	102637582
exon_58593	chr1	138009384	138009778	rna4467	102637582
exon_59309	chr1	139560086	139560222	rna4520	50702
exon_59310	chr1	139557439	139557633	rna4520	50702
exon_59311	chr1	139556332	139556508	rna4520	50702
exon_59312	chr1	139553513	139553695	rna4520	50702
exon_59313	chr1	139550820	139551002	rna4520	50702
exon_59314	chr1	139547064	139547920	rna4520	50702
exon_59401	chr1	139858555	139858699	rna4532	545366
exon_59402	chr1	139831064	139831237	rna4532	545366
exon_59403	chr1	139822172	139822366	rna4532	545366
exon_59404	chr1	139821624	139821800	rna4532	545366
exon_59405	chr1	139813434	139813616	rna4532	545366
exon_59406	chr1	139810292	139811019	rna4532	545366
exon_60986	chr1	151736847	151737355	rna4645	105246727
exon_60987	chr1	151737568	151737684	rna4645	105246727
exon_60988	chr1	151742083	151742766	rna4645	105246727
exon_60989	chr1	151736847	151737098	rna4646	105246727
exon_60990	chr1	151737239	151737355	rna4646	105246727
exon_60991	chr1	151737568	151737684	rna4646	105246727
exon_60992	chr1	151742083	151742766	rna4646	105246727
exon_60993	chr1	151736847	151737071	rna4647	105246727
exon_60994	chr1	151737239	151737355	rna4647	105246727
exon_60995	chr1	151737568	151737684	rna4647	105246727
exon_60996	chr1	151742083	151742766	rna4647	105246727
exon_61246	chr1	152324111	152324510	rna4665	102640994
exon_61247	chr1	152287910	152288580	rna4665	102640994
exon_61248	chr1	152283570	152283636	rna4665	102640994
exon_61249	chr1	152249631	152249801	rna4665	102640994
exon_61250	chr1	152232390	152232509	rna4665	102640994
exon_61251	chr1	152226732	152226790	rna4665	102640994
exon_61252	chr1	152224511	152224659	rna4665	102640994
exon_61253	chr1	152214308	152214780	rna4665	102640994
exon_61254	chr1	152289901	152289992	rna4666	102640994
exon_61255	chr1	152287910	152288580	rna4666	102640994
exon_61256	chr1	152283570	152283636	rna4666	102640994
exon_61257	chr1	152280386	152281586	rna4666	102640994
exon_61992	chr1	153740353	153740512	rna4727	19734
exon_61993	chr1	153740863	153740973	rna4727	19734
exon_61994	chr1	153741620	153741681	rna4727	19734
exon_61995	chr1	153741963	153742129	rna4727	19734
exon_61996	chr1	153743634	153745468	rna4727	19734
exon_62276	chr1	153899929	153900059	rna4752	14645
exon_62277	chr1	153902934	153903112	rna4752	14645
exon_62278	chr1	153904537	153904698	rna4752	14645
exon_62279	chr1	153906349	153906495	rna4752	14645
exon_62280	chr1	153907020	153907147	rna4752	14645
exon_62281	chr1	153907286	153907485	rna4752	14645
exon_62282	chr1	153907864	153909723	rna4752	14645
exon_63111	chr1	154928968	154929198	rna4783	102632454
exon_63112	chr1	154927451	154927531	rna4783	102632454
exon_63113	chr1	154926347	154926535	rna4783	102632454
exon_63114	chr1	154919139	154919309	rna4783	102632454
exon_63115	chr1	154911467	154911645	rna4783	102632454
exon_63116	chr1	154909869	154909948	rna4783	102632454
exon_63117	chr1	154905780	154905807	rna4783	102632454
exon_63228	chr1	155122382	155122516	rna4812	102632985
exon_63229	chr1	155126828	155127112	rna4812	102632985
exon_63230	chr1	155130561	155130614	rna4812	102632985
exon_63231	chr1	155122382	155122516	rna4813	102632985
exon_63232	chr1	155126831	155127112	rna4813	102632985
exon_63233	chr1	155130561	155130614	rna4813	102632985
exon_63912	chr1	156213111	156213225	rna4876	102632385
exon_63913	chr1	156215595	156215669	rna4876	102632385
exon_63914	chr1	156277756	156280187	rna4876	102632385
exon_63915	chr1	156213111	156213225	rna4877	102632385
exon_63916	chr1	156223285	156223565	rna4877	102632385
exon_63917	chr1	156223911	156223947	rna4877	102632385
exon_63918	chr1	156213111	156213225	rna4878	102632385
exon_63919	chr1	156215595	156215669	rna4878	102632385
exon_63920	chr1	156223285	156223909	rna4878	102632385
exon_63921	chr1	156213111	156213225	rna4879	102632385
exon_63922	chr1	156223285	156223909	rna4879	102632385
exon_64705	chr1	156839023	156839237	rna4935	72713
