"","ND410-B","ND422-B","ND426-B","SLE1077-B","SLE1169-B","SLE985-B","ND410-T","ND422-T","ND426-T","SLE1077-T","SLE1169-T","SLE985-T","ND410-M","ND422-M","ND430-M","SLE1077-M","SLE1169-M","SLE985-M"
"489",490,309,487,429,510,460,232,151,268,115,179,145,212,119,277,236,321,279
"490",5299,3901,1788,2431,2276,1723,913,1175,687,1633,784,891,11462,8189,7144,7228,10901,7837
"491",2,5,0,2,7,2,3,5,0,6,3,2,4,0,6,3,3,0
"492",0,0,0,0,7,0,1,2,3,0,0,2,0,0,0,0,0,1
"493",382,753,555,44,22,76,490,478,313,84,103,318,504,444,908,113,167,209
"495",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"496",0,2,0,0,0,0,2,0,0,2,0,0,0,1,2,1,0,0
"498",482,484,670,305,598,432,201,136,150,367,843,472,671,694,692,446,627,468
"501",4,16,13,0,3,2,5,2,2,0,2,3,4,12,3,3,0,0
"506",2531,3024,1810,1574,1771,1688,907,688,307,1267,2069,1249,3548,4853,3417,2018,2109,2212
"509",232,238,209,195,172,216,87,48,124,192,283,196,383,456,431,153,184,255
"513",57,32,47,21,20,22,13,15,23,19,41,22,55,92,60,35,25,70
"514",32,24,14,7,17,12,4,3,15,14,20,18,36,50,45,34,26,38
"515",301,374,209,226,286,186,122,75,97,237,345,194,446,661,538,334,536,424
"516",28,34,13,13,16,16,12,3,3,15,32,14,34,58,37,23,21,34
"517",47,67,70,46,37,32,6,15,11,33,58,25,69,146,74,46,42,75
"518",189,236,138,101,166,131,84,61,66,111,245,121,266,386,351,147,164,181
"521",23,41,44,33,32,30,13,8,23,26,35,25,32,60,53,26,35,41
"522",95,116,176,76,84,77,15,24,32,56,94,45,112,206,139,74,107,140
"523",394,509,340,223,270,153,129,134,136,136,164,90,1139,901,800,348,526,436
"525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"526",1389,1532,736,516,498,251,382,452,259,841,524,435,5857,5012,4177,5085,6105,4901
"527",760,822,523,413,391,399,146,166,237,264,270,259,948,1982,1191,795,675,888
"528",577,375,195,204,295,189,129,141,124,155,283,131,709,859,412,382,1045,458
"529",178,203,156,172,213,151,57,39,98,201,236,129,336,445,301,255,427,243
"533",251,239,292,153,107,90,110,97,120,113,50,61,497,466,558,442,397,420
"534",3,1,4,2,2,3,12,20,29,5,8,0,1,0,3,0,0,1
"535",317,201,384,165,148,131,84,54,74,63,27,39,362,384,538,350,497,302
"537",185,171,224,55,41,38,60,68,37,41,61,70,321,460,290,196,213,260
"538",162,183,224,48,82,44,260,134,111,106,228,73,124,106,142,55,66,44
"539",188,163,266,136,163,176,41,42,56,141,245,121,181,291,213,138,155,202
"540",3,0,6,0,1,0,9,3,0,0,2,4,2,2,4,0,1,1
"545",378,291,660,534,815,505,371,240,492,303,668,356,188,160,382,141,181,140
"546",1159,914,991,402,558,505,975,673,475,339,621,470,548,540,932,179,243,239
"547",0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"549",27,17,80,12,27,13,17,7,9,9,27,13,22,19,21,10,7,12
"550",367,239,175,271,258,292,240,181,199,180,220,182,286,351,355,219,182,249
"551",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"552",9,0,1,1,3,6,3,0,0,3,0,5,5,0,0,0,0,0
"553",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"554",3,1,0,0,3,1,4,1,18,0,0,4,0,1,3,0,0,0
"558",13,119,61,5,10,8,65,79,63,13,48,11,94,42,124,24,61,18
"563",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"566",1,4,0,1,0,0,2,1,3,1,0,0,1,0,0,1,0,1
"567",5867,5805,7688,2209,2240,2798,2149,1605,2630,2628,3692,3196,7075,11491,11980,3947,5118,7131
"570",3,1,1,0,2,3,2,4,0,1,2,1,0,0,1,0,0,0
"571",4120,2639,2353,1519,1602,1813,786,798,673,817,393,639,6607,4034,3979,3140,2832,3705
"572",14,8,0,2,5,6,0,1,2,0,1,1,4,6,10,3,1,8
"573",320,317,277,246,220,180,157,135,206,102,139,96,243,343,554,170,116,246
"575",5,0,0,5,2,0,1,2,3,0,2,2,3,1,2,8,5,0
"576",0,1,4,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0
"577",3,2,0,0,0,0,0,0,0,1,0,0,8,0,4,4,4,4
"578",82,38,83,31,45,29,16,18,9,20,52,24,27,39,25,22,14,19
"579",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"580",69,69,82,66,84,36,44,25,18,53,47,31,49,87,107,52,61,39
"581",17,20,25,5,8,3,4,9,3,2,2,3,16,26,12,3,9,13
"582",13,11,2,4,13,4,6,9,13,2,14,4,12,25,22,7,7,5
"583",45,41,65,126,116,87,116,64,39,121,254,101,32,40,90,31,32,37
"585",21,23,11,26,37,32,17,12,12,13,30,22,16,19,33,11,17,13
"586",158,139,25,79,44,40,23,35,51,109,9,54,611,165,239,662,1356,637
"587",15,7,22,4,8,5,5,2,0,3,10,5,12,12,13,3,3,3
"590",0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"593",20,15,7,12,15,11,10,7,5,6,23,12,33,71,75,18,14,22
"594",34,33,72,7,14,14,30,32,27,12,15,26,16,28,21,2,3,5
"595",49,23,19,73,94,112,14,20,27,16,12,17,3,11,9,31,13,42
"596",879,327,876,377,565,458,571,349,319,198,560,176,142,133,178,57,110,41
"597",3206,3418,697,379,153,227,140,638,358,361,29,193,4830,14177,2204,2051,2329,2686
"598",28,40,29,69,29,49,10,13,13,68,11,43,29,28,44,73,70,138
"599",35,34,18,6,24,10,12,19,18,8,9,7,100,81,93,44,60,66
"602",377,532,258,216,223,168,117,140,133,116,135,126,801,1094,638,326,487,409
"604",1706,1248,1682,866,512,794,680,915,1304,446,266,461,1792,2122,2517,1502,1054,2160
"605",97,55,104,178,137,268,7,6,18,12,3,17,22,9,18,18,24,54
"606",2,0,0,0,0,0,0,0,0,0,0,0,0,2,27,0,0,2
"607",41,61,104,34,17,23,48,36,62,28,38,34,81,72,84,68,26,49
"608",0,1,0,1,1,1,0,3,0,0,0,0,1,0,1,0,0,1
"610",0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0
"611",0,0,0,1,0,0,0,2,6,0,1,0,0,0,4,0,0,0
"613",70,95,90,38,34,39,85,50,43,33,47,64,72,61,84,20,22,33
"617",24,11,10,24,41,18,18,15,2,25,24,11,5,7,17,4,10,4
"622",22,12,5,9,13,7,18,27,26,6,23,3,3,6,14,1,2,0
"623",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"624",0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"627",3,0,0,0,1,1,4,3,0,2,1,2,0,0,0,0,0,0
"629",37,11,0,3,2,0,7,6,19,1,3,1,3,15,7,4,8,5
"631",1,6,2,3,1,1,1,1,0,1,0,2,0,0,1,0,0,0
"632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"634",55,100,121,16,8,8,13,14,15,50,26,21,4,1,14,11,5,38
"635",0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
"636",164,62,115,26,31,13,37,73,34,9,20,8,12,16,35,5,5,1
"637",485,550,153,108,130,110,110,96,121,127,54,81,1037,1032,643,483,631,510
"638",0,4,1,0,1,0,3,3,0,2,5,1,1,2,1,1,3,1
"639",635,1256,865,218,176,181,554,518,321,354,500,523,4258,2590,1288,1681,3135,1191
"640",214,34,218,214,384,210,7,13,22,16,2,6,6,5,8,2,6,0
"641",66,41,49,67,89,58,38,19,29,63,61,79,45,46,44,48,101,136
"642",35,77,67,58,48,48,61,51,24,95,142,88,93,67,143,126,124,147
"643",1576,347,943,601,847,744,49,60,55,65,72,89,59,94,63,55,86,22
"644",79,85,47,19,14,13,14,19,19,23,22,21,155,235,440,66,74,128
"645",55,49,28,20,7,13,2,16,74,14,5,13,121,223,146,39,35,92
"646",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"648",1,3,2,3,3,3,0,0,0,3,5,0,2,4,1,3,1,2
"649",7,4,15,2,3,0,3,1,13,2,2,3,12,10,8,14,19,8
"650",2,3,1,1,0,1,0,0,1,2,0,1,3,3,0,10,2,4
"651",1,1,0,4,1,1,0,0,0,0,0,2,0,0,1,0,0,0
"652",1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
"653",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"654",48,33,4,33,50,34,7,4,0,17,1,20,54,37,18,29,89,27
"655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"656",20,4,3,1,18,12,8,9,0,4,12,5,11,4,15,3,1,2
"657",27,15,13,6,15,8,19,17,62,4,19,12,2,4,11,1,5,1
"658",0,2,1,0,0,0,0,0,3,0,0,1,0,0,1,0,1,3
"659",366,355,402,136,243,170,261,183,232,79,138,114,379,332,699,107,183,211
"660",1,15,4,1,0,0,0,1,0,0,0,0,0,1,0,1,0,4
"661",23,19,11,46,54,43,44,30,9,22,57,43,13,28,28,15,8,18
"662",8,5,3,12,16,13,5,2,5,7,11,11,9,13,17,4,8,4
"663",574,509,383,366,368,341,254,210,148,353,475,284,962,767,1062,555,715,675
"664",27,20,30,7,32,11,43,32,5,17,41,10,11,16,10,2,0,4
"665",717,675,536,617,259,594,215,194,238,455,444,398,1330,1467,1972,534,628,746
"666",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2,0,1
"667",350,778,244,138,39,54,215,153,172,295,104,142,847,356,634,406,360,288
"668",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"669",54,84,51,42,16,41,142,45,61,111,220,100,42,53,62,28,34,35
"670",10,8,8,13,19,8,6,6,6,7,13,3,7,8,21,11,1,6
"671",21,110,10,22,2,5,1,6,0,50,1,28,18,53,55,30,23,66
"672",29,34,14,8,13,10,6,12,8,8,3,28,21,17,32,6,16,12
"673",1789,1039,834,1550,2386,1342,1772,705,322,814,1547,640,1617,886,1093,584,902,560
"675",165,102,138,149,159,138,86,72,87,89,85,94,48,56,103,41,34,36
"676",0,2,0,0,0,0,6,4,1,2,8,1,0,0,0,1,0,0
"677",3674,2225,2226,2301,2063,1805,1295,1246,1176,958,884,721,3797,3727,4029,4134,3057,5065
"678",1234,1164,2411,640,996,1279,1790,950,1093,966,3696,1419,380,888,1857,285,121,287
"680",0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"682",253,247,299,183,81,155,84,77,52,116,69,147,424,529,378,158,220,302
"683",91,72,14,13,7,12,5,14,48,20,6,20,329,369,596,137,141,286
"684",43,44,37,8,9,8,5,9,12,8,13,7,70,115,130,33,17,56
"685",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"686",88,121,195,27,24,33,197,193,60,35,80,49,103,94,149,24,34,59
"687",160,198,235,114,113,230,198,146,159,115,345,190,89,100,227,50,63,207
"688",63,405,779,25,17,22,46,48,52,39,66,42,44,38,124,18,11,179
"689",622,533,492,560,606,672,156,136,138,454,789,475,678,969,772,519,651,644
"690",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"694",5894,3218,4254,3045,2820,4289,3075,1581,1685,2460,3833,2130,5101,4886,4426,3192,3439,3766
"695",340,237,251,106,133,102,19,24,51,21,0,17,207,278,369,62,69,114
"696",0,0,0,2,2,0,1,3,0,3,1,1,0,0,0,0,0,0
"699",17,16,49,12,12,11,13,9,2,13,30,13,6,6,10,2,3,3
"701",7,19,0,9,2,7,10,10,0,8,7,14,5,6,6,4,2,5
"705",9,18,4,23,32,18,18,11,58,14,34,10,6,15,11,2,6,9
"706",92,85,51,17,11,9,12,19,91,23,12,22,230,364,317,148,133,219
"708",80,61,123,55,121,92,33,31,3,71,188,84,66,89,79,56,52,66
"710",26,44,2,2,1,4,1,4,12,10,0,20,65,84,549,72,23,162
"712",2,0,2,1,0,0,0,0,1,0,0,0,4,3,2,6,1,0
"713",5,7,18,2,0,0,0,0,0,1,0,0,10,3,8,2,1,1
"714",2,1,2,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0
"715",3,1,0,0,1,2,0,1,0,3,4,0,2,1,4,1,1,1
"716",3,0,1,3,8,4,5,4,1,0,7,6,2,2,1,0,4,3
"717",8,14,8,1,0,1,1,5,2,4,6,3,26,39,76,34,13,29
"718",48,54,3,13,3,7,6,10,0,9,2,18,148,125,148,33,60,82
"719",350,735,295,68,63,25,44,167,140,137,27,93,1299,2363,223,1089,2243,1378
"720",4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,1
"721",0,0,0,0,2,0,0,0,9,0,0,0,0,0,1,0,1,0
"722",0,1,5,2,0,0,0,0,0,1,0,0,2,0,0,6,3,0
"725",0,0,4,5,0,6,2,1,7,10,4,8,0,0,0,1,0,1
"726",8,17,3,2,2,4,17,8,1,9,3,5,7,3,7,1,0,10
"727",33,23,41,2,12,15,4,17,5,6,14,3,20,31,42,22,9,16
"728",1992,1952,951,538,218,150,131,304,496,663,45,444,5743,5940,5043,3869,6252,4857
"729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"731",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
"733",0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0
"734",85,110,170,46,57,39,38,38,52,61,62,61,127,104,85,133,148,130
"735",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"738",121,92,180,69,77,120,62,46,34,53,140,69,84,179,102,68,44,61
"740",57,60,51,84,111,82,47,45,8,57,193,75,34,34,66,38,53,27
"741",1,2,4,1,1,2,2,0,2,1,2,5,0,1,2,0,0,1
"744",0,6,14,4,0,0,2,6,0,3,0,0,1,1,2,1,2,0
"745",7,1,28,2,2,4,7,6,21,8,4,2,2,1,6,6,11,3
"746",27,38,37,18,28,18,2,12,4,22,33,18,20,65,38,26,29,26
"747",8,16,26,4,3,0,6,7,0,11,1,2,92,60,81,40,75,52
"750",1,0,2,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0
"752",670,635,513,774,794,625,453,340,390,340,378,302,997,861,1200,842,850,940
"753",533,981,704,683,966,587,369,205,158,191,187,161,326,207,492,137,188,133
"754",405,509,478,160,174,135,202,210,140,188,368,193,888,901,790,333,630,658
"755",62,36,39,51,95,42,57,45,29,19,57,22,14,26,31,10,14,12
"757",280,289,340,219,288,184,262,252,142,176,577,184,288,284,319,145,238,133
"758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759",3,0,1,24,1,22,2,0,0,43,0,11,0,0,0,0,0,0
"760",75,90,45,28,26,38,4,22,7,34,0,18,109,259,143,49,47,43
"761",2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"762",0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,2,0,3
"763",1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"765",0,0,0,0,0,0,0,8,0,11,16,8,0,1,0,0,0,0
"766",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767",14,104,287,9,5,5,1,5,3,2,0,2,4,4,4,0,7,4
"768",0,0,1,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0
"770",12,8,8,9,3,8,5,3,2,5,14,10,2,1,1,2,1,4
"771",3,4,1,0,1,3,23,8,45,0,0,1,8,1,2,0,0,1
"773",1,3,1,1,2,1,0,1,0,0,0,0,2,1,3,1,2,3
"774",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"775",2,4,3,1,2,1,2,1,7,4,5,1,0,0,3,3,0,4
"776",7,32,21,1,2,0,0,6,5,3,0,6,10,14,10,4,6,8
"777",2,0,1,2,1,0,0,0,0,5,0,1,1,0,0,3,1,4
"778",4,5,14,8,16,21,7,5,3,4,7,1,3,2,3,0,2,2
"779",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"780",18,4,0,13,21,16,2,3,1,2,4,1,7,4,1,2,3,2
"781",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"782",18,14,33,8,4,2,47,46,48,9,15,10,15,15,26,16,5,11
"783",122,139,58,15,31,10,86,89,49,11,32,10,21,97,31,12,19,11
"784",6,4,3,2,2,0,23,15,5,1,6,10,4,5,8,2,1,2
"785",2,3,2,3,1,3,3,1,0,3,0,4,6,2,9,4,2,13
"786",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"788",18,22,12,6,23,11,12,12,4,10,19,13,17,45,53,5,16,27
"790",58,19,95,49,90,47,51,31,77,21,113,34,12,19,15,4,19,5
"793",0,0,2,0,6,2,0,0,0,1,1,3,0,0,0,0,0,0
"794",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"796",3,5,11,5,7,1,1,1,0,0,0,1,0,1,1,0,1,0
"797",0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0
"799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"800",10,0,0,4,11,5,4,2,2,12,3,18,10,1,2,1,0,2
"801",3351,3231,4242,2647,2300,2781,1925,1278,1262,2165,5246,2325,2003,2497,2542,1143,1213,1562
"805",1033,979,907,559,721,627,355,272,397,560,985,391,1042,986,1081,416,760,481
"808",209,167,302,232,154,187,73,42,98,168,211,192,284,294,393,318,288,407
"810",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"811",1154,990,1638,773,628,748,427,379,591,278,423,341,1173,1023,864,381,779,677
"813",307,325,279,180,248,145,262,161,142,189,346,195,396,353,523,191,266,304
"814",13,57,97,13,15,15,355,264,155,198,598,201,18,31,27,14,2,0
"815",0,0,0,6,6,4,0,0,0,5,0,1,0,1,0,11,3,1
"816",0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0
"817",792,295,553,447,414,636,257,214,213,163,299,187,235,329,564,116,123,196
"818",121,142,100,83,98,121,132,115,110,65,91,69,137,153,176,79,59,66
"819",85,84,78,53,66,41,63,28,15,49,104,53,65,101,84,46,35,28
"820",29,66,2,5,3,2,1,3,0,9,1,1,3,1,1,7,1,0
"821",2488,3366,2681,1344,1317,1161,788,816,690,1082,1666,1062,5639,5288,4487,2894,3846,3130
"822",128,122,73,39,27,20,15,22,15,18,2,12,170,260,288,91,118,147
"823",107,94,166,25,42,28,27,35,62,29,39,29,144,168,215,55,37,76
"824",1394,1330,813,251,261,231,562,487,329,394,485,586,3596,2564,3466,1373,1970,2072
"825",129,84,91,79,85,108,43,49,42,26,52,32,53,70,104,14,9,32
"826",958,1704,843,434,324,370,232,263,236,314,244,440,2044,3797,2633,1521,1728,1955
"828",16,6,2,8,10,9,11,13,2,3,21,4,7,3,5,1,1,3
"829",1325,1200,1284,778,955,766,721,436,262,760,1549,670,1575,1722,1612,709,1412,1287
"830",490,523,397,413,353,331,125,106,185,361,398,399,1012,937,1189,703,1239,970
"831",1583,1175,798,842,914,673,864,538,464,1140,1891,778,2588,2279,2879,1177,1106,1940
"832",473,502,317,156,191,130,129,145,154,118,421,227,711,768,756,313,337,513
"833",83,82,97,83,127,53,83,46,42,41,103,40,114,107,160,61,178,81
"834",544,610,387,54,23,43,86,128,160,73,55,78,1115,1405,888,361,607,637
"835",307,281,411,290,317,243,348,253,140,129,343,177,109,151,337,77,70,84
"836",462,601,690,226,254,231,290,212,128,226,399,249,372,355,217,267,254,189
"837",331,351,357,152,144,177,72,73,179,127,166,168,538,759,541,395,526,483
"838",14,17,5,0,1,1,4,2,0,1,0,3,15,10,17,6,14,15
"839",9,18,15,5,19,8,47,27,73,15,70,9,26,18,32,11,30,13
"840",91,64,67,76,69,135,28,21,10,51,31,44,81,59,109,150,61,80
"841",255,246,506,259,232,232,601,325,319,286,543,321,354,192,259,258,325,215
"842",324,85,201,239,274,348,22,44,22,66,44,58,52,76,109,64,93,55
"843",283,340,525,62,142,101,231,174,259,69,128,61,178,177,464,81,162,123
"844",3,1,3,1,0,2,4,0,3,0,5,0,9,0,0,0,1,2
"845",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"846",1,3,0,1,0,0,0,0,0,1,0,2,2,3,1,7,0,6
"847",401,473,312,70,53,61,72,93,86,58,55,78,595,847,767,119,114,290
"857",5,5,1,12,22,8,0,1,1,3,2,0,0,1,4,21,18,11
"858",1,6,9,1,0,1,0,0,2,0,0,0,0,3,2,0,3,0
"859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"860",98,430,562,51,37,42,180,150,116,216,448,195,351,169,275,223,322,218
"861",1027,1921,2580,422,317,294,563,528,579,331,241,312,6729,1643,2277,2098,3622,2820
"862",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"863",236,201,228,113,236,124,13,11,37,17,4,19,140,124,241,61,51,70
"864",1109,1486,1539,862,924,554,868,652,553,644,688,745,1101,712,688,554,506,364
"865",310,257,352,247,286,243,135,111,91,110,234,135,352,283,333,156,327,213
"866",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"867",1222,1518,1258,373,479,287,1028,829,498,329,652,305,2847,1121,1666,788,1366,687
"868",407,322,454,322,603,363,559,399,338,294,793,322,111,111,180,126,228,90
"869",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"871",4,15,12,4,0,1,4,14,16,0,8,4,1,3,10,2,1,0
"873",16,1,1,0,4,3,12,2,2,8,15,6,15,8,54,2,1,6
"874",2,0,32,2,5,2,3,2,20,6,17,5,0,3,0,2,0,2
"881",1,2,2,1,0,1,2,0,1,0,0,3,1,1,7,1,3,2
"883",4,1,39,2,2,3,6,7,6,1,3,4,2,2,4,0,1,0
"885",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"886",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"887",0,0,1,2,0,0,0,0,3,0,0,1,1,0,0,0,0,2
"889",218,155,180,163,292,177,134,119,166,119,324,130,115,145,163,113,205,131
"890",7,3,10,9,14,16,8,5,3,15,21,15,3,7,9,3,4,11
"891",11,23,13,11,9,6,6,5,7,0,7,6,2,1,4,0,5,2
"892",146,146,229,150,175,192,84,59,98,159,296,189,194,161,173,194,264,170
"894",2246,3330,1879,755,909,835,2717,2455,1664,1096,3632,1200,1998,1378,2252,1950,1445,1039
"896",304,417,942,100,138,83,130,119,166,152,545,128,172,374,575,147,212,131
"898",21,9,26,1,6,4,22,27,57,3,13,2,7,6,10,3,3,1
"899",9,4,10,3,5,3,5,6,1,1,2,7,4,8,2,6,3,9
"900",205,148,237,137,137,140,127,59,123,152,330,188,165,177,152,66,83,74
"901",399,520,936,176,126,143,244,274,450,71,55,85,160,209,312,103,49,78
"902",611,471,482,190,306,239,687,353,300,378,590,376,607,600,664,368,616,606
"904",2038,1268,1847,1077,1061,1285,1621,1302,1233,1201,2172,1202,928,815,1158,1022,815,842
"905",692,390,480,625,774,730,618,406,211,466,820,429,422,244,503,532,538,588
"908",632,512,414,451,574,317,366,215,202,325,749,322,614,640,730,443,520,422
"909",7,15,29,0,0,1,1,0,2,0,0,1,6,15,6,4,3,7
"910",3,8,12,1,0,0,0,2,1,0,0,1,5,11,1,1,5,1
"911",143,197,221,3,7,15,5,16,8,4,0,10,77,132,69,22,30,16
"912",43,31,42,19,18,12,7,7,9,17,0,6,104,102,218,89,66,82
"913",2,46,12,0,0,2,1,3,0,0,0,1,22,35,4,5,0,7
"914",23,99,177,17,6,21,234,118,64,291,898,443,39,76,67,47,7,10
"915",4,41,47,5,3,5,92,64,20,113,248,128,17,25,19,16,0,0
"916",20,152,285,14,9,26,232,138,110,286,786,499,47,109,67,42,7,4
"917",14,111,224,7,5,23,192,127,53,155,500,303,26,60,81,20,1,4
"919",78,371,308,44,15,33,485,275,245,321,1384,287,46,56,44,48,4,10
"920",595,720,356,75,49,23,279,202,179,163,578,234,2138,1946,2149,949,1144,1201
"921",32,176,227,53,31,29,617,393,181,672,1558,438,60,99,52,91,12,17
"922",0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"923",24,101,140,29,19,15,725,286,146,357,1019,389,42,32,35,49,7,4
"924",7,22,33,6,0,7,20,10,18,38,86,45,9,6,9,7,4,1
"925",62,156,234,25,16,52,354,208,156,512,342,1056,46,73,69,88,1,21
"926",4,17,7,0,1,7,31,32,69,53,22,113,9,8,10,6,0,2
"928",46,87,245,48,16,15,5,7,7,24,2,10,150,21,60,191,159,85
"929",349,250,66,52,33,7,56,114,140,55,6,45,1677,2051,2026,479,1013,806
"930",97,17,96,87,69,82,1,5,14,5,0,3,0,3,4,0,0,2
"931",3604,609,1908,3404,2729,4034,27,49,199,235,15,217,34,104,85,37,56,32
"932",36,246,363,19,2,9,8,11,9,29,1,11,5,12,14,1,5,4
"933",1593,249,575,815,835,1985,3,18,17,38,2,77,54,132,139,74,81,98
"939",16,10,15,2,6,7,11,19,34,11,30,27,2,8,2,1,0,1
"940",30,211,351,29,21,14,1165,1031,647,859,2359,833,75,68,41,123,18,4
"941",234,57,87,84,201,101,11,11,5,18,5,10,100,21,29,51,49,33
"942",344,430,206,177,138,145,31,68,104,128,6,92,841,821,870,834,1147,619
"943",29,20,18,4,2,2,2,2,0,1,2,4,47,79,122,35,34,47
"944",311,186,180,134,149,131,389,241,426,600,2681,899,1441,451,664,953,1991,2335
"945",70,97,7,6,2,1,4,15,43,9,0,10,172,327,377,75,15,161
"946",48,41,41,2,14,9,1,2,2,1,0,3,2,7,9,0,0,0
"947",0,18,1,3,0,6,0,5,0,1,0,5,0,0,0,0,0,0
"948",402,630,234,29,36,27,58,207,246,69,4,109,1478,3106,3174,253,487,1168
"949",27,36,19,3,7,4,4,6,2,2,0,6,25,32,40,7,7,16
"950",173,227,286,163,132,182,74,76,66,127,208,103,435,322,650,227,268,350
"951",1849,804,1256,1724,1057,2170,104,144,159,292,438,278,840,1090,1106,580,427,612
"952",37,63,63,14,11,20,4,16,0,20,8,25,36,31,52,23,22,12
"953",632,401,322,175,424,189,112,158,86,147,64,128,662,545,932,527,473,493
"954",0,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0
"955",68,47,248,38,56,58,76,70,109,32,98,35,68,98,125,49,86,54
"956",0,3,0,0,2,1,1,0,0,1,2,1,0,0,1,0,0,0
"957",14,21,31,8,7,4,10,9,12,9,14,13,13,11,34,12,4,15
"958",519,130,209,218,304,218,6,16,8,16,5,10,41,107,28,14,14,19
"959",2,12,23,6,2,0,46,19,9,75,188,23,7,11,5,7,0,2
"960",9824,6914,4253,3870,2912,3209,2974,2281,2149,3483,4181,3078,21414,15635,14771,11403,17156,18223
"961",552,505,751,671,1046,521,535,343,199,396,1017,363,375,384,455,222,266,268
"962",1245,927,669,390,491,546,188,182,144,474,949,477,975,1880,1371,744,687,872
"963",2029,2211,1992,766,805,616,953,695,522,854,1136,778,4769,4974,3233,1820,2518,2452
"965",313,176,110,77,140,81,91,57,54,110,62,90,493,243,204,521,768,565
"966",304,266,324,103,108,135,461,310,100,175,295,133,170,126,101,76,132,307
"967",964,898,858,379,132,117,98,182,204,455,38,243,2137,2425,2151,2998,2724,3786
"968",1038,1106,460,311,92,84,120,283,705,347,21,238,2868,3892,3537,2825,2262,3869
"969",2577,1159,2014,1504,522,2002,671,598,420,441,358,413,173,247,237,122,93,75
"970",38,5,8,3,21,10,1,1,11,5,0,0,0,0,2,0,0,0
