"","symbol","chromosome","length","num_transcript"
"1028","CDKN1C","chr11",1706.2,5
"1029","CDKN2A","chr9",1189.6,5
"1030","CDKN2B","chr9",3922.5,2
"1031","CDKN2C","chr1",1680,2
"1032","CDKN2D","chr19",1272,2
"1033","CDKN3","chr14",942,3
"1036","CDO1","chr5",1559,2
"1038","CDR1","chrX",1299,1
"1039","CDR2","chr16",2702,1
"1040","CDS1","chr4",4459,2
"1041","CDSN","chr6",2583,1
"1043","CD52","chr1",505,1
"1045","CDX2","chr13",2351,1
"1046","CDX4","chrX",855,1
"1047","CLGN","chr4",2952,3
"1048","CEACAM5","chr19",2663.66666666667,3
"1050","CEBPA","chr19",2631,4
"1051","CEBPB","chr20",2108,3
"1052","CEBPD","chr8",1251,1
"1053","CEBPE","chr14",1547,1
"1054","CEBPG","chr19",3701.5,2
"1056","CEL","chr9",2386,1
"1057","CELP","chr9",985,1
"1058","CENPA","chr2",1391.5,2
"1059","CENPB","chr20",2840,1
"1060","CENPC","chr4",3007.25,4
"1062","CENPE","chr4",8430.5,2
"1063","CENPF","chr1",10296,1
"1066","CES1","chr16",2015.75,4
"1068","CETN1","chr18",1156,1
"1069","CETN2","chrX",1080,1
"1070","CETN3","chr5",1209,2
"1071","CETP","chr16",1369.66666666667,3
"1072","CFL1","chr11",1260,1
"1073","CFL2","chr14",3126.2,5
"1075","CTSC","chr11",4711,3
"1080","CFTR","chr7",6228,2
"1081","CGA","chr6",797.5,2
"1084","CEACAM3","chr19",1296,3
"1087","CEACAM7","chr19",1777,3
"1088","CEACAM8","chr19",1713.66666666667,3
"1089","CEACAM4","chr19",1060,3
"1101","CHAD","chr17",1695,1
"1102","RCBTB2","chr13",3036.375,8
"1103","CHAT","chr10",2356.57142857143,7
"1104","RCC1","chr1",2698.5,6
"1105","CHD1","chr5",6685.25,4
"1106","CHD2","chr15",5799.5,2
"1107","CHD3","chr17",6980.13333333333,15
"1108","CHD4","chr12",6532.71428571429,7
"1109","AKR1C4","chr10",1192,1
"1111","CHEK1","chr11",3498.14285714286,7
"1112","FOXN3","chr14",7877.5,2
"1113","CHGA","chr14",1803,2
"1114","CHGB","chr20",2652,1
"1116","CHI3L1","chr1",1837,1
"1117","CHI3L2","chr1",1470,3
"1118","CHIT1","chr1",2328.4,5
"1119","CHKA","chr11",2751.83333333333,6
"1120","CHKB","chr22",1629,1
"1121","CHM","chrX",4024,3
"1122","CHML","chr1",7067,1
"1123","CHN1","chr2",2327.75,4
"1124","CHN2","chr7",2868.75,4
"1128","CHRM1","chr11",2823,1
"1129","CHRM2","chr7",2544.5,8
"1130","LYST","chr1",10800.8571428571,7
"1131","CHRM3","chr1",7595.4,5
"1132","CHRM4","chr11",1468,1
"1133","CHRM5","chr15",3198.5,2
"1134","CHRNA1","chr2",2021.5,2
"1135","CHRNA2","chr8",3680,5
"1136","CHRNA3","chr15",2731.25,4
"1137","CHRNA4","chr20",5211.25,4
"1138","CHRNA5","chr15",2432.5,2
"1139","CHRNA7","chr15",3311.66666666667,3
"1140","CHRNB1","chr17",2437,1
"1141","CHRNB2","chr1",5254,2
"1142","CHRNB3","chr8",1953,1
"1143","CHRNB4","chr15",1958.5,2
"1144","CHRND","chr2",2866,4
"1145","CHRNE","chr17",2460,1
"1146","CHRNG","chr2",2187,1
"1147","CHUK","chr10",3653.5,2
"1149","CIDEA","chr18",1221,3
"1152","CKB","chr14",1458,1
"1153","CIRBP","chr19",1738.375,8
"1154","CISH","chr3",2506,3
"1155","TBCB","chr19",1191.5,2
"1158","CKM","chr19",1691.5,2
"1159","CKMT1B","chr15",1647.5,2
"1160","CKMT2","chr5",1605.5,4
"1161","ERCC8","chr5",2044,1
"1163","CKS1B","chr1",870,2
"1164","CKS2","chr9",613,1
"1173","AP2M1","chr3",1937,2
"1174","AP1S1","chr7",1297,1
"1175","AP2S1","chr19",858.8,5
"1176","AP3S1","chr5",1114,2
"1178","CLC","chr19",575,2
"1179","CLCA1","chr1",3123,1
"1180","CLCN1","chr7",3019.5,2
"1181","CLCN2","chr3",3042.85714285714,7
"1182","CLCN3","chr4",6061.8,5
"1183","CLCN4","chrX",6661.5,2
"1184","CLCN5","chrX",7926.8,5
"1185","CLCN6","chr1",5670.66666666667,3
"1186","CLCN7","chr16",4190,2
"1188","CLCNKB","chr1",2468.33333333333,3
"1191","CLU","chr8",2677.5,4
"1192","CLIC1","chr6",1303.66666666667,3
"1193","CLIC2","chrX",2694,1
"1195","CLK1","chr2",2330.25,4
"1196","CLK2","chr1",2103,5
"1197","1197",NA,NA,NA
"1198","CLK3","chr15",2164.375,8
"1200","TPP1","chr11",3533,1
"1201","CLN3","chr16",1822.5,6
"1203","CLN5","chr13",2800,1
"1207","CLNS1A","chr11",1373,1
"1208","CLPS","chr6",550.666666666667,3
"1209","CLPTM1","chr19",2538.33333333333,3
"1211","CLTA","chr9",1149.16666666667,6
"1212","CLTB","chr5",1354.75,4
"1213","CLTC","chr17",7808,3
"1215","CMA1","chr14",784,1
"1230","CCR1","chr3",2676,1
"1232","CCR3","chr3",1713.2,5
"1233","CCR4","chr3",1657,1
"1234","CCR5","chr3",3543.5,2
"1235","CCR6","chr6",3347.5,2
"1236","CCR7","chr17",2185,1
"1237","CCR8","chr3",1487,1
"1238","ACKR2","chr3",2960,1
"1240","CMKLR1","chr12",5327.25,4
"1241","LTB4R","chr14",3510,2
"1244","ABCC2","chr10",4123.66666666667,3
"1258","CNGB1","chr16",4657.5,4
"1259","CNGA1","chr4",2771.33333333333,3
"1260","CNGA2","chrX",3285,1
"1261","CNGA3","chr2",3739,3
"1262","CNGA4","chr11",3146.4,5
"1263","PLK3","chr1",2492,2
"1264","CNN1","chr19",1511,3
"1265","CNN2","chr19",2399.5,2
"1266","CNN3","chr1",1929.25,4
"1267","CNP","chr17",5216,3
"1268","CNR1","chr6",5675,7
"1269","CNR2","chr1",2881.25,4
"1270","CNTF","chr11",1894,1
"1272","CNTN1","chr12",4940.83333333333,6
"1277","COL1A1","chr17",5299.25,4
"1278","COL1A2","chr7",5411,1
"1280","COL2A1","chr12",5035.66666666667,3
"1281","COL3A1","chr2",5490,1
"1282","COL4A1","chr13",6532,1
"1284","COL4A2","chr13",6264,1
"1285","COL4A3","chr2",6071.22222222222,9
"1286","COL4A4","chr2",6687.64285714286,14
"1287","COL4A5","chrX",6145.6,5
"1288","COL4A6","chrX",6365,7
"1289","COL5A1","chr9",8440,2
"1290","COL5A2","chr2",6930,1
"1291","COL6A1","chr21",4234,2
"1292","COL6A2","chr21",3346,3
"1293","COL6A3","chr2",8234.5,8
"1294","COL7A1","chr3",9169,1
"1295","COL8A1","chr3",3060,2
"1296","COL8A2","chr1",4523.5,4
"1297","COL9A1","chr6",3162.33333333333,3
"1298","COL9A2","chr1",2861.66666666667,3
"1299","COL9A3","chr20",2485,1
"1300","COL10A1","chr6",3801,3
"1301","COL11A1","chr1",7183.75,4
"1302","COL11A2","chr6",4976,4
"1303","COL12A1","chr6",10372,3
"1305","COL13A1","chr10",2999.57142857143,7
"1306","COL15A1","chr9",5422,1
"1307","COL16A1","chr1",5431,2
"1308","COL17A1","chr10",5610,1
"1310","COL19A1","chr6",8726,1
"1312","COMT","chr22",2098,5
"1314","COPA","chr1",5652.5,2
"1315","COPB1","chr11",3429,3
"1316","KLF6","chr10",4561,4
"1317","SLC31A1","chr9",4778,1
"1318","SLC31A2","chr9",2511,2
"1325","CORT","chr1",1231,1
"1326","MAP3K8","chr10",2809.6,5
"1327","COX4I1","chr16",771,2
"1329","COX5B","chr2",505,1
"1337","COX6A1","chr12",572,1
"1339","COX6A2","chr16",440,1
"1340","COX6B1","chr19",590,1
"1345","COX6C","chr8",921,1
"1346","COX7A1","chr19",762,1
"1347","COX7A2","chr6",620.333333333333,3
"1349","COX7B","chrX",456,1
"1350","COX7C","chr5",407,1
"1351","COX8A","chr11",507,1
"1352","COX10","chr17",1646.66666666667,3
"1353","COX11","chr17",1709.85714285714,7
"1355","COX15","chr10",3693.8,5
"1356","CP","chr3",4045.42857142857,7
"1357","CPA1","chr7",1429,1
"1358","CPA2","chr7",1330,1
"1359","CPA3","chr3",1411,2
"1361","CPB2","chr13",1594.4,5
"1362","CPD","chr17",8724,2
"1363","CPE","chr4",2428,1
"1364","CLDN4","chr7",1831,1
"1366","CLDN7","chr17",1791.66666666667,3
"1368","CPM","chr12",5319.5,4
"1369","CPN1","chr10",1756,1
"1370","CPN2","chr3",2613.33333333333,3
"1371","CPOX","chr3",2218,2
"1373","CPS1","chr2",5422,3
"1374","CPT1A","chr11",3726,4
"1375","CPT1B","chr22",2695.57142857143,7
"1376","CPT2","chr1",2893.5,2
"1378","CR1","chr1",8605.5,6
"1379","CR1L","chr1",1837,1
"1380","CR2","chr1",4081.5,2
"1382","CRABP2","chr1",1157.66666666667,3
"1384","CRAT","chr9",2764.66666666667,6
"1385","CREB1","chr2",8110,6
"1386","ATF2","chr2",3982.53846153846,13
"1387","CREBBP","chr16",9937.8,5
"1388","ATF6B","chr6",2611.5,2
"1389","CREBL2","chr12",3813,1
"1390","CREM","chr10",1924.73170731707,41
"1392","CRH","chr8",1434,1
"1393","CRHBP","chr5",1838,1
"1394","CRHR1","chr17",2586,5
"1395","CRHR2","chr7",3022,6
"1396","CRIP1","chr14",480,1
"1397","CRIP2","chr14",1335.66666666667,9
"1398","CRK","chr17",3140,2
"1399","CRKL","chr22",5325,1
"1400","CRMP1","chr4",2888.75,8
"1401","CRP","chr1",2015,1
"1404","HAPLN1","chr5",4678,1
"1406","CRX","chr19",4467,1
"1407","CRY1","chr12",3295,1
"1408","CRY2","chr11",4134.5,2
"1410","CRYAB","chr11",691,1
"1411","CRYBA1","chr17",817.5,2
"1412","CRYBA2","chr2",788,2
"1413","CRYBA4","chr22",823.5,2
"1414","CRYBB1","chr22",921,1
"1415","CRYBB2","chr22",758.5,2
"1416","CRYBB2P1","chr22",1441.5,2
"1417","CRYBB3","chr22",863,1
"1418","CRYGA","chr2",655.5,2
"1419","CRYGB","chr2",626,1
"1420","CRYGC","chr2",629,1
"1421","CRYGD","chr2",707,1
"1427","CRYGS","chr3",842,1
"1428","CRYM","chr16",1369,2
"1429","CRYZ","chr1",2105.6,5
"1431","CS","chr12",2976,1
"1432","MAPK14","chr6",3552.4,5
"1434","CSE1L","chr20",3409.33333333333,3
"1435","CSF1","chr1",3022.25,4
"1436","CSF1R","chr5",3882,3
"1437","CSF2","chr5",785,1
"1438","CSF2RA","chrX",1766.06666666667,15
"1439","CSF2RB","chr22",3880.33333333333,3
"1440","CSF3","chr17",1578.6,5
"1441","CSF3R","chr1",3314.83333333333,6
"1444","CSHL1","chr17",713.5,4
"1445","CSK","chr15",2377.66666666667,3
"1448","CSN3","chr4",808,1
"1452","CSNK1A1","chr5",2453.75,4
"1453","CSNK1D","chr17",3738.42857142857,7
"1454","CSNK1E","chr22",2717,2
"1455","CSNK1G2","chr19",3088.57142857143,7
"1456","CSNK1G3","chr5",4369.25,12
"1457","CSNK2A1","chr20",2532.5,4
"1459","CSNK2A2","chr16",1566.25,4
"1460","CSNK2B","chr6",1127.5,2
"1462","VCAN","chr5",8304.5,4
"1463","NCAN","chr19",6016.25,4
"1464","CSPG4","chr15",8290,1
"1465","CSRP1","chr1",1948.5,4
"1466","CSRP2","chr12",979,4
"1468","SLC25A10","chr17",1835.5,4
"1469","CST1","chr20",760,1
"1471","CST3","chr20",1542,2
"1474","CST6","chr11",609,1
"1475","CSTA","chr3",828,1
"1476","CSTB","chr21",940,1
"1477","CSTF1","chr20",2303.33333333333,3
"1478","CSTF2","chrX",1788.5,2
"1479","CSTF3","chr11",1606.25,4
"1482","NKX2-5","chr5",1768.75,4
"1486","CTBS","chr1",3101,1
"1487","CTBP1","chr4",3124.8,5
"1488","CTBP2","chr10",3263.29411764706,17
"1489","CTF1","chr16",1662.5,2
"1490","CTGF","chr6",2344,1
"1491","CTH","chr1",2019.5,4
"1493","CTLA4","chr2",1919,4
"1495","CTNNA1","chr5",3404.5,4
"1496","CTNNA2","chr2",3517.14285714286,7
"1497","CTNS","chr17",3212,5
"1499","CTNNB1","chr3",3454.14285714286,7
"1500","CTNND1","chr11",6009.36363636364,22
"1501","CTNND2","chr5",4931.375,8
"1503","CTPS1","chr1",2907.4,5
"1506","CTRL","chr16",1182,1
"1508","CTSB","chr8",3918,7
"1509","CTSD","chr11",2123,1
"1510","CTSE","chr1",2157,2
"1511","CTSG","chr14",924,1
"1512","CTSH","chr15",1542.5,2
"1513","CTSK","chr1",1810,1
"1514","CTSL","chr9",1502,6
"1515","CTSV","chr9",4283.33333333333,3
"1518","CTSLP8","chr9",569,1
"1519","CTSO","chr4",2933,1
"1520","CTSS","chr1",4032,2
"1521","CTSW","chr11",1296,1
"1522","CTSZ","chr20",1500,1
"1523","CUX1","chr7",8095.76923076923,13
"1524","CX3CR1","chr3",3183,4
"1525","CXADR","chr21",4666,5
"1527","TEX28","chrX",1546,2
"1528","CYB5A","chr18",836,3
"1534","CYB561","chr17",2991.85714285714,7
"1535","CYBA","chr16",723,1
"1536","CYBB","chrX",4318,1
"1537","CYC1","chr8",1234,1
"1538","CYLC1","chrX",1544.33333333333,3
"1539","CYLC2","chr9",2171,1
"1540","CYLD","chr16",8502,10
"1543","CYP1A1","chr15",2646.5,2
"1544","CYP1A2","chr15",3127,1
"1545","CYP1B1","chr2",5154,1
"1548","CYP2A6","chr19",1764,1
"1549","CYP2A7","chr19",2204.5,2
"1551","CYP3A7","chr7",2078,1
"1553","CYP2A13","chr19",1760,1
"1555","CYP2B6","chr19",2203.75,4
"1556","CYP2B7P","chr19",2910,1
"1557","CYP2C19","chr10",1473,1
"1558","CYP2C8","chr10",1927.25,4
"1559","CYP2C9","chr10",1402,2
"1562","CYP2C18","chr10",2456.5,2
"1564","1564",NA,NA,NA
"1565","CYP2D6","chr22",1537.33333333333,3
"1571","CYP2E1","chr10",1667,1
"1572","CYP2F1","chr19",1556.8,5
"1573","CYP2J2","chr1",1770,2
"1576","CYP3A4","chr7",2790.5,2
"1577","CYP3A5","chr7",1900.6,10
"1579","CYP4A11","chr1",1785.85714285714,7
"1580","CYP4B1","chr1",2156.5,2
"1581","CYP7A1","chr8",2875,1
"1582","CYP8B1","chr3",3950,1
"1583","CYP11A1","chr15",1860.25,4
"1584","CYP11B1","chr8",3057.33333333333,3
"1585","CYP11B2","chr8",2936,1
"1586","CYP17A1","chr10",1870,1
"1588","CYP19A1","chr15",3388.16666666667,6
"1589","CYP21A2","chr6",2138,4
"1590","CYP21A1P","chr6",2429,1
"1591","CYP24A1","chr20",3243.33333333333,3
"1592","CYP26A1","chr10",2182,2
"1593","CYP27A1","chr2",2293,1
"1594","CYP27B1","chr12",2487,1
"1595","CYP51A1","chr7",3071,2
"1600","DAB1","chr1",2580,1
"1601","DAB2","chr5",4569.5,2
"1602","DACH1","chr13",4883,3
"1603","DAD1","chr14",697,1
"1604","CD55","chr1",2431.66666666667,3
"1605","DAG1","chr3",5632.61538461538,13
"1606","DGKA","chr12",2528,9
"1607","DGKB","chr7",5386.75,8
"1608","DGKG","chr3",5738,3
"1609","DGKQ","chr4",2803.66666666667,3
"1610","DAO","chr12",1456.75,4
"1611","DAP","chr5",2342,1
"1612","DAPK1","chr9",5296,6
"1613","DAPK3","chr19",2182.33333333333,3
"1615","DARS","chr2",2322,1
"1616","DAXX","chr6",2319.2,5
"1618","DAZL","chr3",3077,2
"1620","BRINP1","chr9",3196,1
"1621","DBH","chr9",2760,1
"1622","DBI","chr2",727,12
"1627","DBN1","chr5",2731.66666666667,6
"1628","DBP","chr19",1586.5,2
"1629","DBT","chr1",4646.33333333333,3
"1630","DCC","chr18",8929,2
"1632","ECI1","chr16",1025.5,2
"1633","DCK","chr4",2607,1
"1634","DCN","chr12",1754.25,8
"1635","DCTD","chr4",2108.63636363636,11
"1636","ACE","chr17",3876.2,5
"1638","DCT","chr13",2353.5,2
"1639","DCTN1","chr2",4362,7
"1642","DDB1","chr11",4356,1
"1643","DDB2","chr11",1668,4
"1644","DDC","chr7",1799.5,8
"1645","AKR1C1","chr10",1379,1
"1646","AKR1C2","chr10",2736.66666666667,3
"1647","GADD45A","chr1",1266.66666666667,3
"1649","DDIT3","chr12",1010.16666666667,6
"1650","DDOST","chr1",2126,1
"1652","DDT","chr22",645.5,2
"1653","DDX1","chr2",2741,1
"1654","DDX3X","chrX",5382,3
"1655","DDX5","chr17",3083,5
"1656","DDX6","chr11",6119.75,4
"1657","DMXL1","chr5",10135.5714285714,7
"1659","DHX8","chr17",4907,3
"1660","DHX9","chr1",4604.5,2
"1662","DDX10","chr11",3264,1
"1663","DDX11","chr12",3894.33333333333,21
"1665","DHX15","chr4",3016,1
"1666","DECR1","chr8",1098.5,2
"1667","DEFA1","chr8",498,1
"1668","DEFA3","chr8",491,1
"1669","DEFA4","chr8",542,1
"1671","DEFA6","chr8",468,1
"1672","DEFB1","chr8",463,1
"1674","DES","chr2",2248,1
"1675","CFD","chr19",1173,1
"1676","DFFA","chr1",2730.5,2
"1677","DFFB","chr1",3111.66666666667,3
"1678","TIMM8A","chrX",1024.66666666667,3
"1687","DFNA5","chr7",2336.66666666667,3
"1690","COCH","chr14",2546.66666666667,3
"1716","DGUOK","chr2",1008.8,5
"1717","DHCR7","chr11",2653.5,2
"1718","DHCR24","chr1",4286,1
"1719","DHFR","chr5",3347.5,2
"1723","DHODH","chr16",1770,4
"1725","DHPS","chr19",1253.5,4
"1727","CYB5R3","chr22",3011.6,5
"1728","NQO1","chr16",2492.5,4
"1729","DIAPH1","chr5",5798.66666666667,3
"1730","DIAPH2","chrX",4382.5,2
"1731","SEPT1","chr16",1592,1
"1733","DIO1","chr1",1726,4
"1735","DIO3","chr14",2102,1
"1736","DKC1","chrX",2910.5,6
"1737","DLAT","chr11",4346,1
"1738","DLD","chr7",3579,1
"1739","DLG1","chr3",4573.3125,16
"1740","DLG2","chr11",7098.5,14
"1741","DLG3","chrX",4480.25,8
"1742","DLG4","chr17",3547,8
"1743","DLST","chr14",2412,4
"1745","DLX1","chr2",2283,2
"1746","DLX2","chr2",2304,1
"1747","DLX3","chr17",2602,1
"1748","DLX4","chr17",1886.5,2
"1749","DLX5","chr7",1180.5,2
"1750","DLX6","chr7",1875,1
"1755","DMBT1","chr10",7534.26086956522,23
"1756","DMD","chrX",10121.3333333333,27
"1757","SARDH","chr9",3270.6,5
"1758","DMP1","chr4",2663,2
"1759","DNM1","chr9",3513.42857142857,14
"1760","DMPK","chr19",2856.57142857143,7
"1761","DMRT1","chr9",2245,2
"1762","DMWD","chr19",3308,1
"1763","DNA2","chr10",4311.33333333333,3
"1767","DNAH5","chr5",15566,2
"1768","DNAH6","chr2",12747.5,2
"1769","DNAH8","chr6",14736,2
"1770","DNAH9","chr17",9095.6,5
"1773","DNASE1","chr16",1823.875,8
"1774","DNASE1L1","chrX",2800.6,5
"1775","DNASE1L2","chr16",1534,3
"1776","DNASE1L3","chr3",1031,2
"1777","DNASE2","chr19",2008,1
"1778","DYNC1H1","chr14",14340,1
"1780","DYNC1I1","chr7",2599.83333333333,6
"1781","DYNC1I2","chr2",3770,15
"1783","DYNC1LI2","chr16",4220.5,2
"1785","DNM2","chr19",3660.6,5
"1786","DNMT1","chr19",5313,3
"1787","TRDMT1","chr10",3113.5,8
"1788","DNMT3A","chr2",5595.77777777778,9
"1789","DNMT3B","chr20",4129,6
"1791","DNTT","chr10",2038.5,2
"1793","DOCK1","chr10",5118,4
"1794","DOCK2","chr5",4555.5,2
"1795","DOCK3","chr3",8471.88888888889,9
"1796","DOK1","chr2",1953,4
"1797","DXO","chr6",1378.6,5
"1798","DPAGT1","chr11",2188,2
"1800","DPEP1","chr16",1657.5,6
"1801","DPH1","chr17",2195,1
"1802","DPH2","chr1",2247.66666666667,3
"1803","DPP4","chr2",3658.5,2
"1804","DPP6","chr7",4549.4,5
"1805","DPT","chr1",1728,1
"1806","DPYD","chr1",3642.5,4
"1807","DPYS","chr8",1944.4,5
"1808","DPYSL2","chr8",4513,3
"1809","DPYSL3","chr5",5265,2
"1810","DR1","chr1",3209,1
"1811","SLC26A3","chr7",2832.5,2
"1812","DRD1","chr5",3373,1
"1813","DRD2","chr11",2565.25,4
"1814","DRD3","chr3",1469,5
"1815","DRD4","chr11",1363,1
"1816","DRD5","chr4",2376,1
"1819","DRG2","chr17",1782,4
"1820","ARID3A","chr19",2743.6,5
"1821","DRP2","chrX",6584,3
"1822","ATN1","chr12",4347.5,2
"1823","DSC1","chr18",4248,2
"1824","DSC2","chr18",5046,3
"1825","DSC3","chr18",6956.5,2
"1826","DSCAM","chr21",6856.25,4
"1827","RCAN1","chr21",2087.22222222222,9
"1828","DSG1","chr18",5447,1
"1829","DSG2","chr18",5653,1
"1830","DSG3","chr18",5551,1
"1831","TSC22D3","chrX",2109.1,10
"1832","DSP","chr6",8831.5,2
"1834","DSPP","chr4",4331,1
"1836","SLC26A2","chr5",8075,1
"1837","DTNA","chr18",4661.24489795918,49
"1838","DTNB","chr2",2178.33333333333,15
"1839","HBEGF","chr5",2358,1
"1840","DTX1","chr12",3288,1
"1841","DTYMK","chr2",1154.66666666667,3
"1842","ECM2","chr9",3056.33333333333,3
"1843","DUSP1","chr5",2024,1
"1844","DUSP2","chr2",1685,1
"1845","DUSP3","chr17",4122,1
"1846","DUSP4","chr8",6028.5,2
"1847","DUSP5","chr10",2528,1
"1848","DUSP6","chr12",2601,2
"1849","DUSP7","chr3",3235,1
"1850","DUSP8","chr11",4473,1
"1852","DUSP9","chrX",2410.5,2
"1854","DUT","chr15",1782.5,4
"1855","DVL1","chr1",2398.25,4
"1856","DVL2","chr17",2629.66666666667,3
"1857","DVL3","chr3",4403,2
"1859","DYRK1A","chr21",5322.5,10
"1861","TOR1A","chr9",2106,1
"1869","E2F1","chr20",2700,1
"1870","E2F2","chr1",4562,3
"1871","E2F3","chr6",4464.2,5
"1874","E2F4","chr16",2100,1
"1875","E2F5","chr8",1631.25,4
"1876","E2F6","chr2",3276.77777777778,9
"1877","E4F1","chr16",2533.77777777778,9
"1879","EBF1","chr5",5192.8,5
"1880","GPR183","chr13",1785,1
"1889","ECE1","chr1",5159.8,5
"1890","TYMP","chr22",1708.2,5
"1891","ECH1","chr19",2462.5,2
"1892","ECHS1","chr10",1329,1
"1893","ECM1","chr1",2046,3
"1894","ECT2","chr3",4107.57142857143,7
"1896","EDA","chrX",3802.66666666667,6
"1901","S1PR1","chr1",2980.5,2
"1902","LPAR1","chr9",3383.75,4
"1903","S1PR3","chr9",4389,1
"1906","EDN1","chr6",2098.5,2
"1907","EDN2","chr1",1098,3
"1908","EDN3","chr20",2178.625,8
"1909","EDNRA","chr4",3896,4
"1910","EDNRB","chr13",3390.4,5
"1911","PHC1","chr12",4340.33333333333,3
"1912","PHC2","chr1",2713.66666666667,9
"1915","EEF1A1","chr6",3512,1
"1917","EEF1A2","chr20",2007,1
"1933","EEF1B2","chr2",942.666666666667,3
"1936","EEF1D","chr8",1835.85,20
"1937","EEF1G","chr11",1538,1
"1938","EEF2","chr19",3158,1
"1939","EIF2D","chr1",1914.25,4
"1942","EFNA1","chr1",1639.33333333333,3
"1943","EFNA2","chr19",2143,1
"1944","EFNA3","chr1",1782,1
"1945","EFNA4","chr1",1153,3
"1946","EFNA5","chr5",5287,2
"1947","EFNB1","chrX",3331,1
"1948","EFNB2","chr13",4387,1
"1949","EFNB3","chr17",3219,1
"1950","EGF","chr4",4901.92307692308,13
"1951","CELSR3","chr3",11962,1
"1952","CELSR2","chr1",10349.6666666667,3
"1953","MEGF6","chr1",5420.9,10
"1954","MEGF8","chr19",11066.5,2
"1955","MEGF9","chr9",6210,1
"1956","EGFR","chr7",3069,4
"1958","EGR1","chr5",3136,1
"1959","EGR2","chr10",2841,5
"1960","EGR3","chr8",4091,5
"1961","EGR4","chr2",2373,1
"1962","EHHADH","chr3",3885,3
"1964","EIF1AX","chrX",4431,1
"1965","EIF2S1","chr14",4165,1
"1967","EIF2B1","chr12",1870,1
"1968","EIF2S3","chrX",3465,1
"1969","EPHA2","chr1",3903.66666666667,3
"1973","EIF4A1","chr17",1846,2
"1974","EIF4A2","chr3",1891,1
"1975","EIF4B","chr12",4020.66666666667,3
"1977","EIF4E","chr4",3237,5
"1978","EIF4EBP1","chr8",859,1
"1979","EIF4EBP2","chr10",7531,1
"1981","EIF4G1","chr3",5377,7
"1982","EIF4G2","chr11",3912,3
"1983","EIF5","chr14",5873.5,2
"1984","EIF5A","chr17",1302,5
"1990","CELA1","chr12",952,1
"1991","ELANE","chr19",1101.5,2
"1992","SERPINB1","chr6",2574,4
"1993","ELAVL2","chr9",3847.2,15
"1994","ELAVL1","chr19",6013.5,2
"1995","ELAVL3","chr19",3814.6,5
"1996","ELAVL4","chr1",2966.27272727273,11
"1997","ELF1","chr13",3709,4
"1998","ELF2","chr4",3107.41666666667,12
"1999","ELF3","chr1",2452,3
"2000","ELF4","chrX",4146,3
"2001","ELF5","chr11",2255.25,4
"2002","ELK1","chrX",2590,3
"2004","ELK3","chr12",3226.5,2
"2005","ELK4","chr1",3972.5,8
"2006","ELN","chr7",3565.8,20
"2009","EML1","chr14",4493.14285714286,7
"2010","EMD","chrX",1339,1
"2011","MARK2","chr11",4589.09090909091,11
"2012","EMP1","chr12",2804,1
"2013","EMP2","chr16",3019,2
"2014","EMP3","chr19",829,1
"2015","2015",NA,NA,NA
"2016","EMX1","chr2",2076,2
"2017","CTTN","chr11",2620.8,5
"2018","EMX2","chr10",2803.5,2
"2020","EN2","chr7",3395,1
"2021","ENDOG","chr9",1145,1
"2022","ENG","chr9",3023.66666666667,3
"2023","ENO1","chr1",2184,3
"2026","ENO2","chr12",2423,1
"2027","ENO3","chr17",1569.75,4
"2028","ENPEP","chr4",4995,1
"2029","ENSA","chr1",1755.75,8
"2030","SLC29A1","chr6",2284.25,12
"2033","EP300","chr22",8879,2
"2034","EPAS1","chr2",5166,1
"2035","EPB41","chr1",5577.33333333333,27
"2036","EPB41L1","chr20",6169.31578947368,19
"2037","EPB41L2","chr6",4033.7,20
"2038","EPB42","chr15",2391.66666666667,3
"2039","DMTN","chr8",2488,23
"2040","STOM","chr9",2718.6,5
"2041","EPHA1","chr7",3175,4
"2042","EPHA3","chr3",4954.25,4
"2043","EPHA4","chr2",6358,2
"2044","EPHA5","chr4",7828.33333333333,6
"2045","EPHA7","chr6",4960.83333333333,6
"2046","EPHA8","chr1",3425.5,2
"2047","EPHB1","chr3",4677,1
"2048","EPHB2","chr1",4057,4
"2049","EPHB3","chr3",4220,1
"2050","EPHB4","chr7",4351,1
"2051","EPHB6","chr7",3670,6
"2052","EPHX1","chr1",1748.5,2
"2053","EPHX2","chr8",2202.25,4
"2054","STX2","chr12",2901,5
"2055","CLN8","chr8",1907,9
"2056","EPO","chr7",1330,1
"2057","EPOR","chr19",2566,2
"2058","EPRS","chr1",5015,1
"2059","EPS8","chr12",3816.5,4
"2060","EPS15","chr1",4828.5,4
"2063","NR2F6","chr19",1804,1
"2064","ERBB2","chr17",3917.28571428571,7
"2065","ERBB3","chr12",3403.5,2
"2066","ERBB4","chr2",12255.3333333333,6
"2067","ERCC1","chr19",1864.42857142857,7
"2068","ERCC2","chr19",2233.33333333333,3
"2069","EREG","chr4",4628,1
"2070","EYA4","chr6",5082.75,8
"2071","ERCC3","chr2",2833,2
"2072","ERCC4","chr16",5127,3
"2073","ERCC5","chr13",4085,1
"2074","ERCC6","chr10",8993,1
